0: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
25: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
26: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
27: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
28: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
29: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
30: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
31: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
32: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
33: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
34: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
35: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
36: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
37: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
38: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
39: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
40: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
41: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
42: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
43: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
44: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
45: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
46: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
47: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
