0: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
13: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
14: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
15: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
16: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
17: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
18: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
19: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
20: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
21: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
22: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
23: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
24: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
25: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
26: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
27: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
28: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
29: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
30: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
31: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
32: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
33: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
34: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
35: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
36: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
37: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
38: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
39: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
40: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
41: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
42: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
43: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
44: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
45: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
46: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
47: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
48: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
49: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
50: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
51: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
52: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
53: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
54: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
55: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
56: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
57: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
58: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
59: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
60: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
61: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
62: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
63: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
64: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
65: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
66: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
67: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
68: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
69: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
70: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
71: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
72: [[12, 22, 3, 9, 4], [5, 2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
73: [[12, 22, 3, 9, 4, 5], [2, 1, 6, 29, 10], [11, 8, 13, 15, 14, 19], [16, 27, 17, 20, 23], [18, 24, 21, 25, 28], [26, 31, 30, 32, 33], [7, 34, 35, 36, 37]]
