0: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
20: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
21: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
22: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
23: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
24: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
25: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
26: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
27: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
28: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
29: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
30: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
31: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
32: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
33: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
34: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
35: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
36: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
37: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
38: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
39: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
40: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
41: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
42: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
43: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
44: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
45: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
46: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
47: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
48: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
49: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
50: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
51: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
52: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
53: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
54: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
55: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
56: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
57: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
58: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
59: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
60: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
61: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
62: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
63: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
64: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
65: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
66: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
67: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
68: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
69: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
70: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
71: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
72: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
73: [[3, 29, 1, 8], [37, 6, 2, 4], [13, 7, 15, 19], [10, 11, 9, 14], [12, 22, 24, 18], [5, 20, 16, 23], [27, 25, 28, 21, 26], [30, 31, 34, 17], [33, 32, 35, 36]]
