0: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
25: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
26: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
27: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
28: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
29: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
30: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
31: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
32: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
33: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
34: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
35: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
36: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
37: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
38: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
39: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
40: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
41: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
42: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
43: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
44: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
45: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
46: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
47: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
48: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
49: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
50: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
51: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
52: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
53: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
54: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
55: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
56: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
57: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
58: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
59: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
60: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
61: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
62: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
63: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
64: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
65: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
66: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
67: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
68: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
69: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
70: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
71: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
72: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
73: [[31, 21, 25, 28, 8, 14], [37, 5, 34, 3, 15, 19, 6], [12, 33, 20, 1, 35, 2], [4, 9, 36, 7, 16, 17], [11, 10, 18, 22, 24, 29], [13, 26, 23, 32, 30, 27]]
