0: [[2, 22, 20, 19, 4, 1, 13], [14, 9, 6, 7, 10, 11], [8, 3, 16, 18, 15, 5, 12, 17], [21, 24, 23]]
21: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
22: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
23: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
24: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
25: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
26: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
27: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
28: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
29: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
30: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11, 8], [3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
31: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11, 8], [3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
32: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11, 8], [3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
33: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11, 8], [3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
34: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11, 8], [3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
35: [[2, 22, 20, 19, 4], [13, 1, 14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
36: [[2, 22, 20, 19, 4, 13, 1, 14], [9, 6, 7, 10, 11], [8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
37: [[2, 22, 20, 19, 4, 13, 1, 14], [9, 6, 7, 10, 11, 8], [3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
38: [[2, 22, 20, 19, 4, 13, 1, 14], [9, 6, 7, 10, 11, 8], [3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
39: [[2, 22, 20, 19, 4, 13, 1, 14], [9, 6, 7, 10, 11, 8], [3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
40: [[2, 22, 20, 19, 4, 13, 1, 14], [9, 6, 7, 10, 11, 8], [3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
41: [[2, 22, 20, 19, 4, 13], [1, 14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
42: [[2, 22, 20, 19, 4, 13], [1, 14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
43: [[2, 22, 20, 19, 4, 13], [1, 14, 9, 6, 7, 10], [11, 8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
44: [[2, 22, 20, 19, 4, 13], [1, 14, 9, 6, 7, 10], [11, 8, 3, 5, 16, 18, 15, 12, 17], [21, 24, 23]]
45: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 12, 17, 18, 15, 21], [24, 23]]
46: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 12, 17, 18, 15, 21], [24, 23]]
47: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11], [8, 3, 5, 16, 12, 17, 18, 15, 21], [24, 23]]
48: [[2, 22, 20, 19, 4, 13, 1], [14, 9, 6, 7, 10, 11, 8], [3, 5, 16, 12, 17, 18, 15, 21], [24, 23]]
49: [[2, 22, 20, 19, 13, 1, 4], [14, 9, 7, 10, 11, 6], [8, 3, 5, 16, 12, 17, 18], [15, 21, 24, 23]]
