0: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5, 21, 6], [4, 12, 11, 9, 15, 8, 18, 10], [26, 14, 24, 17, 22, 23, 20, 19, 28, 30, 31, 16, 34, 29, 41, 60, 52, 32, 45, 38, 33, 39, 43, 36, 44, 42, 47, 46, 40, 37, 50, 48, 51, 54, 53], [49, 57], [56, 59, 58]]
11: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5, 21, 6], [4, 8, 11, 12, 30, 14, 10, 31, 24, 15, 9, 16, 17, 19, 18, 22, 20, 23, 29, 26, 28, 33, 37, 32, 36, 39, 44, 40, 41, 42, 38, 43, 45, 47, 46, 34, 48, 50, 52, 53, 59, 51, 54, 49, 56, 57, 58, 60]]
12: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 4, 8, 18, 21, 6], [11, 12, 14, 9, 24, 15, 23, 10], [16, 19, 22, 17, 20], [26, 28], [30, 31, 29, 33, 37], [56, 32, 38, 44, 42, 40], [46, 36, 47, 43, 39], [41, 34, 45, 51, 50, 53, 48], [49, 54, 52, 57, 59, 58, 60]]
13: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5, 21, 6], [4, 14, 8, 9, 11, 10, 12, 15, 26], [17, 28, 16, 18, 19, 22, 23, 20, 30, 31, 24, 29, 33, 57, 60, 38, 32, 45, 34, 41, 36, 42, 44, 43, 46, 37, 47, 40, 53, 49, 48, 39, 51, 52, 50, 56], [54, 59, 58]]
14: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 6, 4, 8, 11, 9, 15, 10, 12, 14, 20, 16], [22, 17, 19, 18, 23, 28, 26, 30, 31], [24, 29, 36, 37, 40, 34, 38], [32, 39, 33, 41, 44, 46, 47, 42, 43, 50, 58, 54], [51, 48, 53, 57, 52, 45, 56, 49, 59, 60]]
15: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5], [21, 6, 4, 8, 9], [10, 12, 11, 14], [30, 22, 15, 16, 17, 18, 19, 20, 23, 24, 29, 26, 28, 31, 37, 33, 56, 32, 38, 36, 42, 34, 43, 40, 41, 39, 45, 46, 44, 51], [50, 48, 49, 60, 59, 47, 53, 54, 52, 58, 57]]
16: [[55, 35, 7, 1, 2], [27, 25], [3, 13, 5, 4, 14, 21], [9, 8, 15, 11, 6], [12, 20, 16, 17, 10, 18], [23, 19, 22, 24, 26], [28, 30, 29, 31, 33], [37, 32, 34, 38, 36], [39, 41, 43], [42, 44, 47, 48, 40], [45, 46, 51, 52, 53, 54, 50], [57, 49, 56, 58, 60, 59]]
17: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 6, 4], [12, 9, 8, 11, 24, 18, 14, 22, 10, 15, 17, 16, 23, 28, 19, 20, 29, 26, 30, 31, 33, 45, 60, 34, 32, 40, 38, 41, 36, 43, 44, 42, 37, 39, 46], [47, 50], [49, 48, 59], [54, 52, 51, 53, 57, 56, 58]]
18: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 6], [4, 8], [11, 10, 15, 9, 12, 23, 14], [24, 17, 18, 19, 20], [22, 26, 16], [28, 31, 30, 29, 37, 45, 52], [32, 36, 42, 33, 39, 43, 47, 34], [38, 40, 41, 44, 58, 54, 51], [49, 53, 56, 46, 50, 59, 48, 57, 60]]
19: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21], [6, 4, 12, 11, 10, 14], [8, 9, 15, 19, 30, 20, 17], [18, 22, 26, 24, 23], [29, 28, 16, 31, 37], [33, 32], [48, 36, 34, 39, 43, 40, 38, 41, 42, 44], [47, 45, 46, 51, 53, 50, 49, 52, 54, 57, 59, 56], [58, 60]]
20: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 21, 23, 6], [5, 9, 11, 12, 8, 4, 10, 14, 15, 17, 24, 16], [18, 19, 22, 20, 28, 26, 29, 30, 31, 33, 37, 60, 50, 36, 45, 38, 40, 32, 47, 34, 46, 43, 42, 58, 39, 41, 49, 48, 57], [59, 44, 51, 53, 52, 54, 56]]
21: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5, 21, 6], [4, 14, 11, 9, 10, 8, 12, 15, 18, 19, 31, 17, 16, 20, 22], [30, 23, 28, 24, 26, 29, 36, 37, 32, 34, 38, 40, 39, 33, 41, 42, 45, 46, 43, 44, 49, 47, 50, 51, 52, 53, 57, 48, 58, 56, 60, 59, 54]]
22: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 6, 4, 14, 9, 11, 8, 10, 12, 30, 20, 16], [15, 17, 23, 19, 18, 28, 26, 22, 24], [29, 31, 36, 37, 38], [50, 32, 34, 39, 41], [33, 40, 44, 47, 42], [43, 59, 46, 45, 54, 48], [52, 57, 56, 49, 51, 53, 58], [60]]
23: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 21, 6], [4, 12, 9, 8, 14, 10, 11, 15, 18], [17, 16, 19, 28, 20, 23, 30, 26, 22, 29, 24, 31], [36, 37, 52, 32, 33, 44, 42, 43, 34, 39, 38, 45, 41, 46, 40, 47, 49, 51, 50, 53, 57, 48, 54, 56, 58, 59, 60]]
24: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5, 21, 6, 4, 12], [11, 9, 8, 10, 14], [15, 20, 16, 18, 17], [23, 19, 24, 22, 26, 31, 30, 28], [29, 33, 37, 46, 34, 38, 32], [39, 41, 47, 42, 36, 44, 40, 43, 54, 58, 45], [52, 48, 49, 57, 50, 51, 56, 53, 59, 60]]
25: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 6], [4, 9, 11, 12, 30, 18, 10], [28, 14, 15, 8, 17, 16, 19, 26, 22, 20, 24, 31], [29, 23, 33, 37, 52, 34, 32, 44, 36, 40, 45, 39, 47, 46, 43, 42, 38, 41, 48, 50, 53, 59, 51, 54, 49, 57, 56, 58, 60]]
26: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 6], [4, 8, 10, 9, 15, 11, 14], [12, 19, 18, 30, 16, 22, 17, 20, 28], [26, 24, 23, 31, 29, 36, 37], [33, 34, 38, 32, 40, 41, 45, 44, 39, 43, 42, 46], [54, 58, 47, 50, 49, 53, 57, 51, 60, 56], [48, 59, 52]]
27: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 21, 6], [12, 8], [11, 9, 10, 4, 15, 31, 22, 14, 18, 17, 19, 16, 20, 23, 24, 29, 28, 26, 30, 41, 37, 32, 33, 34, 36, 44, 38, 39, 42, 40, 43, 45, 46, 57, 54, 47, 48, 49, 56, 51, 52], [53, 50, 58, 59, 60]]
28: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5], [21, 6, 4, 12, 11], [10, 9, 8, 14, 28, 18, 15, 17, 16, 19, 20, 22, 30, 31, 23, 24, 26], [29, 36, 37, 32, 34], [38, 40, 33, 43], [41, 47, 42, 39, 45, 44, 46, 58], [54, 50, 49, 53, 51, 52, 57, 48, 56, 59, 60]]
29: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5], [21, 6], [4, 8, 9, 14, 10], [11, 12, 30, 23, 15, 18, 16, 17, 19], [22, 28], [20, 29, 26, 24, 31, 37, 33, 56, 32, 36, 34, 42, 40, 46, 41, 39, 47, 45, 43, 44, 51, 48, 38, 49, 60, 50, 53, 54, 59, 52, 57, 58]]
30: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5], [21, 6], [4, 8, 9, 14, 10], [11, 12, 30, 23, 15, 18, 16, 17, 19], [22, 28], [20, 29, 26, 24, 31, 37, 33, 56, 32, 36, 34, 42, 40, 46, 41, 39, 47, 45, 43, 44, 51, 48, 38, 49, 60, 50, 53, 54, 59, 52, 57, 58]]
31: [[55, 35, 2, 7, 1, 27, 25, 3], [13, 5, 21, 6], [4, 8, 9, 11], [15, 10, 12, 14, 19, 17, 16], [18, 20, 23, 30, 24], [29, 28, 26, 22, 31, 32, 37, 36, 34], [40, 33, 38, 39, 46, 43, 44, 42, 41, 45, 60, 47], [56, 49, 50, 54, 57, 48, 51, 52, 58, 53, 59]]
32: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 4, 8, 21, 6], [11, 9, 15, 16, 12, 24, 31, 10], [20, 17], [14, 23, 19, 28, 22, 30, 26, 29, 33, 37, 40, 32, 34, 39, 18], [36, 43, 41, 45, 38, 46, 44, 47, 42, 52, 58, 50, 57, 51], [53, 48, 49, 54, 56, 59, 60]]
33: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 6], [4, 10, 9, 8, 15, 16, 19], [28, 12], [14, 17, 22, 23, 24], [11, 18, 20], [29, 30, 26, 31, 37, 48], [36, 32, 33, 46, 38, 39, 44], [34, 41, 42, 43, 40, 47], [45, 49, 50, 51, 53, 54, 52, 58, 59, 56, 57, 60]]
34: [[55, 35, 2, 7], [1, 27, 25], [3, 13, 5, 21, 6, 4, 12], [11, 8, 9, 10, 14, 30, 22, 23, 15, 16, 17, 19, 18, 24, 20, 29, 26, 28, 31, 36, 33, 48, 34, 32, 40, 38, 37, 43, 47, 39, 42, 41, 44, 45, 46, 50, 53, 58, 49, 52, 57, 59, 51, 56, 54, 60]]
35: [[55, 35, 2, 7, 1, 27, 25, 3, 13], [5, 21, 6, 4, 8, 9, 11], [10, 14, 15, 30, 18, 12, 16, 19], [17, 20, 23, 24, 26, 31, 22, 28, 29], [36, 33], [60, 34, 41, 37, 38, 32], [42, 39, 47, 46, 40, 45], [43, 44, 56, 52, 50, 48], [51, 49, 57, 54, 59, 53, 58]]
36: [[55, 35, 2, 7, 1], [27], [25, 3, 13, 21, 20, 6, 4, 10], [11, 5, 14], [8, 26, 9, 12, 15], [30, 17, 22, 18, 16, 23, 24], [19, 31, 28, 29, 37], [53, 34, 36, 32, 33, 43, 39, 44, 40, 47, 41, 42, 45], [38, 46], [50, 48], [59, 51, 49, 60, 52, 56, 57, 58, 54]]
37: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 6], [4, 9, 10, 8, 31], [18, 11, 28, 26, 12, 30, 14], [22, 23, 15, 16, 24, 29, 17], [19, 20], [37, 32, 52, 34, 33, 38, 36, 45], [46, 47, 41, 39, 42, 43, 40, 44, 49, 60, 50, 53, 51, 48, 54, 59, 58, 56, 57]]
38: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 6, 4, 8, 11, 9, 30, 18], [15, 14, 10, 12, 16, 19, 23, 17, 20, 26, 22, 24, 28, 31, 29, 36, 32, 33, 41, 34, 46, 40, 42, 38, 37, 39, 43, 44, 47, 45, 48, 53, 50, 49, 54, 51, 52, 58, 56, 59], [57, 60]]
39: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5, 21, 6, 12, 8, 4], [11, 15, 9, 10, 14, 26, 30, 24, 16, 22, 23, 20, 17, 18, 28, 31, 19, 60, 29, 32, 44, 36, 38, 45, 34, 41, 39, 43, 37, 40, 42, 47, 46, 48, 33], [50, 57], [49, 51, 53], [52, 54, 56, 59, 58]]
40: [[55, 35, 2, 7, 1, 27, 25, 3], [13, 5, 21, 6, 4, 8, 11], [9, 12, 10, 14, 15, 18, 17], [26, 16, 20, 19, 22, 30, 24, 31, 23], [28, 29, 36, 37, 40], [32, 33], [43, 34, 44, 38], [45, 41, 42, 39, 47, 46, 48, 49, 51, 54], [52, 53, 50, 59, 56, 57, 58, 60]]
41: [[55, 35, 2], [7, 1, 27, 25, 3, 13, 5], [21, 6, 4], [12, 9, 15, 10, 8], [11, 14, 18, 31, 19, 17], [16, 20, 23, 22, 24, 29, 26], [28, 30, 32], [33, 56, 36, 37, 39, 46, 42], [34, 47, 44, 41, 38, 40, 53], [51, 43, 52, 45, 48], [57, 54, 49, 50], [58, 59, 60]]
42: [[55, 35, 2, 7, 1, 27, 25, 3], [13, 5, 21, 6, 4, 8, 11, 10, 14], [9, 15], [28, 17, 12, 16, 24, 20, 19, 23, 22, 18, 29, 26, 30, 31, 45, 37, 40, 32, 33, 36, 44, 34, 39, 38, 41, 43, 42, 47, 58, 50, 54, 48, 59, 46, 49, 53, 51, 52, 56, 57, 60]]
43: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 6], [4, 8, 11, 9, 15, 10, 12], [14, 18, 17, 19], [16, 30, 20, 22, 26, 24, 29, 23, 28], [31, 40, 37, 32, 33, 44, 45, 36, 34, 42, 43, 38], [39, 41, 46, 47, 51, 56, 49, 50, 52, 53, 48, 54, 57, 58, 59, 60]]
44: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 21, 4, 6, 8, 9, 11, 10, 12, 20, 30, 14, 31, 15, 19, 16, 23, 17, 22, 18], [28, 26, 29, 24, 33, 32, 40, 36, 34, 38, 44, 37, 41, 43, 39, 47, 48, 45, 46], [42, 50, 52, 51, 53, 49, 54, 59, 58, 56, 57, 60]]
45: [[55, 35, 2, 7, 1], [27], [25, 3, 13, 5, 21, 6, 20], [8, 11, 4, 9, 12, 14, 22, 10, 28], [19, 18, 15, 17, 30, 23, 16, 24, 26, 29, 57, 36, 45, 31, 32, 44, 42, 39, 33, 38, 47, 41, 46, 34, 37, 40, 43, 50, 52, 56, 49, 53, 54, 51, 59, 48, 58, 60]]
46: [[55, 35, 2, 7, 1, 27, 25, 3], [13, 5, 21, 6, 4, 8], [9, 12, 10, 14, 15, 11, 18, 17], [19, 16, 20, 23, 22, 30, 28, 29, 26], [24, 31, 36, 33, 40, 32, 38, 41, 42, 37, 34], [39, 45, 47, 44, 43, 46, 50, 49], [51, 52, 54, 48, 58, 53, 56, 59, 57, 60]]
47: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21], [6, 4, 14, 11, 8, 9, 10, 12, 29, 15, 16, 19, 17, 26, 22, 18, 30, 24, 28, 20, 23, 31, 36, 37, 32, 34, 38, 41, 33, 39, 40, 43, 42, 46, 44, 45, 50, 59, 54, 51, 47, 53, 48, 52, 49, 60, 57, 56, 58]]
48: [[55, 35, 2, 7, 1, 27, 25, 3], [13, 5, 21], [4, 6, 9, 10, 8, 11, 15, 12, 30, 23, 14, 18, 17], [20, 19, 16, 22, 24, 28, 26, 31, 29], [36, 37], [32, 48, 39, 44, 40, 33, 42, 34, 46, 38, 41, 43, 45, 58, 49, 54, 47, 51, 52, 50, 56, 53, 57, 59, 60]]
49: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 4], [6, 10, 11, 9], [8, 12, 20, 30, 14], [31, 29, 17, 24, 23, 15], [16, 18, 19, 26, 22, 28], [37, 32, 42], [48, 38, 33, 34, 47, 46, 41], [39, 44, 43, 36, 40, 45], [50, 57, 51, 53, 49, 52], [54, 59], [56, 58, 60]]
50: [[55, 35, 2, 7, 1], [27, 25, 3, 13], [5, 21, 6, 4, 10], [11, 9, 14, 8, 12], [30, 15, 16, 19, 17, 18], [22, 20, 26, 23, 24, 31, 28, 29], [45, 37, 40, 33, 38, 32, 36], [34, 39, 41, 46, 42, 43, 47, 59], [58, 51, 44, 48, 50, 49, 53, 52, 54, 57], [56, 60]]
51: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 21, 6, 4, 8], [9, 10, 14, 12, 28], [30, 18], [31, 11, 16, 19, 15, 22, 17, 20, 29, 23, 24, 26, 37, 32, 56, 36, 33, 34, 44, 38, 46, 39, 42, 41, 43, 45, 52, 40, 47, 48, 51, 50, 49, 53, 59, 54, 58, 57, 60]]
52: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 21, 6], [4, 8, 9, 11, 10, 12], [14, 24, 22, 15, 16, 17], [18, 19, 23, 28], [20, 26, 30, 29, 31], [36, 33, 52, 32, 34, 40], [38, 37, 42, 47, 39, 43, 41, 45], [44, 59, 46, 48, 49, 50, 54], [53, 57, 51, 58], [60, 56]]
53: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 4], [6, 14, 11, 10, 9, 8, 12], [31, 15, 23, 16, 17, 18, 22, 19, 20, 26, 28, 29, 24, 60, 33, 30, 32, 34, 42, 37, 36, 39, 38, 47, 40, 43, 41, 44, 45, 49, 58, 50, 51, 46, 59, 52, 48, 54, 56, 53], [57]]
54: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 4], [6, 10, 11, 9, 8, 12, 16], [28, 14, 31, 29, 19, 24, 22, 15, 20, 17, 18, 26, 23, 30, 37, 32, 34, 48, 38, 40, 36, 33], [45, 42, 39, 44, 43, 41, 46, 47, 58, 50, 51, 53, 49, 52, 54, 59, 56, 57, 60]]
55: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 21, 6], [4, 12, 11, 9, 8, 10], [14, 30, 15, 20], [18, 16, 17, 22, 19, 26], [24, 29, 28, 23, 31], [45, 37, 32, 36, 38, 40], [39, 34, 47, 42, 46, 43, 33], [44, 41], [60, 49, 52, 58], [48, 54, 50, 51, 53, 59, 57, 56]]
56: [[55, 35, 2, 7], [1, 27, 25, 3, 13], [5, 21, 6, 4, 8, 11], [9, 10, 14, 30, 12, 23, 15], [17, 16, 18, 19, 22, 28, 20, 24, 26, 29, 31, 44, 33, 48, 32, 45, 34, 38, 36, 42, 43, 39, 37, 41, 51, 47, 53, 40, 52, 50, 46, 54, 56, 49, 57], [60, 59, 58]]
57: [[55, 35, 2, 7, 1, 27, 25], [3, 13], [5, 21, 4, 6, 8, 11, 10], [9, 12, 14, 15, 22, 17, 16, 19, 18, 23, 26, 20, 24, 31, 29, 28, 30, 44, 33, 56, 32, 37, 34, 38, 36, 42, 47, 39, 40, 43, 45, 41, 46, 48, 52, 50, 51, 49, 58, 57, 59, 53, 54, 60]]
58: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5, 21, 6], [4, 8, 11, 10, 9, 15], [12, 28, 18, 14, 19, 16, 17], [20, 22, 31, 26, 23, 30], [24, 29, 37, 36], [40, 32, 38], [42, 33, 41, 34, 45], [44, 39], [43, 47, 51], [46, 54, 49, 48, 53], [56, 52, 58, 50, 57, 59, 60]]
59: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 21, 5, 6, 4, 8, 11, 14, 15, 24, 18, 9, 10, 12, 16, 17, 28, 19, 22, 23, 20, 30, 26, 31, 51, 29, 33], [56, 52, 34, 41, 46, 32, 39, 43, 36, 44, 38, 42, 45, 40, 53, 48, 37, 50, 47, 49, 54, 57, 58, 59, 60]]
60: [[55, 35, 2, 7, 1, 27, 25, 3], [13, 5, 21, 6, 4, 8, 9], [11, 15, 10, 14, 30, 18, 12, 16], [19, 17, 23, 22, 26, 20, 29, 24, 28], [31, 36, 32, 56, 38], [33, 40, 46, 34, 37, 39, 41], [44, 45], [42, 43, 47, 50, 53, 49, 48], [51, 58, 57, 54, 52, 59, 60]]
61: [[55, 35, 2, 7, 1], [27, 25, 3, 13], [5, 21, 6, 4, 8], [11, 12, 31, 26, 14, 30, 9], [15, 16, 17, 10, 19, 18, 22], [20, 24, 28, 29, 23, 37, 33, 48, 34, 38, 44, 32], [36, 41, 47, 43, 39, 40, 46, 42, 45, 50, 51, 49, 53, 59, 52, 57, 54, 56, 58, 60]]
62: [[55, 35, 2, 7, 1, 27], [25, 3, 13, 5], [21, 6, 4, 12, 11], [8, 14, 9, 10, 31, 15], [17, 16, 18, 19, 22, 20, 26], [23, 28, 24, 30, 29], [37, 33, 32, 44, 36], [40, 38, 34, 43, 45], [42, 41, 39, 46, 50, 47], [49, 52, 48, 51, 54, 53, 57], [58, 59, 56, 60]]
63: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 21, 6], [4, 12, 9, 8, 11, 10], [14, 31, 18, 15, 16, 17, 19], [23, 22, 26, 20, 30], [29, 24], [28, 37, 32, 44, 34], [36, 40, 38, 33, 39, 43, 42], [46, 45], [47, 49, 50, 51, 52, 41, 53], [48, 58, 57, 54, 56, 59, 60]]
64: [[55, 35, 2, 7, 1], [27, 25, 3, 13], [5, 21, 6, 12, 4, 9, 8, 10, 11], [14, 22, 15, 19, 17, 18, 16, 24, 20, 26, 23, 31, 28, 30, 29, 37, 33, 32, 34, 36, 41, 38, 42], [46, 47, 45, 44], [39, 43, 40, 53, 49, 48, 50, 54, 52, 57, 58, 51, 59, 56, 60]]
65: [[55, 35, 2, 7, 1, 27, 25, 3], [13, 5, 21, 6, 4, 8, 11], [15, 9, 10, 14, 30, 18, 12, 16], [23, 17, 19, 20, 22, 26, 29, 24, 28, 31, 36], [33, 48, 38, 34, 45, 41, 32, 42, 39], [47, 44], [43, 46, 40, 37, 56, 53], [50, 57], [49, 51, 59, 52, 58, 54, 60]]
66: [[55, 35, 2, 7, 1, 27, 25, 3], [13, 21, 4, 6, 12, 8, 11, 10, 14], [24, 15, 5, 19, 9, 16, 17, 29, 18, 22, 20, 23, 28, 30, 26], [31, 45, 37, 56, 34, 36, 42, 32, 33, 38, 44, 39, 43, 40, 46, 59, 41, 47, 48, 51, 50, 49, 52, 53, 57, 54, 58, 60]]
67: [[55, 35, 2, 7, 1, 27], [25, 3, 13, 5], [21, 6, 4, 14], [9, 8, 11, 10, 12, 31, 22], [18, 17, 16, 26, 20, 15], [19, 24, 23, 29, 30], [60, 36, 37, 44, 38, 41, 28], [32, 33, 43], [42, 46, 34, 47, 40, 39], [50, 45, 51, 53, 48], [49, 54, 56, 52, 57, 58, 59]]
68: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 6, 10, 4, 8], [12, 14, 9, 11, 24, 30, 15], [16, 17, 21, 22, 18, 19, 23, 28, 20], [26, 31, 29, 45, 37], [32, 38, 36, 46, 44, 41, 34, 33, 39, 42, 40, 43], [56, 47, 49, 52, 48, 51, 54, 57, 50, 53, 59, 58], [60]]
69: [[55, 35, 2, 7, 1], [27], [25, 3], [13, 5, 21, 6, 4, 12, 9, 8, 10, 11, 14, 15, 20, 23, 16, 17, 18, 19, 24, 22, 28, 29, 26, 30, 31, 33, 32, 36, 34, 37, 45, 39, 40, 46, 44, 38, 41, 47, 42, 49, 43, 50, 53, 51, 48, 57, 52, 59, 54, 60, 58], [56]]
70: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 6], [4, 12, 9, 11, 8, 10, 14], [15, 17, 16, 19], [18, 28, 20, 22], [30, 26, 24, 29, 31, 23, 36], [37, 44, 48, 33, 32, 39, 34, 41, 42, 38, 45, 43, 40], [46, 47, 59, 49, 50, 54, 57, 52, 58, 51, 53, 56, 60]]
71: [[55, 35, 2, 7, 1, 27, 25, 3], [13, 21, 5, 6, 4, 12, 11, 9, 14], [8, 22, 10, 15, 18, 16, 17, 28, 23, 20, 19, 26, 29, 30, 24], [31, 34, 41, 60, 38], [32, 37, 47, 33, 36, 42, 43, 40], [39, 44, 45, 46, 49, 52, 48, 50, 51, 53], [54, 57], [56, 59, 58]]
72: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5], [21, 6, 4, 14, 11], [9, 8, 10, 12, 28], [17, 15, 31, 16, 19, 20, 18], [30, 22, 24, 26, 23, 29, 36], [37, 33], [32, 34, 38, 39, 42, 45, 47, 46], [41, 44, 40, 43, 50], [54, 48], [49, 53, 51, 52, 56, 57, 58, 59, 60]]
73: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5, 21, 6], [4, 12, 11, 10, 9, 8, 23], [24, 14, 17, 15, 16], [18, 19, 20, 30, 22, 31, 26, 29], [28, 48, 49, 34, 33], [32, 45, 38, 37, 39], [43, 36, 41, 40, 42], [44, 46, 51, 52, 47, 54], [57, 50, 53, 56, 60, 59, 58]]
