0: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
39: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
40: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
41: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
42: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
43: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
44: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
45: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
46: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
47: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
48: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
49: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
50: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
51: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
52: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
53: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
54: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
55: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
56: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
57: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
58: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
59: [[16, 9, 3, 22, 11, 4, 8], [7, 17, 13, 25, 18, 20, 12, 14], [6, 1, 2, 5, 24, 19, 10], [28, 29, 26, 27, 15, 21, 23]]
