0: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
20: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
21: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
22: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
23: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
24: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
25: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
26: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
27: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
28: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
29: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
30: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
31: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
32: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22], [21, 23, 24]]
33: [[19, 3, 10], [6, 4, 5], [1, 2, 9, 14, 7, 11, 13, 8, 15, 12, 16, 18], [17, 20, 22], [21, 23, 24]]
34: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22, 21, 23, 24]]
35: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22, 21, 23, 24]]
36: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22, 21, 23, 24]]
37: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22, 21, 23, 24]]
38: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18], [17, 20, 22, 21, 23, 24]]
39: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15, 12, 16, 18], [17, 20, 22, 21, 23, 24]]
40: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18, 17, 20, 22, 21, 23, 24]]
41: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18, 17, 20, 22, 21, 23, 24]]
42: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18, 17, 20, 22, 21, 23, 24]]
43: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18, 17, 20, 22, 21, 23, 24]]
44: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15], [12, 16, 18, 17, 20, 22, 21, 23, 24]]
45: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15, 12, 16, 18, 17, 20, 22, 21, 23, 24]]
46: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11], [13, 8, 15, 12, 16, 18, 17, 20, 22, 21, 23, 24]]
47: [[19, 3, 10], [6, 4, 5], [1, 2, 9], [14, 7, 11, 13, 8, 15, 12, 16, 18, 17, 20, 22, 21, 23, 24]]
