0: [[29, 3], [22, 1, 7, 2], [4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20, 19, 23], [17, 21, 27, 24], [25, 26, 28], [30, 31, 32, 34, 33], [35, 36, 37]]
11: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15], [11, 12], [16, 20], [19, 23, 17], [21, 27, 24], [25, 26, 28], [30, 31, 32], [34, 33], [35, 36, 37]]
12: [[29, 3, 22], [1, 7, 2], [4, 9, 5, 8, 6], [10, 18, 14, 13], [15, 11, 12], [16, 20, 19, 23, 17], [21, 27, 24], [25, 26, 28], [30, 31, 32], [34, 33, 35], [36, 37]]
13: [[29, 3, 22], [1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15], [11, 12, 16], [20, 19, 23], [17, 21, 27], [24, 25, 26, 28], [30, 31, 32], [34, 33], [35, 36, 37]]
14: [[29, 3, 22, 1], [7, 2, 4], [9, 5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20], [19, 23, 17], [21, 27, 24], [25, 26, 28], [30, 31, 32], [34, 33, 35], [36, 37]]
15: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15], [11, 12, 16], [20, 19], [23, 17], [21, 27, 24], [25, 26, 28], [30, 31, 32], [34, 33], [35, 36, 37]]
16: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15], [11, 12, 16], [20, 19], [23, 17], [21, 27, 24], [25, 26, 28], [30, 31, 32], [34, 33], [35, 36, 37]]
17: [[29, 3], [22, 1, 7, 2], [4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20, 19, 23], [17, 21, 27], [24, 25, 26], [28, 30, 31, 32], [34, 33, 35, 36, 37]]
18: [[29, 3], [22, 1, 7, 2], [4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20, 19, 23], [17, 21, 27, 24], [25, 26], [28, 30, 31, 32, 34, 33, 35, 36, 37]]
19: [[29, 3], [22, 1], [7, 2, 4], [9, 5, 8], [6, 10, 18], [14, 13, 15, 11], [12, 16, 20], [19, 23, 17], [21, 27, 24], [25, 26, 28], [30, 31, 32], [34, 33, 35], [36, 37]]
20: [[29, 3], [22, 1, 7, 2], [4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20], [19, 23, 17], [21, 27, 24, 25, 26, 28, 30, 31, 32], [34, 33, 35, 36, 37]]
21: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18], [14, 13, 15], [11, 12, 16], [20, 19, 23], [17, 21], [27, 24], [25, 26, 28], [30, 31, 32], [34, 33], [35, 36, 37]]
22: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15], [11, 12], [16, 20, 19], [23, 17, 21], [27, 24, 25, 26, 28], [30, 31, 32], [34, 33, 35, 36, 37]]
23: [[29, 3, 22], [1, 7, 2], [4, 9, 5], [8, 6, 10], [18, 14], [13, 15], [11, 12], [16, 20, 19], [23, 17], [21, 27, 24], [25, 26, 28], [30, 31, 32], [34, 33], [35, 36, 37]]
24: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18], [14, 13], [15, 11, 12], [16, 20, 19], [23, 17, 21], [27, 24], [25, 26, 28], [30, 31, 32], [34, 33], [35, 36, 37]]
25: [[29, 3, 22], [1, 7, 2], [4, 9, 5], [8, 6, 10], [18, 14, 13], [15, 11, 12, 16], [20, 19, 23], [17, 21, 27], [24, 25, 26, 28], [30, 31, 32, 34], [33, 35, 36, 37]]
26: [[29, 3, 22], [1, 7, 2], [4, 9], [5, 8], [6, 10, 18], [14, 13, 15], [11, 12], [16, 20], [19, 23, 17], [21, 27, 24], [25, 26, 28, 30, 31, 32, 34], [33, 35, 36, 37]]
27: [[29, 3], [22, 1, 7, 2], [4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20], [19, 23, 17], [21, 27], [24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
28: [[29, 3, 22], [1, 7, 2], [4, 9, 5], [8, 6, 10], [18, 14, 13], [15, 11, 12], [16, 20], [19, 23, 17], [21, 27, 24], [25, 26, 28], [30, 31, 32], [34, 33, 35], [36, 37]]
29: [[29, 3], [22, 1, 7, 2], [4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16], [20, 19, 23], [17, 21, 27], [24, 25, 26], [28, 30, 31], [32, 34, 33], [35, 36, 37]]
30: [[29, 3, 22], [1, 7, 2], [4, 9, 5], [8, 6, 10], [18, 14], [13, 15, 11, 12], [16, 20, 19], [23, 17], [21, 27, 24], [25, 26, 28], [30, 31, 32, 34, 33, 35, 36, 37]]
31: [[29, 3], [22, 1, 7, 2], [4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16], [20, 19, 23], [17, 21, 27], [24, 25, 26], [28, 30, 31], [32, 34, 33], [35, 36, 37]]
32: [[29, 3], [22, 1, 7], [2, 4], [9, 5, 8], [6, 10, 18], [14, 13, 15], [11, 12, 16], [20, 19], [23, 17, 21], [27, 24], [25, 26, 28], [30, 31, 32], [34, 33], [35, 36, 37]]
33: [[29, 3, 22], [1, 7, 2], [4, 9, 5], [8, 6, 10], [18, 14, 13], [15, 11], [12, 16, 20], [19, 23, 17], [21, 27, 24], [25, 26, 28], [30, 31], [32, 34, 33], [35, 36, 37]]
34: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20], [19, 23], [17, 21, 27], [24, 25, 26], [28, 30, 31], [32, 34, 33], [35, 36, 37]]
35: [[29, 3], [22, 1, 7, 2], [4, 9], [5, 8], [6, 10, 18, 14, 13, 15, 11, 12, 16, 20, 19, 23, 17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
36: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20], [19, 23], [17, 21, 27], [24, 25, 26], [28, 30, 31], [32, 34, 33], [35, 36, 37]]
37: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20], [19, 23, 17, 21], [27, 24, 25], [26, 28, 30], [31, 32, 34], [33, 35], [36, 37]]
38: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15], [11, 12, 16, 20, 19, 23, 17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
39: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20, 19, 23, 17], [21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
40: [[29, 3, 22], [1, 7, 2], [4, 9], [5, 8, 6], [10, 18, 14, 13, 15, 11, 12, 16, 20], [19, 23, 17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
41: [[29, 3, 22], [1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15], [11, 12, 16], [20, 19, 23], [17, 21, 27], [24, 25, 26], [28, 30, 31], [32, 34, 33], [35, 36, 37]]
42: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20, 19, 23, 17, 21, 27], [24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
43: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20, 19, 23, 17, 21, 27, 24], [25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
44: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20], [19, 23], [17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
45: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20], [19, 23], [17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
46: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20], [19, 23], [17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
47: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18], [14, 13, 15], [11, 12, 16], [20, 19, 23], [17, 21, 27], [24, 25, 26], [28, 30, 31, 32], [34, 33], [35, 36, 37]]
48: [[29, 3, 22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18], [14, 13, 15, 11, 12, 16, 20, 19, 23, 17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
49: [[29, 3], [22, 1, 7, 2], [4, 9], [5, 8, 6, 10], [18, 14, 13], [15, 11], [12, 16, 20], [19, 23, 17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
50: [[29, 3, 22], [1, 7, 2, 4, 9, 5, 8, 6, 10, 18, 14, 13, 15, 11, 12, 16, 20], [19, 23, 17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
51: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16], [20, 19, 23], [17, 21], [27, 24], [25, 26], [28, 30, 31], [32, 34, 33], [35, 36, 37]]
52: [[29, 3], [22, 1], [7, 2, 4], [9, 5, 8], [6, 10, 18], [14, 13, 15], [11, 12, 16], [20, 19, 23, 17], [21, 27, 24], [25, 26, 28, 30], [31, 32, 34, 33], [35, 36, 37]]
53: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18, 14], [13, 15, 11], [12, 16], [20, 19, 23], [17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
54: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18], [14, 13], [15, 11, 12, 16, 20, 19, 23, 17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
55: [[29, 3], [22, 1, 7], [2, 4, 9, 5], [8, 6], [10, 18, 14], [13, 15, 11], [12, 16, 20], [19, 23], [17, 21, 27], [24, 25], [26, 28, 30], [31, 32, 34, 33, 35, 36, 37]]
56: [[29, 3], [22, 1, 7, 2], [4, 9, 5], [8, 6, 10], [18, 14], [13, 15, 11, 12, 16, 20, 19, 23, 17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
57: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6, 10], [18, 14, 13, 15], [11, 12], [16, 20], [19, 23, 17], [21, 27, 24], [25, 26], [28, 30], [31, 32, 34], [33, 35, 36], [37]]
58: [[29, 3], [22, 1, 7], [2, 4, 9, 5], [8, 6], [10, 18], [14, 13, 15], [11, 12, 16], [20, 19, 23, 17, 21, 27, 24], [25, 26, 28, 30], [31, 32, 34, 33, 35, 36, 37]]
59: [[29, 3], [22, 1, 7], [2, 4, 9, 5, 8, 6], [10, 18, 14, 13, 15, 11, 12, 16, 20, 19, 23, 17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
60: [[29, 3, 22], [1, 7, 2], [4, 9, 5], [8, 6, 10], [18, 14], [13, 15, 11, 12, 16, 20, 19, 23, 17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
61: [[29, 3, 22], [1, 7, 2], [4, 9, 5], [8, 6], [10, 18, 14, 13], [15, 11, 12], [16, 20, 19, 23], [17, 21, 27, 24], [25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
62: [[29, 3, 22], [1, 7, 2], [4, 9, 5], [8, 6, 10], [18, 14, 13], [15, 11, 12], [16, 20, 19], [23, 17, 21], [27, 24], [25, 26, 28, 30], [31, 32, 34], [33, 35, 36, 37]]
63: [[29, 3], [22, 1, 7], [2, 4, 9, 5], [8, 6, 10], [18, 14], [13, 15, 11], [12, 16, 20], [19, 23, 17, 21, 27, 24, 25, 26, 28, 30, 31], [32, 34, 33, 35, 36, 37]]
64: [[29, 3], [22, 1], [7, 2, 4], [9, 5, 8], [6, 10, 18], [14, 13, 15], [11, 12, 16], [20, 19, 23], [17, 21, 27], [24, 25, 26], [28, 30, 31], [32, 34, 33], [35, 36, 37]]
65: [[29, 3], [22, 1, 7], [2, 4, 9], [5, 8, 6], [10, 18], [14, 13], [15, 11, 12], [16, 20, 19], [23, 17, 21], [27, 24, 25, 26], [28, 30, 31, 32, 34, 33, 35, 36, 37]]
66: [[29, 3], [22, 1, 7], [2, 4, 9, 5], [8, 6, 10], [18, 14], [13, 15], [11, 12], [16, 20, 19], [23, 17, 21, 27, 24, 25, 26], [28, 30, 31, 32], [34, 33, 35, 36, 37]]
67: [[29, 3, 22], [1, 7], [2, 4, 9], [5, 8], [6, 10], [18, 14, 13], [15, 11, 12], [16, 20, 19], [23, 17, 21], [27, 24, 25], [26, 28], [30, 31], [32, 34], [33, 35], [36, 37]]
68: [[29, 3], [22, 1], [7, 2, 4, 9, 5, 8, 6, 10, 18, 14, 13, 15, 11, 12, 16, 20, 19, 23, 17, 21, 27, 24, 25, 26, 28, 30, 31], [32, 34, 33, 35, 36, 37]]
69: [[29, 3], [22, 1], [7, 2, 4], [9, 5, 8], [6, 10, 18], [14, 13], [15, 11], [12, 16], [20, 19, 23], [17, 21, 27], [24, 25, 26], [28, 30, 31], [32, 34], [33, 35, 36, 37]]
70: [[29, 3, 22, 1], [7, 2, 4], [9, 5], [8, 6, 10], [18, 14, 13, 15, 11, 12, 16, 20, 19, 23, 17, 21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
71: [[29, 3, 22], [1, 7, 2], [4, 9, 5], [8, 6, 10], [18, 14, 13], [15, 11], [12, 16, 20, 19], [23, 17, 21], [27, 24, 25], [26, 28, 30, 31], [32, 34, 33], [35, 36, 37]]
72: [[29, 3, 22], [1, 7], [2, 4, 9, 5], [8, 6, 10], [18, 14, 13, 15], [11, 12], [16, 20, 19, 23], [17, 21], [27, 24, 25, 26], [28, 30, 31], [32, 34, 33], [35, 36, 37]]
73: [[29, 3, 22], [1, 7, 2], [4, 9, 5], [8, 6, 10], [18, 14, 13], [15, 11, 12], [16, 20], [19, 23, 17], [21, 27, 24, 25, 26, 28, 30, 31, 32, 34, 33, 35, 36, 37]]
