0: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29, 28, 31], [57, 35], [47, 40], [34, 33, 54, 32, 39, 37, 44], [38, 42], [41, 60, 43], [45, 63], [46, 48, 51, 49, 61], [52, 55, 53], [56, 59], [58, 62], [64, 67, 65, 68], [74, 66], [71, 69], [70, 72], [73, 76], [79, 75, 77, 78, 83, 80, 86, 81, 82], [85, 84, 87, 88]]
11: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29], [28, 31], [57, 35], [47, 40, 34], [33, 54, 32], [39, 37, 44], [38, 42, 41, 60], [43, 45, 63, 46, 48, 51, 49], [61, 52, 55, 53, 56, 59, 58, 62], [64, 67, 65, 68, 74, 66, 71, 69], [70, 72, 73, 76, 79, 75, 77, 78, 83], [80, 86, 81, 82, 85, 84, 87, 88]]
12: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29], [28, 31], [57, 35], [47, 40, 34], [33, 54, 32], [39, 37, 44], [38, 42, 41, 60], [43, 45, 63, 46, 48, 51, 49], [61, 52, 55, 53, 56, 59, 58, 62], [64, 67, 65, 68, 74, 66, 71, 69], [70, 72, 73, 76, 79, 75, 77, 78, 83], [80, 86, 81, 82, 85, 84, 87, 88]]
13: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50, 26, 30], [24, 29], [28, 31, 57, 35], [47, 40], [34, 33], [54, 32], [39, 37], [44, 38, 42], [41, 60, 43], [45, 63], [46, 48], [51, 49, 61], [52, 55, 53, 56], [59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84], [87, 88]]
14: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29, 28, 31], [57, 35], [47, 40], [34, 33], [54, 32, 39, 37], [44, 38], [42, 41], [60, 43, 45, 63], [46, 48], [51, 49], [61, 52, 55, 53, 56, 59], [58, 62], [64, 67, 65], [68, 74, 66, 71, 69, 70, 72], [73, 76, 79, 75, 77, 78, 83, 80], [86, 81, 82, 85], [84, 87, 88]]
15: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29], [28, 31], [57, 35], [47, 40, 34, 33], [54, 32], [39, 37], [44, 38, 42], [41, 60, 43, 45], [63, 46], [48, 51], [49, 61], [52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68], [74, 66], [71, 69, 70], [72, 73, 76], [79, 75, 77, 78], [83, 80, 86, 81, 82, 85, 84, 87, 88]]
16: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50, 26, 30], [24, 29], [28, 31], [57, 35], [47, 40], [34, 33], [54, 32, 39, 37, 44, 38], [42, 41, 60, 43, 45], [63, 46, 48, 51, 49, 61], [52, 55, 53, 56, 59, 58], [62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73], [76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
17: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23, 21, 16], [18, 17], [27, 20], [19, 50, 26, 30, 24], [29, 28], [31, 57, 35], [47, 40, 34, 33, 54, 32, 39], [37, 44, 38, 42], [41, 60], [43, 45, 63], [46, 48], [51, 49], [61, 52], [55, 53], [56, 59], [58, 62], [64, 67], [65, 68], [74, 66, 71], [69, 70, 72], [73, 76, 79], [75], [77, 78], [83, 80, 86, 81, 82, 85, 84, 87, 88]]
18: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23, 21, 16], [18, 17], [27, 20], [19, 50, 26, 30, 24], [29, 28], [31, 57, 35], [47, 40, 34, 33, 54, 32, 39], [37, 44, 38, 42], [41, 60], [43, 45, 63], [46, 48], [51, 49], [61, 52], [55, 53], [56, 59], [58, 62], [64, 67], [65, 68], [74, 66, 71], [69, 70, 72], [73, 76, 79], [75], [77, 78], [83, 80, 86, 81, 82, 85, 84, 87, 88]]
19: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30, 24, 29, 28, 31, 57], [35, 47], [40, 34, 33], [54, 32], [39, 37, 44, 38, 42], [41, 60, 43], [45, 63], [46, 48], [51, 49], [61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
20: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30, 24, 29, 28, 31, 57], [35, 47], [40, 34, 33], [54, 32], [39, 37, 44, 38, 42], [41, 60, 43], [45, 63], [46, 48], [51, 49], [61, 52, 55], [53, 56, 59, 58, 62, 64, 67, 65, 68], [74], [66, 71, 69, 70, 72, 73, 76, 79], [75, 77, 78, 83], [80, 86, 81, 82, 85, 84, 87, 88]]
21: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29, 28], [31, 57, 35], [47, 40, 34], [33, 54], [32, 39], [37, 44, 38, 42, 41, 60, 43, 45, 63, 46], [48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
22: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 13, 23], [21, 16, 18, 17], [27, 20], [19, 50, 26], [30, 24], [29, 28], [31, 57, 35, 47], [40, 34, 33, 54, 32], [39, 37, 44], [38, 42], [41, 60, 43, 45, 63, 46, 48], [51, 49, 61], [52, 55, 53], [56, 59, 58, 62], [64, 67, 65, 68, 74, 66, 71], [69, 70, 72, 73, 76, 79, 75], [77, 78], [83, 80, 86, 81], [82, 85, 84, 87, 88]]
23: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30, 24, 29, 28, 31, 57], [35, 47], [40, 34, 33], [54, 32], [39, 37, 44, 38, 42], [41, 60, 43], [45, 63], [46, 48], [51, 49], [61, 52, 55], [53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76], [79], [75, 77], [78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
24: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30, 24], [29, 28, 31], [57, 35], [47, 40], [34, 33, 54], [32, 39], [37, 44], [38, 42, 41, 60], [43, 45], [63, 46], [48, 51, 49], [61, 52, 55], [53, 56], [59, 58], [62, 64, 67], [65, 68], [74, 66, 71, 69, 70, 72, 73, 76, 79, 75], [77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
25: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30, 24, 29, 28, 31, 57, 35, 47, 40, 34], [33, 54, 32, 39], [37, 44], [38, 42], [41, 60], [43, 45], [63, 46, 48], [51, 49, 61], [52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66], [71, 69, 70, 72, 73, 76], [79, 75, 77, 78, 83], [80, 86, 81, 82, 85, 84, 87, 88]]
26: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30, 24], [29, 28, 31], [57, 35], [47, 40], [34, 33, 54], [32, 39], [37, 44], [38, 42, 41, 60], [43, 45], [63, 46], [48, 51, 49], [61, 52, 55], [53, 56], [59, 58], [62, 64, 67], [65, 68], [74, 66, 71, 69], [70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81], [82, 85, 84, 87, 88]]
27: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30, 24], [29, 28, 31], [57, 35], [47, 40], [34, 33, 54], [32, 39], [37, 44], [38, 42, 41, 60], [43, 45], [63, 46], [48, 51, 49], [61, 52, 55], [53, 56], [59, 58], [62, 64, 67], [65, 68], [74, 66, 71, 69], [70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81], [82, 85, 84, 87, 88]]
28: [[25, 36], [22, 7], [1, 2], [12, 3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30, 24], [29, 28, 31], [57, 35], [47, 40, 34], [33, 54], [32, 39], [37, 44], [38, 42], [41, 60], [43, 45, 63, 46], [48, 51], [49, 61], [52, 55, 53], [56, 59], [58, 62], [64, 67], [65, 68], [74, 66, 71, 69], [70, 72], [73, 76, 79], [75, 77, 78], [83, 80, 86, 81, 82], [85, 84, 87, 88]]
29: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50, 26, 30], [24, 29], [28, 31], [57, 35], [47, 40], [34, 33], [54, 32], [39, 37], [44, 38, 42], [41, 60], [43, 45], [63, 46], [48, 51], [49, 61], [52, 55, 53, 56, 59, 58, 62, 64, 67], [65, 68, 74, 66, 71, 69, 70, 72], [73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
30: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50, 26, 30], [24, 29], [28, 31], [57, 35], [47, 40, 34, 33], [54, 32], [39, 37], [44, 38, 42], [41, 60], [43, 45], [63, 46], [48, 51], [49, 61, 52, 55], [53, 56], [59, 58, 62], [64, 67, 65], [68, 74, 66, 71, 69], [70, 72, 73, 76], [79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
31: [[25, 36, 22, 7, 1, 2, 12], [3, 4, 5], [6, 10, 9], [8, 11], [15, 14, 13, 23], [21, 16], [18, 17], [27, 20, 19, 50, 26], [30, 24, 29, 28], [31, 57, 35], [47, 40, 34], [33, 54], [32, 39, 37, 44], [38, 42], [41, 60], [43, 45], [63, 46, 48, 51, 49, 61, 52, 55, 53], [56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86], [81, 82, 85, 84, 87, 88]]
32: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29], [28, 31], [57, 35, 47, 40], [34, 33], [54, 32, 39, 37], [44, 38, 42, 41], [60, 43, 45, 63], [46, 48], [51, 49, 61, 52], [55, 53], [56, 59, 58, 62, 64, 67, 65, 68, 74], [66, 71, 69, 70], [72, 73, 76, 79, 75, 77, 78], [83, 80, 86, 81, 82], [85, 84, 87, 88]]
33: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50, 26, 30], [24, 29, 28, 31], [57, 35, 47, 40, 34, 33], [54, 32, 39, 37, 44, 38, 42], [41, 60, 43, 45, 63, 46, 48], [51, 49, 61, 52, 55, 53, 56, 59], [58, 62, 64, 67, 65, 68, 74, 66, 71], [69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
34: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50], [26, 30], [24, 29], [28, 31], [57, 35, 47, 40], [34, 33], [54, 32], [39, 37], [44, 38, 42], [41, 60, 43], [45, 63], [46, 48], [51, 49, 61], [52, 55], [53, 56, 59, 58], [62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78], [83, 80, 86, 81, 82], [85, 84, 87, 88]]
35: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30, 24, 29], [28, 31, 57, 35], [47, 40], [34, 33], [54, 32], [39, 37], [44, 38], [42, 41, 60], [43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64], [67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
36: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20, 19, 50], [26, 30], [24, 29, 28], [31, 57, 35], [47, 40], [34, 33], [54, 32, 39], [37, 44, 38, 42], [41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77], [78, 83], [80, 86, 81, 82, 85, 84, 87, 88]]
37: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18], [17, 27, 20], [19, 50], [26, 30, 24], [29, 28], [31, 57, 35, 47], [40, 34], [33, 54, 32, 39], [37, 44], [38, 42, 41], [60, 43], [45, 63], [46, 48], [51, 49], [61, 52], [55, 53], [56, 59], [58, 62], [64, 67], [65, 68], [74, 66], [71, 69], [70, 72], [73, 76, 79], [75, 77, 78], [83, 80, 86, 81, 82], [85, 84, 87, 88]]
38: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8, 11], [15, 14], [13, 23], [21, 16], [18, 17, 27, 20], [19, 50], [26, 30], [24, 29, 28, 31], [57, 35], [47, 40], [34, 33, 54], [32, 39, 37, 44, 38, 42, 41, 60, 43], [45, 63, 46, 48, 51, 49], [61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
39: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17, 27, 20], [19, 50], [26, 30], [24, 29, 28], [31, 57], [35, 47], [40, 34, 33, 54], [32, 39], [37, 44], [38, 42], [41, 60, 43, 45, 63, 46, 48], [51, 49, 61, 52, 55, 53], [56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70], [72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
40: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23, 21, 16], [18, 17], [27, 20], [19, 50], [26, 30], [24, 29], [28, 31, 57, 35], [47, 40], [34, 33, 54, 32, 39], [37, 44, 38, 42, 41, 60], [43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72], [73, 76], [79, 75, 77, 78, 83, 80, 86], [81, 82, 85, 84, 87, 88]]
41: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50], [26, 30], [24, 29, 28, 31], [57, 35], [47, 40, 34], [33, 54, 32], [39, 37], [44, 38], [42, 41, 60], [43, 45, 63, 46], [48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82], [85, 84, 87, 88]]
42: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50, 26, 30], [24, 29], [28, 31, 57, 35], [47, 40], [34, 33, 54, 32, 39], [37, 44], [38, 42, 41], [60, 43], [45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
43: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17, 27], [20, 19, 50, 26], [30, 24, 29, 28, 31, 57, 35], [47, 40], [34, 33, 54, 32, 39], [37, 44, 38, 42, 41, 60, 43], [45, 63, 46, 48], [51, 49, 61, 52, 55, 53, 56], [59, 58, 62, 64, 67, 65, 68, 74], [66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85], [84, 87, 88]]
44: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20, 19], [50, 26], [30, 24, 29], [28, 31, 57, 35], [47, 40, 34, 33], [54, 32, 39], [37, 44], [38, 42], [41, 60], [43, 45], [63, 46], [48, 51], [49, 61, 52], [55, 53, 56, 59], [58, 62], [64, 67], [65, 68, 74], [66, 71], [69, 70, 72], [73, 76], [79, 75], [77, 78, 83, 80, 86, 81], [82, 85], [84], [87, 88]]
45: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23, 21, 16], [18, 17], [27, 20], [19, 50, 26, 30, 24], [29, 28], [31, 57, 35], [47, 40], [34, 33], [54, 32, 39], [37, 44], [38, 42, 41], [60, 43, 45], [63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83], [80, 86, 81, 82, 85, 84, 87, 88]]
46: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17, 27], [20, 19, 50, 26], [30, 24], [29, 28], [31, 57], [35, 47], [40, 34], [33, 54, 32], [39, 37, 44, 38, 42], [41, 60], [43, 45], [63, 46], [48, 51, 49], [61, 52], [55, 53], [56, 59], [58, 62, 64, 67, 65, 68, 74, 66], [71, 69], [70], [72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
47: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23, 21], [16, 18], [17, 27, 20], [19, 50], [26, 30], [24, 29, 28], [31, 57, 35], [47, 40, 34], [33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46], [48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74], [66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
48: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17, 27, 20], [19, 50, 26], [30, 24], [29, 28], [31, 57], [35, 47], [40, 34, 33, 54], [32, 39], [37, 44], [38, 42, 41], [60, 43], [45, 63], [46, 48], [51, 49, 61], [52, 55, 53], [56, 59, 58], [62, 64, 67, 65], [68, 74, 66, 71, 69, 70], [72, 73, 76, 79, 75, 77, 78, 83], [80, 86, 81, 82, 85, 84, 87, 88]]
49: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23, 21], [16, 18], [17, 27, 20], [19, 50], [26, 30], [24, 29, 28, 31, 57, 35], [47, 40, 34, 33, 54], [32, 39, 37, 44, 38, 42], [41, 60, 43, 45, 63, 46], [48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73], [76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
50: [[25, 36, 22, 7, 1, 2, 12], [3, 4, 5], [6, 10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29], [28, 31], [57, 35], [47, 40, 34, 33], [54, 32], [39, 37, 44, 38], [42, 41], [60, 43, 45], [63, 46], [48, 51], [49, 61], [52, 55, 53, 56, 59, 58, 62, 64, 67], [65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75], [77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
