0: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
11: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
12: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
13: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
14: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
15: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
16: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
17: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
18: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
19: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
20: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
21: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
22: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
23: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
24: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
25: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
26: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
27: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
28: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
29: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
30: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
31: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
32: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
33: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
34: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
35: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
36: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
37: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
38: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
39: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
40: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
41: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
42: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
43: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
44: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
45: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
46: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
47: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
48: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
49: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
50: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
