0: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
25: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
26: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
27: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
28: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
29: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
30: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
31: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
32: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
33: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
34: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
35: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
36: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
37: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
38: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
39: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
40: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
41: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
42: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
43: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
44: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
45: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
46: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
47: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
48: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
49: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
50: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
51: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
52: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
53: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
54: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
55: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
56: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
57: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
58: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
59: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
60: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
61: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
62: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
63: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
64: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
65: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
66: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
67: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
68: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
69: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
70: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
71: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
72: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
73: [[14, 2, 7, 22, 1, 4, 6], [8, 29, 5, 15, 11, 10, 13], [3, 9, 12, 18, 16, 17, 24, 20], [19, 21, 25, 26, 27, 28, 31], [30, 23, 34, 33, 32, 35, 37, 36]]
