0: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27, 37, 30, 33, 43, 32], [38, 42], [39, 34, 41, 44, 46], [40, 54, 53], [35, 51], [50, 52], [48, 49, 61, 55, 57], [62, 58, 60, 63, 64, 70, 65], [75, 66], [67, 74, 68, 78, 71, 72, 73], [77, 76], [79, 81, 82], [80, 87, 83, 85, 86, 84, 88]]
11: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27, 37, 30, 33], [43, 32], [38, 42], [39, 34], [35, 44, 40], [41, 54], [53, 46, 51, 50, 48, 52], [49, 61, 55, 57, 62], [58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79], [81, 82, 80, 87, 83, 85, 86, 84, 88]]
12: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20], [56, 45, 47, 36, 27], [37, 30], [33, 43, 32, 38, 42], [39, 34, 35, 44, 41], [40, 54, 53, 46, 51], [50, 52], [48, 49, 61, 55, 57], [62, 58, 60, 63, 64], [70, 65, 75], [66, 67, 74, 68], [78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87], [83, 85, 86, 84, 88]]
13: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44, 40], [41, 54], [53, 46, 51, 50, 48], [52, 49, 61, 55, 57, 62, 58], [60, 63], [64, 70, 65, 75, 66, 67, 74], [68, 78], [71, 72, 73], [77, 76, 79, 81, 82, 80, 87], [83, 85, 86, 84, 88]]
14: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27, 37, 30, 33], [43], [32, 38], [42, 39, 34, 35, 44], [40, 41, 54, 53, 46], [51, 50], [49, 48, 52, 61, 55], [57], [62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
15: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44, 40], [41, 54, 53, 46, 51], [50, 48, 52], [49, 60, 55, 57, 62], [58, 61, 63, 64, 70, 65], [75, 66], [67, 74], [68, 78, 71, 72, 73], [77, 76, 79, 81, 82, 80, 87], [83, 85, 86, 84, 88]]
16: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44, 40], [41, 54, 53, 46, 51], [50, 48, 52], [49, 60, 55, 57, 62], [58, 61, 63, 64, 70, 65], [75, 66], [67, 74], [68, 78, 71, 72, 73], [77, 76, 79, 81, 82, 80, 87], [83, 85, 86, 84, 88]]
17: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44, 40], [41, 54, 53, 46, 51], [50, 48, 52], [49, 60, 55, 57, 62], [58, 61, 63, 64, 70, 65], [75, 66], [67, 74], [68, 78, 71, 72, 73], [77, 76, 79, 81, 82, 80, 87], [83, 85, 86, 84, 88]]
18: [[59, 69, 22, 5, 10, 3], [2, 12, 1, 6, 4, 13], [7, 8, 26], [9, 11, 14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44], [40, 41, 54, 53, 46], [51, 50, 48, 52, 49, 61], [55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
19: [[59, 69, 22, 5, 10, 3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44], [40, 41, 54, 53, 46], [51, 50, 48, 52], [49, 61, 55, 57], [62, 58, 60, 63, 64], [70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73], [77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
20: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47, 36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44, 40], [41, 54, 53, 46], [51, 50], [49, 48], [52, 60, 55, 57, 62, 58], [61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71], [72, 73, 77], [76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
21: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44, 41], [40, 54, 53, 46], [51, 50, 48], [49, 52, 61], [55, 57, 62], [58, 60, 63, 64], [70, 65, 75, 66, 67], [74, 68, 78], [71, 72, 73, 77], [76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
22: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30], [33, 43, 32], [38, 42, 39], [34, 35, 44, 41, 40, 54], [53, 46, 51, 50, 49], [52, 48, 61], [55, 57, 62, 58], [60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
23: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30], [33, 43, 32], [38, 42, 39], [34, 35, 44, 40, 41, 54], [53, 46, 51, 50, 49], [52, 48, 61], [55, 57, 62, 58], [60, 63, 64, 70, 65], [75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
24: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47], [36, 27, 37, 30, 33, 43, 32], [38, 42, 39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 52, 48, 49, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68], [78], [71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
25: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30], [33, 43, 32], [38, 42, 39], [34, 35, 44, 40, 41, 54], [53, 46, 51, 50, 49], [52, 48, 61], [55, 57, 62, 58], [60, 63, 64, 70, 65], [75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
26: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30], [33, 43, 32], [38, 42, 39], [34, 35, 44, 40, 41, 54], [53, 46, 51, 50, 49], [52, 48, 61], [55, 57, 62, 58], [60, 63, 64, 70, 65], [75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
27: [[59, 69, 22, 5, 10, 3], [2, 12, 1, 6, 4, 13], [7, 8, 26], [9, 11, 14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44, 40], [41, 54, 53, 46, 51], [50, 48, 52, 49, 61, 55, 57, 62, 58, 60], [63, 64], [70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79], [81, 82], [80, 87, 83, 85, 86, 84, 88]]
28: [[59, 69, 22, 5, 10, 3], [2, 12, 1, 6, 4, 13], [7, 8, 26], [9, 11, 14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44, 40], [41, 54, 53, 46, 51], [50, 48, 52, 49, 61, 55, 57, 62, 58, 60], [63, 64], [70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79], [81, 82], [80, 87, 83, 85, 86, 84, 88]]
29: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33], [43, 32, 38], [42, 39, 34, 35, 44, 40, 41, 54], [53, 46, 51, 50, 48, 49, 52, 61, 55, 57, 62, 58, 60, 63, 64, 70], [65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
30: [[59, 69, 22, 5, 10], [3, 2, 12, 1], [6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35], [44, 40, 41, 54, 53], [46, 51], [50, 49, 48, 52, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
31: [[59, 69, 22, 5, 10, 3], [2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25, 31], [20, 56, 45, 47, 36, 27], [37, 30, 33, 43, 32, 38, 42], [39, 34], [35, 44, 46, 40, 54], [53, 41, 51], [50, 52], [48, 49], [60, 55, 57, 62, 58], [61, 63], [64, 70, 65, 75, 66], [67, 74, 68, 78, 71, 72, 73], [77, 76], [79, 81, 82, 80, 87], [83, 85, 86, 84, 88]]
32: [[59, 69, 22, 5, 10, 3], [2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45], [47, 36, 27, 37, 30], [33, 43, 32, 38, 42], [39, 34, 35, 44, 40], [41, 54], [53, 46, 51, 50, 49, 48, 52, 60, 55, 57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67], [74, 68, 78], [71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
33: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44, 40], [41, 54, 53, 46, 51], [50, 49, 52, 48, 61], [55, 57], [62, 58, 60, 63], [64, 70, 65, 75, 66], [67, 74, 68, 78], [71, 72, 73, 77], [76, 79, 81, 82, 80], [87, 83, 85, 86, 84, 88]]
34: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20, 56, 45], [47, 36], [27, 37, 30], [33, 43], [32, 38, 42], [39, 34, 35, 44, 46, 40, 54], [53, 41, 51, 50, 52, 48, 49, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
35: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19, 28, 29, 23, 24, 25, 31, 20], [56, 45, 47], [36, 27], [37, 30], [33, 43, 32, 38, 42], [39, 34, 35, 44, 40], [41, 54], [53, 46, 51], [50, 49, 52, 48, 61], [55, 57, 62, 58, 60, 63, 64], [70, 65], [75, 66, 67, 74, 68], [78, 71, 72], [73, 77, 76, 79, 81], [82, 80, 87, 83, 85, 86, 84, 88]]
36: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27, 37, 30, 33], [43, 32], [38, 42, 39, 34, 35], [44, 41, 40, 54, 53], [46], [51, 50, 49, 48, 52, 60, 55, 57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71], [72, 73, 77, 76, 79], [81, 82, 80, 87], [83, 85, 86, 84, 88]]
37: [[59, 69, 22, 5, 10, 3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20], [56, 45, 47, 36, 27], [37, 30], [33, 43, 32, 38, 42], [39, 34, 35, 44, 40], [41, 54, 53, 46, 51], [50, 48], [52, 49, 61, 55, 57], [62, 58], [60, 63, 64, 70, 65], [75, 66, 67, 74, 68], [78, 71, 72, 73, 77, 76, 79, 81, 82, 80], [87, 83], [85, 86], [84, 88]]
38: [[59, 69, 22, 5, 10, 3], [2, 12, 1, 6, 4, 13], [7, 8, 26], [9, 11, 14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44, 40], [41, 54, 53, 46, 51], [50, 48, 52], [49, 61], [55, 57, 62, 58, 60, 63], [64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73], [77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
39: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24], [25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43, 32, 38, 42, 39, 34, 35, 44, 40], [41, 54, 53, 46, 51], [50, 49], [52, 48, 61, 55, 57], [62, 58, 60, 63, 64], [70, 65, 75, 66, 67, 74], [68, 78], [71, 72, 73, 77], [76, 79, 81, 82, 80], [87, 83, 85, 86, 84, 88]]
40: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18], [16, 21], [19, 28, 29, 23, 24], [25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33], [43, 32], [38, 42], [39, 34, 35], [44, 40, 41, 54, 53], [46, 51, 50, 52], [48, 49, 61, 55], [57, 62, 58, 60, 63], [64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
41: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33], [43, 32, 38, 42, 39], [34, 35, 44, 41, 40], [54, 53, 46, 51, 50], [48, 49, 52], [60, 55], [57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86], [84, 88]]
42: [[59, 69, 22, 5, 10, 3], [2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25, 31], [20, 56, 45, 47, 36, 27], [37, 30, 33, 43, 32, 38, 42], [39, 34], [35, 44, 46, 41, 54], [53, 40, 51], [50, 48, 49, 52, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
43: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32, 38, 42, 39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 48, 52, 49, 60, 55, 57, 62, 58, 61, 63, 64], [70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
44: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32, 38, 42, 39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 48, 52, 49, 60, 55, 57, 62, 58, 61, 63, 64], [70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
45: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32, 38, 42, 39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 48, 52, 49, 60, 55, 57, 62, 58, 61, 63, 64], [70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
46: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19, 28, 29, 23, 24, 25, 31, 20], [56, 45, 47], [36, 27], [37, 30], [33, 43, 32, 38, 42], [39, 34, 35, 44, 41], [40, 54, 53], [46, 51, 50, 49, 52], [48, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
47: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27, 37, 30, 33], [43, 32, 38, 42, 39], [34, 35], [44, 40], [41, 54, 53], [46, 51, 50, 49, 52], [48, 60, 55, 57, 62], [58, 61, 63, 64, 70], [65, 75, 66], [67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
48: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20, 56, 45, 47, 36, 27, 37], [30, 33, 43, 32, 38], [42, 39, 34, 35, 44], [41, 40], [54, 53, 46, 51, 50], [48, 49, 52, 60, 55], [57, 62, 58, 61, 63], [64, 70], [65, 75, 66, 67, 74, 68], [78, 71, 72, 73], [77, 76], [79, 81, 82, 80, 87], [83, 85], [86, 84, 88]]
49: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43, 32, 38, 42, 39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 52, 48, 49, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65], [75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
50: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26], [9, 11, 14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27, 37, 30, 33], [43, 32, 38], [42, 39, 34, 35, 44], [40, 41, 54, 53, 46, 51], [50, 49, 48, 52, 60], [55, 57, 62], [58, 61, 63, 64, 70, 65], [75, 66], [67, 74, 68, 78, 71, 72, 73], [77, 76], [79, 81, 82], [80, 87, 83, 85, 86, 84, 88]]
