0: [[35, 24, 2], [37, 3, 23, 12, 29], [5, 30, 18], [1, 15, 9, 6, 10], [4], [7, 8], [13, 11, 21], [14, 16, 17], [28, 22], [19, 27, 25], [26, 20, 31, 33, 32], [44, 36], [38], [34, 40, 41], [39, 51, 43, 42, 45, 47, 52], [54, 46, 50, 53], [60], [49, 55, 57], [58, 59], [48], [56]]
11: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 15, 13, 6, 10, 18, 16, 19, 17, 21, 26, 28, 31], [22, 29, 23, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
12: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 15, 6, 18, 21, 17, 31, 10, 16, 13, 19, 26, 28], [22, 23, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
13: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 15, 23, 18, 28, 16, 26, 21, 17, 31], [22, 19, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
14: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 13, 15, 10, 23, 6, 26, 18, 21, 17, 16, 28, 31], [22, 19, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
15: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 23, 15, 16, 31, 17, 26, 18, 28, 21], [22, 19, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
16: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 21, 19, 17, 18, 15, 28, 16, 23, 31], [22, 29, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
17: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 13, 10, 15, 19, 18, 28, 6, 16, 17, 21, 23, 31], [22, 26, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
18: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 21, 13, 31, 19, 16, 17, 23, 28, 18], [22, 26, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
19: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 21, 19, 13, 23, 18, 17, 31, 16, 28], [22, 29, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
20: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 21, 17, 15, 19, 16, 18, 31, 23, 28], [22, 29, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
21: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 13, 18, 17, 28, 21, 23, 31, 19, 16], [22, 29, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
22: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 15, 16, 13, 17, 6, 18, 23, 21, 28, 10, 31, 19], [22, 26, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
23: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 21, 15, 23, 17, 19, 16, 18, 31, 28], [22, 26, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
24: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 13, 17, 31, 19, 16, 18, 23, 21, 28], [22, 26, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
25: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 31, 18, 15, 16, 19, 17, 21, 28, 23], [22, 26, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
26: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 31, 18, 15, 28, 19, 17, 23, 16, 21], [22, 26, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
27: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 21, 19, 13, 16, 18, 17, 31, 28, 23], [22, 29, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
28: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 23, 15, 16, 31, 19, 17, 18, 21, 28], [22, 29, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
29: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 19, 21, 31, 15, 18, 28, 23, 16, 26], [22, 29, 17, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
30: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 15, 6, 31, 17, 10, 26, 13, 19, 16, 23, 18, 21], [22, 29, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
31: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 31, 10, 13, 18, 6, 21, 15, 23, 16, 17, 19, 26], [22, 29, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
32: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 13, 19, 17, 23, 16, 18, 21, 26, 31], [22, 28, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
33: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 31, 10, 13, 18, 6, 21, 15, 23, 16, 17, 19, 26], [22, 29, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
34: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 21, 19, 13, 18, 17, 16, 23, 26, 31], [22, 29, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
35: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 21, 13, 17, 19, 16, 26, 23, 18, 31], [22, 29, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
36: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 18, 15, 16, 19, 23, 17, 21, 26, 31], [22, 29, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
37: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 18, 13, 26, 15, 10, 17, 16, 19, 21, 23, 31], [22, 29, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
38: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 31, 18, 15, 16, 19, 17, 23, 21, 26], [22, 29, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
39: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 19, 18, 23, 16, 17, 15, 21, 26, 31], [22, 28, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
40: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 21, 15, 23, 16, 18, 26, 17, 19, 31], [22, 29, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
41: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 17, 13, 21, 19, 16, 26, 18, 23, 31], [22, 28, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
42: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 31, 23, 13, 19, 15, 16, 17, 18, 21, 26], [22, 28, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
43: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 13, 19, 17, 23, 16, 18, 21, 26, 31], [22, 28, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
44: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 15, 10, 13, 21, 6, 23, 19, 16, 18, 17, 28, 26], [22, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
45: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 15, 16, 18, 17, 23, 21, 19, 26, 28], [22, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
46: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 10, 13, 6, 26, 17, 15, 18, 16, 23, 21, 19, 28], [22, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
47: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 15, 17, 18, 16, 19, 23, 21, 26, 28], [22, 31, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
48: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 21, 19, 18, 13, 16, 15, 17, 26, 28, 23], [22, 31, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
49: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 18, 13, 19, 15, 17, 16, 23, 26, 10, 21, 28], [22, 31, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
50: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 13, 10, 15, 18, 16, 6, 19, 23, 17, 21, 26, 28], [22, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
51: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 18, 13, 17, 15, 19, 16, 21, 23, 26, 28], [22, 31, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
52: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 18, 10, 15, 21, 17, 13, 19, 16, 6, 23, 26, 28], [22, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
53: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 10, 13, 6, 23, 15, 16, 19, 17, 21, 18, 28, 26], [22, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
54: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 10, 13, 6, 21, 18, 15, 16, 19, 23, 26, 17, 28], [22, 31, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
55: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 15, 13, 10, 19, 26, 23, 16, 17, 21, 18, 28], [22, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
56: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 13, 10, 23, 15, 19, 17, 16, 18, 26, 21, 28], [22, 31, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
57: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 18, 19, 21, 23, 15, 17, 16, 28, 26], [22, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
58: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 15, 13, 21, 10, 19, 23, 17, 26, 18, 16, 28], [22, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
59: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 21, 13, 29, 19, 16, 26, 18, 17, 31], [22, 23, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
60: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 29, 19, 15, 13, 26, 18, 16, 31, 17, 10, 21, 6], [22, 28, 23, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
61: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 13, 17, 10, 29, 15, 31, 16, 18, 26, 21, 19], [22, 23, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
62: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 13, 17, 10, 29, 15, 31, 16, 18, 26, 21, 19], [22, 23, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
63: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 19, 15, 13, 23, 26, 21, 28, 16, 18, 22], [17, 31, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
64: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24, 8], [30, 5, 6, 10, 17, 21, 13, 15, 18, 16, 19, 31, 26, 28], [22, 29, 23, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
65: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 22, 10, 15, 19, 16, 23, 13, 18, 28, 26, 21, 6], [17, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
66: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 22, 10, 13, 18, 6, 28, 15, 23, 16, 19, 21, 17], [26, 31, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
67: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 13, 10, 22, 21, 15, 18, 16, 17, 19, 23, 28], [26, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
68: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 13, 15, 10, 17, 19, 16, 21, 22, 23, 28, 18], [26, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
69: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 15, 10, 6, 23, 17, 21, 19, 13, 22, 16, 18, 28], [26, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
70: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 22, 6, 15, 17, 10, 23, 13, 21, 26, 19, 28, 18], [16, 31, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
71: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 21, 17, 13, 18, 16, 19, 23, 26, 28, 22], [29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
72: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 21, 13, 29, 17, 16, 18, 31, 26, 28], [22, 19, 23, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
73: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 15, 18, 29, 17, 31, 28, 16, 19, 21], [22, 23, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
