0: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
37: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
38: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
39: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
40: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
41: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
42: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
43: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
44: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
45: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
46: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
47: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
48: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
49: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
50: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
51: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
52: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
53: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
54: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
55: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
56: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
57: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
58: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
59: [[18, 7, 15, 8, 2, 24], [11, 3, 19, 1, 12, 14], [27, 20, 21, 29, 26, 25], [23, 28, 6, 16, 5, 10], [4, 9, 22, 13, 17]]
