0: [[36, 2, 12, 22, 45, 70], [3, 6, 10, 7, 11, 4], [17, 67, 8, 9, 76, 28], [60, 1, 30, 29, 13, 16], [50, 57, 19, 18, 21, 31], [24, 15, 59, 41, 27, 14], [20, 58, 23, 25, 35, 53, 5], [49, 38, 54, 43, 63, 32, 42], [39, 62, 26, 34, 33, 37], [40, 46, 47, 48, 52, 51, 61], [55, 56, 81, 64, 65, 80], [74, 72, 66, 69, 71, 73, 77], [75, 44, 68, 78, 86, 84], [83, 79, 82, 85, 87, 88]]
37: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
38: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
39: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
40: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
41: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
42: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
43: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
44: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
45: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
46: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
47: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
48: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
49: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
50: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
