0: [[73], [3, 24, 5], [4, 36], [9], [1, 31, 48, 13, 23], [2, 17, 12, 22], [11, 21, 6, 34], [7, 18], [29, 27], [38, 16], [19], [49, 59], [14, 15, 63], [56, 45], [20, 32, 42], [35, 30], [40], [25], [47, 26, 28, 37, 33], [51, 57], [41, 46, 60], [50], [52, 53], [55, 54, 58], [62, 43], [66], [44, 69, 39, 8, 10], [61, 64, 67], [65], [70, 68, 72], [71, 74], [75, 77, 78], [80, 76], [79, 82], [84, 86], [81, 87], [83, 85, 88]]
11: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 29, 21, 30, 27, 45, 39, 33, 25, 34, 44, 23], [40, 32, 43, 35, 38, 50, 42, 41, 58, 62, 37, 46, 53, 52, 51, 48, 47, 55, 54, 60, 63, 57, 49, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
12: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 46, 37, 38, 43, 41, 42, 47, 58, 48, 49, 50, 51, 60, 55, 52, 53, 61, 57, 62, 54, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
13: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 25, 29, 45, 39, 33, 27, 34, 44, 30], [40, 32, 35, 43, 37, 54, 46, 41, 38, 63, 42, 53, 60, 50, 47, 55, 49, 52, 48, 51, 62, 57, 61, 58, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
14: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 43, 38, 37, 46, 41, 47, 62, 42, 48, 60, 49, 51, 50, 53, 52, 54, 55, 57, 58, 61, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
15: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 23, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 43, 37, 52, 42, 48, 41, 46, 47, 53, 55, 50, 38, 51, 54, 57, 49, 60, 61, 62, 63, 58, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
16: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 29, 21, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 43, 35, 37, 38, 42, 41, 46, 47, 49, 48, 63, 50, 52, 53, 55, 54, 60, 51, 61, 57, 58, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
17: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 25, 45, 39, 33, 30, 34, 44, 23], [40, 32, 43, 35, 37, 46, 42, 38, 41, 51, 52, 47, 60, 54, 48, 50, 49, 53, 63, 61, 57, 58, 55, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
18: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 25, 23, 45, 39, 33, 27, 34, 44, 30], [40, 32, 35, 37, 38, 42, 41, 43, 54, 47, 48, 51, 57, 46, 52, 49, 50, 53, 55, 63, 62, 60, 58, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
19: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 29, 34, 44, 30], [40, 32, 43, 35, 38, 37, 41, 46, 42, 47, 54, 48, 50, 53, 51, 55, 49, 52, 57, 62, 58, 60, 61, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
20: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 30, 23, 45, 39, 33, 25, 34, 44, 27], [40, 32, 35, 37, 38, 51, 41, 42, 47, 58, 43, 46, 49, 48, 52, 53, 50, 55, 60, 54, 57, 61, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
21: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 23, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 37, 41, 52, 38, 47, 43, 50, 58, 42, 46, 49, 48, 55, 51, 53, 62, 54, 60, 57, 61, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
22: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 43, 37, 54, 46, 41, 38, 42, 49, 47, 60, 48, 51, 52, 53, 50, 55, 57, 61, 62, 63, 58, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
23: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 30, 27, 45, 39, 33, 25, 34, 44, 29], [40, 32, 35, 37, 38, 50, 43, 41, 42, 63, 47, 46, 53, 54, 51, 48, 49, 57, 58, 60, 52, 55, 62, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
24: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 29, 21, 30, 27, 45, 39, 33, 25, 34, 44, 23], [40, 32, 43, 35, 47, 46, 48, 37, 62, 42, 60, 55, 38, 52, 51, 41, 49, 50, 53, 57, 61, 54, 58, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
25: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 29, 21, 30, 27, 45, 39, 33, 25, 34, 44, 23], [40, 32, 43, 35, 38, 55, 42, 41, 50, 58, 47, 49, 53, 37, 46, 48, 54, 51, 52, 57, 61, 60, 63, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
26: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 29, 21, 25, 27, 45, 39, 33, 30, 34, 44, 23], [40, 32, 43, 35, 38, 37, 41, 42, 47, 46, 58, 55, 49, 51, 50, 48, 54, 57, 52, 53, 61, 62, 63, 60, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
27: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 30, 21, 27, 23, 45, 39, 33, 25, 34, 44, 29], [40, 32, 35, 46, 37, 38, 41, 63, 42, 43, 48, 60, 55, 47, 49, 52, 51, 57, 50, 53, 62, 54, 58, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
28: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 29, 34, 44, 30], [40, 32, 35, 41, 37, 58, 38, 42, 47, 46, 43, 53, 55, 49, 51, 48, 50, 54, 57, 52, 61, 60, 63, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
29: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 41, 37, 38, 43, 46, 47, 42, 50, 57, 55, 60, 49, 53, 52, 51, 48, 54, 58, 61, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
30: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 43, 37, 38, 42, 47, 41, 46, 55, 49, 51, 50, 52, 48, 61, 54, 57, 53, 58, 60, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
31: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 23, 25, 45, 39, 33, 27, 34, 44, 30], [40, 32, 43, 35, 38, 37, 42, 51, 41, 46, 47, 52, 48, 49, 55, 50, 54, 61, 53, 57, 58, 62, 60, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
32: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 30, 21, 27, 23, 45, 39, 33, 25, 34, 44, 29], [40, 32, 35, 37, 42, 47, 38, 41, 50, 58, 51, 57, 43, 60, 46, 52, 49, 63, 48, 61, 54, 62, 53, 55, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
33: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 43, 38, 35, 48, 42, 41, 54, 37, 53, 46, 58, 51, 52, 49, 50, 47, 57, 60, 62, 63, 55, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
34: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 43, 37, 35, 38, 41, 42, 48, 62, 54, 46, 47, 49, 50, 51, 53, 57, 63, 52, 55, 58, 60, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
35: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 29, 34, 44, 30], [40, 32, 35, 42, 37, 38, 41, 47, 46, 49, 50, 57, 43, 51, 54, 55, 52, 53, 48, 58, 61, 62, 63, 60, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
36: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 30, 34, 44, 29], [40, 32, 35, 42, 37, 51, 38, 43, 57, 47, 46, 50, 41, 53, 48, 49, 54, 55, 52, 60, 58, 62, 61, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
37: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 25, 27, 45, 39, 33, 30, 34, 44, 29], [40, 32, 35, 43, 37, 38, 41, 54, 42, 47, 50, 46, 49, 48, 52, 60, 53, 55, 57, 61, 51, 58, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
38: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 29, 34, 44, 30], [40, 32, 35, 37, 38, 46, 41, 43, 42, 47, 50, 48, 63, 49, 53, 54, 51, 52, 58, 55, 62, 60, 57, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
39: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 43, 35, 42, 38, 37, 41, 47, 46, 55, 53, 50, 49, 48, 54, 51, 57, 52, 61, 58, 63, 60, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
40: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 30, 23, 45, 39, 33, 25, 34, 44, 27], [40, 32, 35, 42, 38, 37, 41, 43, 47, 51, 46, 49, 52, 48, 50, 53, 54, 57, 55, 58, 62, 61, 60, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
41: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 27, 21, 30, 23, 45, 39, 33, 25, 34, 44, 29], [40, 32, 35, 37, 38, 42, 41, 46, 43, 47, 53, 58, 55, 52, 48, 50, 51, 49, 60, 57, 54, 61, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
42: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 29, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 46, 37, 42, 43, 41, 38, 58, 47, 60, 48, 50, 49, 54, 51, 52, 53, 55, 63, 61, 57, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
43: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 23, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 43, 37, 42, 38, 41, 47, 46, 52, 50, 49, 48, 54, 51, 58, 61, 53, 60, 63, 57, 62, 55, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
44: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 42, 41, 37, 46, 38, 47, 43, 63, 48, 54, 52, 55, 49, 51, 50, 58, 57, 61, 60, 53, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
45: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 37, 38, 51, 42, 41, 46, 47, 43, 55, 48, 53, 61, 54, 49, 52, 63, 58, 50, 57, 62, 60, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
46: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 25, 29, 27, 21, 45, 39, 33, 23, 34, 44, 30], [40, 32, 35, 38, 41, 51, 42, 37, 46, 43, 55, 49, 62, 48, 47, 52, 54, 53, 50, 58, 57, 60, 61, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
47: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 29, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 41, 37, 42, 48, 38, 47, 43, 46, 49, 50, 51, 52, 53, 55, 54, 61, 57, 60, 58, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
48: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 27, 21, 25, 23, 45, 39, 33, 29, 34, 44, 30], [40, 32, 35, 43, 37, 38, 42, 41, 46, 53, 63, 48, 47, 50, 49, 52, 51, 54, 57, 55, 62, 60, 58, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
49: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 29, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 43, 42, 37, 41, 46, 47, 38, 54, 53, 50, 62, 49, 48, 52, 55, 63, 51, 57, 58, 60, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
50: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 43, 35, 47, 37, 38, 42, 54, 41, 46, 57, 48, 52, 49, 50, 61, 51, 55, 53, 58, 62, 63, 60, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
