0: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33], [32, 35], [46, 42, 38], [40, 56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82], [78, 80, 77], [85], [83, 81, 86], [84, 87, 88]]
21: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16, 23], [19, 20, 29], [21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
22: [[39, 10], [9, 37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25], [27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70], [65, 64], [69, 73], [76, 66, 75], [71, 74, 72], [79, 82], [78, 80, 77], [85], [83, 81, 86], [84, 87, 88]]
23: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57, 67, 70, 65, 64], [69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
24: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57, 67], [70, 65, 64], [69, 73, 76], [66, 75], [71, 74, 72], [79], [82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
25: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13, 22], [24, 16], [23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60], [63, 57, 67], [70, 65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79, 82], [78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
26: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51], [53, 49], [48, 61, 50], [54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73, 76, 66], [75, 71, 74], [72, 79, 82], [78, 80, 77], [85, 83, 81], [86, 84, 87], [88]]
27: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
28: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62], [34], [30, 33, 32], [35, 46], [42, 38, 40], [56, 45], [47, 36], [43, 52, 44], [51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57, 67], [70, 65], [64, 69, 73, 76, 66, 75, 71, 74, 72, 79], [82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
29: [[39, 10], [9, 37], [7, 4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84], [87, 88]]
30: [[39, 10], [9, 37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66, 75], [71, 74, 72], [79], [82, 78], [80, 77, 85, 83, 81, 86, 84, 87, 88]]
31: [[39, 10], [9, 37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35], [46, 42, 38], [40, 56], [45, 47], [36, 43], [52, 44], [51, 53, 49], [48, 61, 50], [54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
32: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38], [40, 56], [45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82], [78, 80], [77, 85, 83], [81, 86, 84], [87, 88]]
33: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63], [57, 67], [70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83], [81, 86, 84, 87, 88]]
34: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5], [8, 2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36], [43, 52, 44], [51, 53], [49, 48, 61], [50, 54], [55, 60, 63], [57, 67], [70, 65, 64], [69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85, 83, 81, 86, 84], [87, 88]]
35: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8, 2], [68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
36: [[39, 10, 9], [37, 7, 4], [3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44], [51, 53], [49, 48, 61], [50, 54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73, 76], [66, 75, 71], [74, 72, 79], [82, 78, 80], [77, 85, 83], [81, 86, 84], [87, 88]]
37: [[39, 10], [9, 37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24], [16, 23], [19, 20, 29], [21, 59], [25, 27, 31], [26, 58, 62], [34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
38: [[39, 10], [9, 37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
39: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69], [73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
40: [[39, 10, 9], [37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73, 76], [66, 75, 71], [74, 72], [79, 82], [78, 80, 77], [85, 83], [81, 86, 84], [87, 88]]
41: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14], [41, 15, 18], [11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
42: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14], [41, 15, 18], [11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
43: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14], [41, 15, 18], [11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78], [80, 77, 85, 83, 81, 86, 84, 87, 88]]
44: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12], [13, 22, 24], [16, 23, 19], [20, 29], [21, 59, 25], [27, 31], [26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44], [51, 53, 49], [48, 61], [50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
45: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72], [79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
46: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42], [38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82], [78, 80, 77], [85], [83, 81, 86], [84, 87, 88]]
47: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76], [66, 75, 71, 74, 72, 79, 82, 78], [80, 77, 85, 83, 81, 86, 84, 87, 88]]
48: [[39, 10], [9, 37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19], [20, 29, 21], [59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86, 84, 87, 88]]
49: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38], [40, 56], [45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
50: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79, 82], [78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
