0: [[37, 4, 22, 20, 1, 2, 6, 7], [9, 11, 3], [12, 5, 13], [8, 19, 15, 10], [18, 24, 17], [29, 14, 16], [21, 23, 27], [25, 28, 26], [30, 31, 34, 33, 32], [35], [36]]
23: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12], [5, 13], [8, 19, 15, 10], [18, 24], [17, 29, 14, 16], [21, 23], [27, 25, 28], [26, 30, 31, 34, 33], [32, 35, 36]]
24: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12], [5, 13], [8, 19, 15, 10], [18, 24], [17, 29, 14, 16], [21, 23], [27, 25, 28], [26, 30, 31, 34, 33], [32, 35, 36]]
25: [[37, 4, 22, 20], [1, 2, 6], [7, 9, 11, 3], [12, 5, 13], [8, 19], [15, 10, 18], [24, 17], [29, 14, 16, 21], [23, 27], [25, 28, 26], [30], [31, 34], [33, 32, 35, 36]]
26: [[37, 4, 22, 20, 1], [2, 6, 7], [9, 11, 3], [12, 5, 13], [8, 19, 15], [10, 18, 24], [17, 29, 14], [16, 21, 23], [27, 25, 28], [26, 30, 31, 34, 33], [32], [35], [36]]
27: [[37, 4], [22, 20, 1], [2, 6], [7, 9, 11], [3, 12, 5], [13, 8, 19], [15, 10, 18], [24, 17, 29], [14, 16, 21], [23, 27], [25, 28, 26], [30, 31, 34, 33], [32, 35, 36]]
28: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12], [5, 13, 8], [19, 15, 10], [18, 24, 17, 29], [14, 16, 21], [23, 27], [25, 28], [26, 30, 31, 34], [33, 32, 35, 36]]
29: [[37, 4, 22, 20, 1, 2, 6, 7], [9, 11, 3], [12, 5, 13, 8, 19, 15], [10, 18, 24, 17, 29, 14, 16, 21, 23, 27, 25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
30: [[37, 4, 22, 20], [1, 2, 6], [7, 9, 11], [3, 12, 5, 13], [8, 19, 15], [10, 18, 24], [17, 29, 14], [16, 21, 23], [27, 25, 28], [26, 30, 31], [34, 33, 32, 35, 36]]
31: [[37, 4, 22, 20], [1, 2, 6], [7, 9, 11, 3], [12, 5, 13], [8, 19, 15], [10, 18, 24, 17, 29, 14, 16, 21, 23, 27, 25, 28, 26], [30, 31, 34, 33, 32, 35, 36]]
32: [[37, 4, 22, 20], [1, 2, 6], [7, 9, 11], [3, 12, 5, 13], [8, 19, 15], [10, 18, 24], [17, 29, 14], [16, 21, 23], [27, 25, 28], [26, 30, 31], [34], [33, 32, 35, 36]]
33: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12], [5, 13], [8, 19, 15], [10, 18, 24], [17, 29, 14], [16, 21, 23], [27, 25, 28], [26, 30], [31, 34], [33, 32, 35, 36]]
34: [[37, 4, 22, 20, 1, 2, 6, 7], [9, 11, 3], [12, 5, 13], [8, 19, 15, 10, 18, 24, 17, 29, 14, 16, 21, 23, 27], [25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
35: [[37, 4, 22], [20, 1, 2, 6], [7, 9], [11, 3, 12], [5, 13, 8], [19, 15, 10, 18], [24, 17, 29], [14, 16], [21, 23, 27, 25], [28, 26, 30], [31, 34, 33], [32, 35, 36]]
36: [[37, 4, 22, 20], [1, 2, 6], [7, 9, 11], [3, 12, 5], [13, 8, 19], [15, 10, 18], [24, 17, 29, 14], [16, 21, 23, 27], [25, 28, 26], [30], [31], [34, 33, 32], [35, 36]]
37: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12, 5, 13], [8, 19, 15], [10, 18, 24], [17], [29], [14, 16, 21, 23, 27, 25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
38: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12, 5, 13], [8, 19, 15], [10, 18, 24], [17, 29, 14], [16, 21, 23], [27, 25, 28], [26, 30, 31], [34, 33, 32], [35], [36]]
39: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3], [12, 5, 13], [8, 19, 15], [10, 18, 24], [17, 29, 14], [16, 21, 23], [27, 25, 28], [26, 30, 31], [34, 33], [32, 35, 36]]
40: [[37, 4, 22], [20, 1, 2], [6, 7, 9, 11], [3, 12, 5, 13], [8, 19, 15], [10, 18, 24, 17], [29, 14, 16], [21, 23, 27, 25], [28, 26, 30, 31], [34, 33, 32], [35], [36]]
41: [[37, 4, 22, 20], [1, 2, 6], [7, 9, 11], [3, 12, 5], [13, 8, 19, 15], [10, 18, 24], [17, 29, 14, 16, 21, 23, 27], [25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
42: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12], [5, 13, 8], [19, 15, 10], [18, 24, 17], [29, 14, 16], [21, 23, 27], [25], [28, 26, 30], [31, 34, 33, 32], [35, 36]]
43: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12], [5, 13, 8], [19, 15, 10], [18, 24], [17, 29], [14], [16, 21, 23], [27, 25, 28, 26, 30], [31, 34], [33, 32, 35, 36]]
44: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12, 5], [13, 8, 19], [15, 10, 18], [24, 17, 29, 14], [16, 21, 23], [27, 25, 28], [26], [30, 31, 34], [33, 32, 35, 36]]
45: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12], [5, 13], [8, 19, 15], [10, 18, 24], [17, 29, 14], [16, 21, 23], [27, 25, 28], [26, 30, 31], [34, 33, 32], [35], [36]]
46: [[37, 4, 22, 20], [1, 2, 6], [7, 9, 11], [3, 12, 5], [13, 8, 19], [15, 10, 18], [24, 17, 29], [14, 16, 21, 23, 27, 25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
47: [[37, 4, 22, 20], [1, 2, 6], [7, 9, 11], [3, 12, 5], [13, 8, 19], [15, 10, 18], [24, 17, 29], [14, 16, 21, 23, 27, 25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
48: [[37, 4, 22], [20, 1, 2], [6], [7, 9], [11, 3, 12], [5, 13, 8], [19, 15, 10], [18, 24, 17], [29, 14, 16], [21, 23], [27, 25], [28, 26, 30], [31, 34, 33, 32], [35], [36]]
49: [[37, 4, 22, 20], [1, 2, 6], [7, 9, 11], [3, 12, 5, 13], [8, 19, 15], [10, 18, 24], [17, 29, 14], [16, 21, 23], [27, 25, 28, 26, 30], [31], [34, 33, 32, 35, 36]]
50: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12, 5], [13, 8], [19, 15, 10], [18, 24, 17, 29], [14, 16, 21, 23, 27], [25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
51: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3], [12, 5, 13], [8, 19, 15], [10, 18, 24], [17, 29, 14], [16, 21, 23], [27, 25], [28, 26], [30, 31], [34], [33, 32, 35, 36]]
52: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12], [5, 13, 8], [19, 15, 10], [18, 24, 17], [29, 14, 16, 21], [23, 27, 25, 28], [26, 30, 31, 34, 33], [32, 35, 36]]
53: [[37, 4, 22], [20, 1, 2, 6, 7, 9, 11, 3, 12, 5, 13, 8, 19, 15, 10, 18, 24, 17, 29, 14, 16], [21, 23, 27, 25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
54: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3], [12, 5, 13, 8], [19, 15, 10], [18, 24, 17], [29, 14, 16, 21], [23, 27, 25, 28], [26, 30, 31, 34], [33, 32, 35, 36]]
55: [[37, 4, 22, 20, 1, 2, 6, 7], [9, 11], [3, 12, 5, 13, 8, 19, 15, 10, 18, 24, 17, 29, 14, 16, 21, 23, 27, 25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
56: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12, 5], [13, 8, 19], [15, 10, 18, 24, 17], [29, 14], [16, 21, 23], [27, 25, 28], [26, 30], [31, 34], [33, 32, 35, 36]]
57: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12], [5, 13], [8, 19], [15, 10, 18], [24, 17, 29], [14, 16], [21, 23, 27, 25], [28, 26, 30], [31, 34, 33], [32, 35], [36]]
58: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12], [5, 13], [8, 19], [15, 10, 18], [24, 17, 29], [14, 16], [21, 23, 27, 25], [28, 26, 30], [31, 34, 33], [32, 35], [36]]
59: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12], [5, 13], [8, 19], [15, 10, 18], [24, 17, 29], [14, 16], [21, 23, 27, 25], [28, 26, 30], [31, 34, 33], [32, 35], [36]]
60: [[37, 4, 22, 20, 1], [2, 6], [7, 9, 11, 3, 12, 5, 13, 8, 19, 15, 10], [18, 24, 17], [29, 14, 16, 21, 23, 27, 25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
61: [[37, 4, 22], [20, 1, 2], [6, 7, 9, 11], [3, 12, 5, 13], [8, 19, 15], [10, 18, 24], [17, 29], [14, 16], [21, 23, 27, 25], [28, 26, 30], [31, 34, 33, 32, 35, 36]]
62: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12], [5, 13, 8], [19, 15, 10], [18, 24, 17, 29, 14], [16, 21, 23], [27, 25, 28], [26, 30], [31], [34, 33, 32], [35, 36]]
63: [[37, 4, 22], [20, 1], [2, 6, 7], [9, 11, 3], [12, 5, 13], [8, 19, 15], [10, 18, 24], [17, 29], [14, 16, 21], [23, 27, 25], [28, 26, 30], [31, 34, 33], [32, 35, 36]]
64: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12], [5, 13, 8], [19, 15, 10], [18, 24, 17, 29], [14, 16, 21], [23, 27, 25], [28, 26, 30], [31, 34, 33, 32], [35], [36]]
65: [[37, 4, 22, 20], [1, 2, 6], [7, 9, 11], [3, 12, 5], [13, 8, 19], [15, 10, 18, 24, 17], [29], [14], [16, 21, 23, 27, 25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
66: [[37, 4, 22], [20, 1, 2], [6], [7, 9, 11], [3, 12, 5, 13, 8], [19, 15], [10, 18, 24, 17, 29, 14, 16, 21, 23, 27, 25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
67: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12, 5], [13, 8], [19, 15], [10, 18, 24], [17, 29, 14], [16, 21], [23, 27, 25], [28, 26, 30], [31, 34, 33], [32], [35, 36]]
68: [[37, 4, 22, 20], [1, 2, 6, 7, 9], [11, 3], [12, 5, 13, 8, 19, 15, 10, 18, 24, 17, 29, 14, 16, 21, 23, 27, 25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
69: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3, 12], [5, 13, 8], [19, 15, 10], [18, 24, 17, 29], [14, 16, 21], [23, 27, 25, 28], [26, 30, 31], [34, 33, 32, 35, 36]]
70: [[37, 4, 22], [20, 1, 2, 6, 7, 9, 11, 3, 12, 5, 13, 8, 19], [15, 10, 18, 24, 17, 29, 14, 16, 21, 23, 27, 25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
71: [[37, 4], [22, 20], [1, 2, 6, 7], [9, 11, 3, 12], [5, 13, 8, 19, 15, 10, 18, 24, 17, 29, 14, 16, 21, 23, 27, 25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
72: [[37], [4, 22, 20, 1, 2, 6, 7, 9, 11, 3, 12, 5, 13, 8, 19, 15, 10, 18], [24, 17, 29, 14, 16, 21, 23, 27, 25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
73: [[37, 4, 22], [20, 1, 2], [6, 7, 9], [11, 3], [12, 5], [13, 8], [19], [15, 10, 18, 24], [17, 29, 14, 16, 21, 23, 27, 25, 28, 26, 30, 31, 34, 33, 32, 35, 36]]
