0: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36, 42, 38], [35, 63, 57], [45, 47, 40, 46], [61, 48, 55], [51, 54, 49], [53, 52, 60, 59], [62, 58, 80], [70, 69, 64, 65], [66, 68, 75], [71, 72, 77], [73, 76, 78], [79, 82, 83], [81, 84, 85, 86], [87, 88]]
11: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50, 26], [25, 27, 30, 31], [56, 33, 32], [43, 39, 34, 44], [36, 42, 38, 35], [63, 40, 45, 47], [46, 52], [61, 53, 48, 51], [49, 54, 55, 58], [59, 60], [57, 62, 80, 70], [69, 64, 65, 66], [68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84], [85, 86, 87, 88]]
12: [[11, 17, 21], [74, 15, 41], [14, 67, 37, 7], [1, 3, 2, 4], [5, 6, 8], [9, 10, 29], [28, 12, 22, 13], [16, 23, 24], [18, 19, 20, 50], [26, 25, 27], [30, 31, 56, 33], [32, 43], [39, 34, 44], [36, 42, 38, 35], [63, 40, 47], [45, 46, 48, 61], [51, 49, 53, 62], [54, 55, 52], [57, 59, 58, 60], [80, 70, 69], [64, 65, 66], [68, 75, 71, 72], [77, 73, 76], [78, 79, 82], [83, 81, 84, 85], [86, 87, 88]]
13: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3], [2, 4, 5], [6, 8, 9], [10, 29, 28], [12, 22, 13], [16, 23, 24, 18], [19, 20, 50, 26], [25], [27, 30, 31, 56], [33, 32, 43], [39, 34, 44], [36, 42, 38, 35], [63, 40], [45, 47, 46, 52], [61, 49, 48], [54, 53, 51, 59, 62], [55, 57, 58], [60, 80, 70, 69], [64, 65, 66], [68, 75, 71, 72], [77, 73, 76, 78], [79, 82, 83], [81, 84, 85], [86, 87, 88]]
14: [[11, 17, 21], [74, 15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8], [9, 10, 29], [28, 12], [22, 13], [16, 23, 24], [18, 19, 20, 50], [26, 25, 27, 30], [31, 56, 33, 32], [43, 39], [34, 44, 36], [42, 38], [35, 63, 40], [45, 47, 46, 53], [61, 48, 54, 49], [51, 52, 55, 59], [57, 60, 58, 62], [80, 70, 69], [64, 65, 66, 68], [75, 71, 72], [77, 73, 76, 78], [79, 82, 83, 81], [84, 85, 86], [87, 88]]
15: [[11, 17, 21], [74], [15, 41, 14], [67, 37, 7], [1, 3], [2, 4, 5], [6, 8, 9], [10, 29], [28, 12], [22, 13, 16], [23, 24, 18], [19, 20, 50], [26], [25, 27, 30], [31, 56, 33, 32], [43, 39, 34, 44], [36, 42, 38], [35, 63, 40, 45], [47, 46, 48, 61], [49, 55, 52], [51, 54, 53, 57], [58, 59, 60, 62], [80, 70, 69], [64, 65, 66, 68], [75, 71, 72, 77], [73, 76, 78], [79, 82, 83], [81, 84, 85], [86, 87, 88]]
16: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27, 30], [31, 56, 33], [32, 43, 39, 34], [44, 36, 42, 38], [35, 63, 40, 45], [47, 46, 48, 61], [49, 51, 55, 54], [52, 53, 57, 58, 59, 60, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87], [88]]
17: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36, 42], [38, 35, 63], [40, 45, 47], [46, 49, 51], [54, 55, 53, 48], [59, 52, 57], [62, 58, 60, 61], [80, 70, 69], [64, 65, 66, 68], [75, 71, 72], [77, 73, 76], [78, 79, 82], [83, 81, 84, 85, 86, 87, 88]]
18: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8], [9, 10, 29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56], [33, 32, 43, 39], [34, 44, 36], [42, 38, 35], [63, 40, 45, 47], [46, 48, 61, 51], [55, 53, 54], [49, 52, 58, 57, 59], [60, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72], [77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
19: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50, 26], [25, 27, 30, 31], [56, 33, 32, 43], [39, 34, 44, 36], [42, 38, 35], [63, 40, 47, 45], [46, 52, 60, 53], [51, 49, 48, 55, 54, 62, 58, 57, 59, 61, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
20: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3, 2, 4], [5, 6, 8], [9, 10, 29, 28], [12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56, 33], [32], [43, 39, 34], [44, 36, 42, 38], [35, 63, 40, 47, 45], [46, 51, 61], [52, 48], [53, 54, 49], [58, 62], [55, 57, 59, 60], [80, 70, 69, 64], [65, 66, 68, 75], [71, 72, 77, 73], [76, 78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
21: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8], [9, 10, 29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50, 26], [25, 27, 30], [31, 56, 33], [32, 43, 39, 34], [44, 36, 42], [38, 35, 63, 40], [45, 47, 46], [48, 61, 53, 54], [49, 51, 59, 52], [58, 55], [57, 62, 60], [80, 70], [69, 64, 65, 66], [68, 75, 71, 72], [77, 73, 76, 78], [79, 82, 83, 81], [84], [85, 86, 87, 88]]
22: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8], [9, 10, 29, 28], [12, 22, 13, 16], [23, 24, 18], [19, 20, 50], [26, 25, 27, 30], [31], [56, 33, 32], [43, 39, 34], [44, 36, 42, 38], [35, 63, 40, 47], [45, 46, 53], [61, 52, 49, 55, 54, 48], [51, 57, 58, 59, 60, 62, 80, 70], [69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
23: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3, 2, 4, 5], [6, 8, 9, 10, 29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25], [27, 30, 31, 56, 33], [32, 43, 39], [34, 44, 36], [42, 38, 35, 63], [40, 47, 45], [46, 49, 61, 48], [54, 53, 52], [51, 59, 57], [55, 60, 62], [58], [80, 70, 69], [64, 65, 66], [68, 75, 71, 72], [77, 73, 76], [78, 79], [82, 83, 81], [84, 85, 86], [87, 88]]
24: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10, 29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50, 26], [25, 27, 30], [31, 56, 33], [32, 43, 39, 34], [44, 36, 42, 38], [35, 63, 40], [45, 47, 46], [48, 53, 52], [55, 49], [51, 54, 58, 57, 59], [61, 60, 62], [80, 70, 69], [64, 65, 66, 68], [75, 71, 72], [77, 73, 76, 78], [79, 82, 83], [81, 84, 85], [86, 87, 88]]
25: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10, 29], [28], [12, 22, 13, 16], [23, 24, 18], [19, 20, 50], [26, 25, 27], [30], [31, 56, 33, 32], [43, 39, 34, 44], [36, 42, 38], [35, 63, 40], [45, 47, 46, 52], [61, 48, 51, 53], [62, 49], [55, 54, 58, 59], [57, 60, 80, 70], [69, 64, 65], [66, 68, 75, 71], [72, 77, 73], [76, 78, 79, 82], [83, 81, 84, 85], [86, 87, 88]]
26: [[11, 17, 21], [74, 15, 41], [14], [67, 37, 7], [1, 3, 2], [4, 5, 6, 8], [9, 10, 29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50, 26], [25, 27, 30, 31], [56, 33, 32], [43, 39, 34], [44, 36, 42], [38, 35, 63, 57], [45, 47, 46, 40], [61, 48, 51], [49, 54, 55], [53, 52, 58], [59, 62, 60], [80, 70, 69, 64], [65, 66, 68], [75, 71, 72], [77, 73, 76], [78, 79, 82, 83], [81, 84, 85], [86, 87], [88]]
27: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36, 42, 38], [35, 63, 45], [47, 46, 40, 48], [61, 49, 51], [55, 54, 52, 53], [60, 57, 58, 59, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
28: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10, 29], [28], [12, 22, 13, 16], [23, 24, 18], [19, 20, 50], [26, 25, 27], [30], [31, 56, 33, 32], [43, 39, 34, 44], [36, 42, 38], [35, 63, 40, 45], [47, 46, 55, 61], [48, 51, 53, 52], [49, 54], [62, 58, 59, 57], [60, 80, 70, 69], [64, 65], [66, 68, 75, 71], [72, 77, 73, 76, 78, 79, 82], [83, 81], [84, 85, 86, 87, 88]]
29: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10, 29], [28], [12, 22, 13, 16], [23, 24, 18], [19, 20, 50], [26, 25, 27], [30], [31, 56, 33, 32], [43, 39, 34, 44], [36, 42, 38], [35, 63, 40], [45, 47, 46, 52], [61, 49, 51, 48], [53, 55, 54], [60, 62, 59], [57, 58, 80, 70], [69, 64], [65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
30: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27, 30], [31, 56, 33, 32], [43, 39, 34, 44], [36, 42, 38], [35, 63, 40], [47, 45, 46, 52, 57, 49, 48, 55, 54, 51, 53, 58, 59, 61, 60, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
31: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10, 29], [28, 12, 22], [13, 16, 23, 24], [18, 19, 20, 50], [26, 25, 27], [30, 31, 56], [33, 32, 43], [39, 34, 44, 36], [42], [38, 35, 63, 40], [45, 47, 46, 49], [61, 48, 51], [52, 54, 53], [55, 62, 60], [59, 57, 58, 80], [70, 69], [64, 65, 66, 68], [75, 71, 72], [77, 73, 76, 78], [79, 82, 83, 81, 84], [85, 86, 87, 88]]
32: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36, 42], [38, 35, 63], [40, 45, 47, 46], [60, 61, 48, 55, 49, 53, 52, 51, 57, 62, 58, 54, 59, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
33: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8, 9], [10, 29, 28], [12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26], [25, 27, 30, 31], [56, 33, 32], [43, 39, 34], [44, 36, 42, 38], [35, 63], [40, 45, 47, 46, 51], [61, 49, 48, 53], [54, 55, 52, 57, 58], [59, 60, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
34: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6, 8], [9, 10, 29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50, 26], [25, 27, 30, 31], [56, 33, 32], [43, 39, 34], [44, 36, 42], [38, 35], [63, 40, 45, 47], [46, 49, 53], [48, 51, 55], [52, 61, 54], [57, 59, 62], [58, 60, 80], [70, 69, 64, 65, 66], [68, 75, 71], [72, 77, 73, 76], [78, 79, 82, 83], [81, 84, 85], [86, 87, 88]]
35: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29, 28], [12, 22, 13, 16], [23, 24, 18, 19], [20, 50, 26], [25, 27, 30], [31, 56, 33], [32, 43, 39], [34, 44, 36], [42, 38], [35, 63, 40, 45], [47, 46, 48, 61], [49, 52, 51, 53, 55, 54, 59, 57, 58, 62, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
36: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3, 2, 4, 5], [6, 8, 9, 10], [29, 28, 12, 22], [13, 16, 23, 24], [18, 19, 20, 50], [26, 25, 27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36, 42, 38], [35, 63], [40, 45, 47, 46], [55, 61, 52, 49], [51, 54], [48, 53, 58, 60], [59, 57, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72], [77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
37: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24], [18, 19, 20], [50, 26, 25], [27, 30, 31, 56], [33, 32, 43, 39], [34, 44, 36], [42, 38, 35, 63], [40, 45, 47, 46], [53, 61, 48], [49, 52, 55, 51], [54, 57, 60], [59, 62, 58, 80], [70, 69, 64, 65], [66, 68, 75, 71, 72, 77, 73, 76, 78, 79], [82, 83, 81, 84, 85, 86, 87, 88]]
38: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6, 8], [9, 10, 29], [28, 12, 22, 13], [16, 23, 24], [18, 19, 20, 50], [26, 25], [27, 30, 31, 56], [33, 32], [43, 39, 34, 44], [36, 42, 38, 35, 63, 40, 45, 47, 46, 53, 61, 48, 49, 51, 54, 55, 52, 57, 59, 60, 62, 58, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
39: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8], [9, 10, 29], [28, 12, 22], [13, 16, 23, 24], [18, 19, 20], [50, 26], [25, 27, 30], [31, 56, 33], [32, 43, 39, 34], [44, 36, 42, 38], [35, 63, 40], [45, 47, 46], [48, 61], [53, 54, 52, 51, 49], [62, 55, 57, 59, 60, 58, 80, 70], [69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
40: [[11, 17, 21], [74, 15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6], [8, 9], [10, 29, 28, 12], [22, 13, 16, 23], [24, 18, 19], [20, 50, 26, 25], [27, 30], [31, 56, 33, 32], [43, 39, 34, 44], [36, 42, 38], [35, 63, 40], [45, 47], [46, 48, 61, 49], [51, 53, 54], [52, 55, 57, 59], [58, 62, 60, 80], [70, 69, 64, 65], [66, 68, 75, 71], [72, 77, 73, 76], [78, 79, 82], [83, 81, 84, 85], [86, 87], [88]]
41: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6, 8], [9, 10, 29], [28, 12, 22], [13, 16, 23, 24], [18, 19, 20, 50], [26, 25, 27, 30], [31, 56, 33, 32], [43, 39, 34], [44, 36, 42, 38], [35, 63, 40, 45], [47, 46, 54, 57], [48, 49, 55], [52, 53, 51], [60], [61, 59, 58, 62], [80, 70, 69, 64], [65, 66, 68], [75, 71, 72, 77], [73, 76, 78, 79], [82, 83, 81], [84, 85, 86, 87, 88]]
42: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29, 28], [12, 22, 13, 16], [23, 24, 18, 19], [20, 50, 26], [25, 27, 30], [31, 56, 33], [32, 43, 39], [34, 44, 36], [42, 38], [35, 63, 40, 47], [45, 46, 49], [61, 52], [51, 48, 53, 55], [54, 57, 58, 59], [60, 62, 80], [70, 69, 64], [65, 66], [68, 75, 71, 72], [77, 73, 76, 78], [79, 82, 83, 81], [84], [85, 86, 87, 88]]
43: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6, 8], [9, 10, 29, 28], [12, 22, 13, 16], [23, 24, 18, 19], [20, 50, 26], [25, 27, 30, 31], [56, 33, 32, 43], [39, 34, 44], [36, 42, 38, 35], [63, 40, 45], [47, 46, 54, 57], [51, 52, 53, 48], [49, 60, 59, 62], [55, 61, 58], [80, 70, 69], [64, 65, 66, 68], [75, 71, 72, 77], [73, 76, 78], [79, 82, 83], [81, 84, 85], [86, 87, 88]]
44: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56, 33], [32, 43, 39], [34, 44, 36, 42], [38, 35, 63, 40, 45, 47, 46, 48, 49, 52, 55, 53, 54, 57, 51, 59, 60, 58, 61, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71], [72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
45: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7], [1, 3, 2], [4, 5, 6], [8, 9, 10, 29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50, 26], [25, 27, 30, 31], [56, 33, 32, 43], [39, 34, 44], [36, 42, 38, 35], [63, 40, 47, 45], [46, 49, 61, 48], [51, 52, 54], [55, 53, 58], [59, 57], [62, 60, 80, 70], [69, 64, 65, 66], [68, 75, 71], [72, 77, 73], [76, 78], [79, 82, 83], [81, 84, 85, 86], [87, 88]]
46: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6, 8], [9, 10, 29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50, 26], [25, 27, 30, 31], [56, 33, 32], [43, 39, 34], [44, 36, 42], [38, 35], [63, 40, 45, 47], [46, 49, 53], [48, 55, 51], [52, 54, 61], [57, 59, 60], [62, 58, 80], [70, 69, 64, 65, 66], [68, 75, 71], [72, 77, 73, 76, 78], [79], [82, 83, 81, 84, 85], [86, 87, 88]]
47: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29, 28, 12], [22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27, 30], [31, 56, 33, 32], [43, 39, 34], [44, 36, 42], [38, 35, 63], [40], [45, 47, 46, 51], [61, 52, 48], [49, 53, 54], [55, 57, 62, 59], [58, 60], [80, 70, 69, 64, 65], [66, 68, 75, 71], [72, 77, 73, 76, 78], [79, 82, 83, 81, 84, 85, 86, 87, 88]]
48: [[11, 17, 21], [74, 15, 41], [14, 67], [37, 7, 1], [3, 2, 4, 5], [6, 8, 9], [10, 29, 28], [12, 22, 13, 16], [23, 24, 18], [19, 20, 50, 26], [25, 27, 30, 31], [56, 33, 32], [43, 39, 34, 44], [36], [42, 38, 35], [63, 40, 47, 45], [46, 48, 61, 49], [55, 51, 52, 54], [53, 59, 57], [58, 62, 60, 80], [70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84], [85, 86, 87, 88]]
49: [[11, 17, 21], [74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29, 28, 12, 22], [13, 16, 23], [24, 18], [19, 20, 50], [26, 25], [27, 30, 31], [56], [33, 32, 43], [39, 34, 44], [36, 42, 38], [35, 63, 40], [47, 45], [46, 48], [61, 49, 51], [54, 55, 59], [53, 52, 58], [57, 62, 60, 80], [70, 69, 64, 65], [66, 68, 75, 71], [72, 77, 73], [76, 78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
50: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3], [2, 4, 5], [6, 8, 9], [10, 29, 28], [12, 22, 13], [16, 23, 24, 18], [19, 20, 50, 26], [25], [27, 30, 31, 56], [33, 32, 43], [39, 34, 44], [36, 42, 38, 35], [63, 40], [45, 47, 46, 52, 53], [49, 55, 51, 54], [48, 62, 61, 57, 59], [58, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
