0: [[53, 13, 49, 52, 59, 21], [14, 20, 9, 33, 19, 26, 31, 51], [41, 35, 27, 46, 2], [16, 48, 34, 54], [5, 32, 8, 17, 44, 18], [15, 30, 37, 55, 3, 47, 6, 10], [43, 56], [22, 40, 7, 39], [38, 29, 23], [4, 28, 60, 57, 36, 25, 50], [1, 42, 58, 12, 11, 24, 45]]
18: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
19: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
20: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
21: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
22: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
23: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
24: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
25: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
26: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
27: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
28: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
29: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
30: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
31: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
32: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
33: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
34: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
35: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
36: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
37: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
38: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
39: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
40: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
41: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
42: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
43: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
44: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
45: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
46: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
47: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
48: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
49: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
50: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
51: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
52: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
53: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
54: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
55: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
56: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
57: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
58: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
59: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
60: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
61: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
62: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
63: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
64: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
65: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
66: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
67: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
68: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
69: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
70: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
71: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
72: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
73: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
