0: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47, 43], [38, 42, 45, 49], [35, 51, 57], [48, 61, 53], [52, 55, 59], [62, 56, 58], [63, 64, 65], [69, 67, 70, 66], [76, 68, 73, 71], [74, 77, 75, 72], [78, 83, 84, 80], [79, 82], [81, 87, 85], [86, 88]]
18: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15], [2, 7], [12, 22, 11], [17, 21, 24], [29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46], [33, 26, 31], [32, 44, 40], [54, 37, 34], [36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48, 61, 53], [52, 55, 59], [62, 56, 58, 63], [64, 65], [69, 67, 70, 66], [76, 68, 73], [71, 74, 77], [75, 72, 78], [83, 84, 80], [79, 82, 81], [87, 85, 86], [88]]
19: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15], [2, 7], [12, 22, 11], [17, 21, 24], [29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46], [33, 26, 31], [32, 44, 40], [54, 37, 34], [36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48, 61, 53], [52, 55, 59], [62, 56, 58, 63], [64, 65], [69, 67, 70, 66], [76, 68, 73], [71, 74, 77], [75, 72, 78], [83, 84, 80], [79, 82, 81], [87, 85, 86], [88]]
20: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60], [25, 20, 30], [46, 33, 26, 31], [32, 44, 40], [54, 37, 34], [36, 47, 43], [38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55, 59], [62, 56, 58], [63, 64, 65], [69, 67, 70, 66], [76, 68, 73, 71], [74, 77, 75, 72], [78, 83, 84], [80, 79, 82], [81, 87, 85, 86], [88]]
21: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12], [22, 11], [17, 21, 24], [29, 13, 23, 16], [28, 27, 18, 41], [60, 25], [20, 30, 46], [33, 26, 31, 32], [44, 40, 54, 37], [34, 36, 47, 43], [38, 42, 45, 49], [35, 51, 57], [48, 61, 53, 52], [55, 59, 62], [56, 58, 63], [64, 65, 69], [67, 70, 66, 76], [68, 73, 71, 74], [77, 75, 72, 78], [83, 84, 80], [79, 82, 81], [87, 85], [86, 88]]
22: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36], [47, 43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55, 59], [62, 56, 58, 63], [64, 65, 69, 67], [70, 66, 76], [68, 73], [71, 74, 77, 75, 72, 78, 83, 84, 80], [79, 82, 81, 87, 85, 86, 88]]
23: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47, 43], [38, 42, 45, 49], [35, 51, 57, 48], [61, 53, 52], [55, 59, 62, 56], [58, 63, 64, 65], [69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
24: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47, 43], [38, 42, 45], [49, 35], [51, 57, 48, 61], [53, 52, 55, 59], [62, 56, 58, 63], [64, 65, 69], [67, 70, 66, 76], [68, 73, 71, 74], [77, 75, 72, 78, 83], [84, 80, 79, 82, 81, 87, 85, 86, 88]]
25: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31, 32], [44, 40, 54], [37, 34, 36, 47], [43, 38, 42], [45, 49, 35, 51], [57, 48, 61], [53, 52], [55, 59, 62, 56], [58, 63, 64, 65], [69, 67, 70, 66], [76, 68, 73], [71, 74, 77], [75, 72, 78, 83, 84], [80, 79, 82, 81, 87, 85, 86, 88]]
26: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47, 43], [38, 42, 45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62, 56], [58, 63, 64], [65, 69, 67, 70], [66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
27: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47], [43, 38, 42, 45], [49, 35, 51], [57, 48, 61, 53], [52, 55, 59], [62, 56], [58, 63, 64, 65], [69, 67, 70, 66], [76, 68, 73, 71], [74, 77, 75], [72, 78, 83], [84, 80, 79, 82, 81], [87, 85, 86, 88]]
28: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47], [43, 38, 42, 45], [49, 35, 51], [57, 48, 61], [53, 52, 55, 59], [62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
29: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60], [25, 20, 30, 46], [33, 26, 31, 32], [44, 40, 54], [37, 34, 36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48, 61, 53, 52], [55, 59, 62], [56, 58, 63], [64, 65, 69], [67, 70, 66, 76], [68, 73, 71, 74], [77, 75, 72, 78], [83, 84, 80], [79, 82, 81], [87, 85, 86, 88]]
30: [[50, 5, 19], [39, 10], [9, 6], [3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60], [25, 20, 30], [46, 33, 26, 31], [32, 44, 40], [54, 37, 34, 36], [47, 43, 38], [42, 45, 49], [35, 51, 57], [48, 61], [53, 52], [55, 59, 62, 56], [58, 63, 64], [65, 69, 67], [70, 66, 76, 68], [73, 71, 74, 77], [75, 72, 78, 83], [84, 80, 79, 82], [81, 87, 85], [86, 88]]
31: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23, 16], [28, 27, 18], [41, 60, 25, 20], [30, 46, 33, 26], [31, 32, 44], [40, 54, 37, 34], [36, 47, 43], [38, 42, 45], [49, 35, 51], [57, 48, 61], [53, 52, 55], [59, 62, 56], [58, 63], [64, 65, 69, 67], [70, 66, 76, 68], [73, 71, 74, 77], [75, 72, 78, 83], [84], [80, 79], [82, 81, 87, 85, 86, 88]]
32: [[50, 5, 19], [39, 10], [9, 6], [3, 1], [8, 14, 4], [15, 2], [7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47, 43], [38, 42, 45], [49, 35, 51, 57], [48, 61], [53, 52], [55, 59, 62], [56, 58, 63], [64, 65, 69, 67], [70, 66, 76, 68], [73, 71, 74, 77], [75, 72, 78, 83], [84, 80, 79, 82], [81, 87], [85], [86, 88]]
33: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47, 43], [38, 42, 45], [49, 35], [51, 57], [48, 61, 53, 52], [55, 59, 62, 56], [58, 63, 64, 65], [69, 67, 70], [66, 76, 68, 73], [71, 74, 77], [75, 72, 78, 83], [84, 80, 79, 82], [81, 87], [85, 86, 88]]
34: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46, 33], [26, 31, 32], [44, 40, 54], [37, 34, 36], [47, 43, 38], [42, 45, 49], [35, 51, 57], [48, 61, 53, 52], [55, 59, 62, 56], [58, 63], [64, 65, 69], [67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
35: [[50, 5, 19], [39, 10, 9], [6, 3], [1, 8, 14], [4, 15, 2], [7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28], [27, 18, 41], [60, 25, 20], [30, 46, 33], [26, 31, 32, 44], [40, 54, 37, 34], [36, 47, 43], [38, 42, 45], [49, 35, 51, 57], [48, 61, 53, 52], [55, 59, 62], [56, 58, 63], [64, 65, 69, 67], [70, 66, 76], [68, 73, 71], [74, 77, 75, 72], [78, 83, 84, 80], [79, 82], [81, 87, 85], [86, 88]]
36: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46, 33], [26, 31, 32], [44, 40, 54], [37, 34, 36], [47, 43, 38], [42, 45, 49], [35, 51, 57], [48, 61, 53, 52], [55, 59, 62, 56], [58, 63], [64, 65, 69], [67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
37: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60], [25, 20, 30], [46, 33, 26, 31], [32, 44, 40], [54, 37, 34], [36, 47, 43], [38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55, 59, 62], [56, 58, 63], [64, 65, 69, 67], [70, 66, 76, 68], [73, 71, 74, 77], [75, 72, 78], [83, 84, 80], [79, 82, 81], [87, 85, 86, 88]]
38: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36], [47, 43], [38, 42, 45, 49], [35, 51, 57, 48], [61, 53, 52], [55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77], [75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
39: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2], [7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16], [28, 27, 18], [41, 60, 25, 20], [30, 46, 33, 26], [31, 32, 44, 40], [54, 37, 34], [36, 47, 43], [38, 42, 45, 49], [35, 51, 57], [48, 61, 53, 52, 55, 59, 62], [56, 58, 63, 64, 65, 69, 67], [70, 66, 76], [68, 73, 71, 74, 77, 75, 72, 78, 83], [84, 80, 79, 82, 81, 87, 85, 86, 88]]
40: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47], [43, 38, 42], [45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72], [78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
41: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18, 41], [60, 25, 20, 30], [46, 33, 26, 31], [32, 44, 40, 54], [37, 34, 36], [47, 43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55, 59], [62, 56, 58, 63], [64, 65, 69], [67, 70, 66, 76], [68, 73, 71, 74], [77, 75, 72], [78, 83, 84], [80, 79, 82], [81, 87], [85, 86, 88]]
42: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31, 32], [44, 40, 54], [37, 34, 36], [47, 43, 38], [42, 45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62, 56, 58, 63], [64, 65, 69, 67], [70, 66], [76, 68, 73], [71, 74, 77], [75, 72, 78, 83], [84, 80, 79, 82], [81, 87, 85], [86, 88]]
43: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31, 32], [44, 40, 54], [37, 34, 36], [47, 43, 38], [42, 45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62, 56, 58, 63], [64, 65, 69, 67], [70, 66], [76, 68, 73], [71, 74, 77], [75, 72, 78, 83], [84, 80, 79, 82], [81, 87, 85], [86, 88]]
44: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46, 33, 26], [31, 32, 44], [40, 54, 37, 34], [36, 47], [43, 38, 42, 45], [49, 35, 51], [57, 48, 61], [53, 52, 55], [59, 62, 56], [58, 63, 64], [65, 69, 67], [70], [66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
45: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20], [30, 46, 33], [26, 31, 32, 44], [40, 54, 37, 34], [36, 47, 43, 38], [42, 45, 49], [35, 51], [57, 48, 61], [53, 52, 55, 59], [62, 56, 58, 63], [64, 65, 69], [67, 70, 66], [76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
46: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54, 37, 34], [36, 47, 43, 38], [42, 45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62, 56, 58], [63, 64, 65], [69, 67, 70, 66], [76, 68, 73, 71], [74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
47: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23, 16], [28, 27, 18, 41], [60, 25, 20], [30, 46, 33], [26, 31, 32], [44, 40, 54], [37, 34, 36, 47], [43, 38, 42], [45, 49, 35, 51], [57, 48, 61], [53, 52, 55, 59, 62, 56, 58], [63, 64, 65, 69, 67, 70, 66], [76, 68, 73], [71, 74, 77, 75, 72, 78, 83, 84, 80], [79, 82, 81, 87, 85, 86, 88]]
48: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31, 32], [44, 40, 54], [37, 34, 36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48, 61], [53, 52, 55, 59], [62, 56, 58], [63, 64, 65, 69], [67, 70, 66, 76], [68, 73, 71, 74], [77, 75, 72], [78, 83, 84, 80], [79, 82, 81, 87], [85, 86, 88]]
49: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15, 2], [7, 12, 22], [11, 17], [21, 24, 29], [13, 23, 16], [28, 27, 18], [41, 60, 25, 20], [30, 46, 33, 26, 31], [32, 44, 40], [54, 37, 34], [36, 47, 43], [38, 42], [45, 49, 35], [51, 57], [48, 61, 53], [52, 55, 59, 62], [56, 58, 63, 64], [65, 69, 67], [70, 66], [76, 68, 73, 71], [74, 77, 75, 72], [78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
50: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46], [33, 26, 31], [32, 44, 40], [54, 37, 34], [36, 47, 43], [38, 42, 45, 49], [35, 51, 57, 48], [61, 53, 52], [55, 59, 62], [56, 58, 63, 64], [65, 69, 67], [70, 66], [76, 68, 73], [71, 74], [77, 75, 72, 78, 83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
