0: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 17, 18, 10], [11, 13, 25, 21, 6], [16, 29, 20, 19], [22, 26, 23, 27, 30, 28, 31], [36, 37, 33, 32, 39, 54, 34, 40], [38, 43, 41, 45, 44, 46, 47, 53], [49, 57, 50, 52], [48, 55, 51, 58, 59, 56, 60]]
12: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9], [10, 6, 11, 26, 21, 13, 17, 25], [18, 20, 29, 16, 22, 27, 19, 23, 24, 28, 30, 55, 36, 33, 31, 32, 34, 54, 38, 44, 39, 47, 37, 43, 40, 41, 50, 45, 46, 49, 52, 48, 56, 53, 51, 57, 59, 58, 60]]
13: [[42, 35, 3, 2, 5, 1], [8, 7, 12, 4], [15, 14, 9, 24, 18, 6, 26], [21, 13, 17, 11, 10, 20, 29], [16, 22, 27, 23, 19, 25, 28], [30, 54, 37, 33, 34, 36, 46, 50], [31, 44, 43, 32, 39, 38, 41, 40], [48, 57, 45, 49, 55], [51, 56, 52, 53, 47, 58, 59, 60]]
14: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10, 18, 11, 6, 9], [13, 21, 17, 16, 19, 24], [23, 20, 30, 25, 28, 22, 26, 27], [29, 31, 36, 33, 34, 32], [38, 37, 39, 46, 43, 44], [40, 45, 41, 47, 56, 51, 48, 52, 55, 54, 50, 53, 49, 57, 58, 59, 60]]
15: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10], [24, 19, 6, 9], [11, 13, 17, 20, 18, 29, 21, 16], [25, 23, 31, 22, 26, 27, 28, 30], [33, 36, 32, 40, 39], [37, 38, 34, 41, 43, 45, 44, 46], [47, 58, 48, 59, 53, 49, 52, 54, 50, 55, 51, 57, 56, 60]]
16: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24], [10, 6, 11, 13, 21, 23, 17, 16], [18, 30, 31, 20, 28, 27, 22, 19], [25, 26, 56, 33, 34, 36, 50, 38], [55, 32, 37, 45, 29, 39, 40, 44], [41, 57, 46], [51, 43, 47, 49, 53, 48, 52, 58, 60, 59, 54]]
17: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 6], [11, 10, 13, 21, 16, 17], [18, 22, 19, 23, 26, 28, 30, 20, 25, 27, 29, 31, 36, 33, 40, 32, 34, 54, 41, 38, 45, 39, 44, 43, 37, 46, 47, 50, 49, 53, 48, 52, 55], [51, 57, 56, 58, 59, 60]]
18: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 18, 11, 10, 6], [13, 20, 16, 17, 19, 26, 21], [23, 22, 25, 28, 27, 24, 30, 29, 31], [37, 32, 39, 34, 36, 33, 38, 44, 41, 40, 43, 46, 45, 47, 58, 50, 53, 48, 57, 56, 51, 52, 55, 49, 54, 59, 60]]
19: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 10, 17, 18], [19, 6, 29, 11, 13, 20, 16, 21, 24, 25, 23, 22, 26, 27, 28], [30, 39, 36, 32, 41, 48, 31, 54, 33, 37, 34, 46, 45, 38, 44, 52], [50, 40, 43, 47, 58, 53, 49, 59, 60, 51, 57, 55, 56]]
20: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 10, 11, 6], [13, 19, 17, 21, 18, 22, 29, 20], [23, 31, 16, 26, 28, 30, 25, 27], [36, 32, 33, 43, 34, 55, 45, 40, 37, 38, 39, 47, 46, 41, 44, 50], [52, 59, 48, 49, 56, 54, 51, 53, 58, 60, 57]]
21: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 10, 6], [26, 18, 13, 20, 11, 22, 16, 17, 19, 23, 21, 30, 25, 27, 28], [29, 31, 36, 32, 33, 37, 43, 34, 44], [40, 39, 45, 41, 47, 46, 50, 38, 52, 58, 49, 48, 54, 51, 55, 53, 56, 57, 59, 60]]
22: [[42, 35, 3, 2, 5, 1, 8, 7, 12], [4, 15, 14, 9, 24, 6, 10, 11], [29, 13, 17, 18, 21, 16, 25, 27], [23, 20, 19, 22, 26, 28, 31, 30, 36, 32, 50, 37, 34, 33, 38, 44, 41, 39, 45, 40, 46, 43, 47, 49, 51, 59, 52, 53, 48, 55, 54, 56, 57, 58, 60]]
23: [[42, 35, 3, 2, 5, 1], [8, 7, 12, 4], [15, 14, 9, 24, 18, 6, 26], [19, 13, 10, 11, 16, 20, 21], [23, 17, 22, 31, 27, 25, 28, 30], [29, 37, 32, 33, 34, 52, 50, 47], [44, 45, 36, 39, 38, 41, 40, 43], [58, 46, 49, 59, 48, 57, 51, 53], [54, 55, 56, 60]]
24: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 17, 22, 10, 21, 6, 27, 19, 11, 13, 20], [16, 28, 23, 18, 26, 29, 30, 25, 31, 36, 32, 39, 33, 40, 54, 34, 44, 45, 47, 41, 37, 46, 50, 58, 38, 43, 49, 48, 52, 55, 53, 56, 51, 57, 60, 59]]
25: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 19, 10, 6], [17, 26, 11, 13, 16, 18, 20, 31, 22, 25, 23, 27, 28, 30, 29, 36, 33, 32, 37, 44, 60, 39, 34, 43, 38, 41, 40, 54, 59, 45, 46, 48, 53, 21], [49, 47, 52, 50, 55, 56], [58, 51, 57]]
26: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 10], [6, 11, 21, 29, 18, 16], [17, 13, 20, 22, 19, 26, 30, 23], [27, 25, 28, 31, 48, 36, 33, 34, 38], [39, 32, 41, 37, 40, 43, 44], [60, 45, 56, 47, 46, 51, 57, 54, 50, 52, 49, 53, 55, 58, 59]]
27: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 6, 15, 14, 9, 18, 4, 11, 10], [29, 13, 22, 16, 17, 21, 19, 20], [23, 25, 24, 28, 27, 30, 26, 31, 36, 33, 34, 48, 32, 38, 37, 46, 40], [45, 43, 41, 44, 47, 53, 49, 54, 51, 52, 39, 50, 57, 56, 60, 55, 58, 59]]
28: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 25, 6, 22, 10], [13, 29, 24, 17, 11, 16, 21], [20, 18, 23, 26, 27, 28, 30, 19], [31, 36, 33, 37, 32, 39, 54, 40], [34, 38, 43, 41], [45, 44, 46, 47, 53, 48, 57], [51, 52, 49, 50, 55, 58, 59, 56, 60]]
29: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 6, 19, 10, 18, 13, 11, 16, 21, 31, 22], [20, 17, 23, 30, 25, 27, 28, 26, 29, 36, 32, 33, 56, 38, 54, 34, 39, 37, 47, 41, 45, 44, 40, 46, 53, 43, 49, 51, 52, 59, 48, 58, 50, 57, 55, 60]]
30: [[42, 35, 3, 2, 5, 1, 8], [7, 12, 4, 15, 10, 11, 24, 13], [6, 9, 29, 14, 17, 21, 16, 19], [27, 20, 18, 23], [25, 22, 28, 26, 31, 30, 37, 32], [36, 33, 45, 34, 39, 38], [44, 41, 43, 40, 47, 51], [46, 56, 49, 50, 48, 57, 54, 55], [53, 52, 58, 60, 59]]
31: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4], [15, 14], [9, 24, 11, 13, 10, 21, 16, 6, 25], [20, 19, 30, 18, 17, 23, 22, 28, 26, 27, 31, 29, 48, 32], [36, 34, 37, 39, 33, 40, 45, 38, 44, 41, 47, 43, 56, 46, 49, 51, 50, 54, 55, 53, 60, 52, 57, 58, 59]]
32: [[42, 35, 3, 2, 5, 1, 8, 7, 12], [4, 15, 14, 9, 24, 11, 18, 10, 6], [13, 19, 16, 21], [17, 22, 29, 20, 23, 31, 26], [30, 28, 25, 27, 33, 32, 36, 40, 34, 51, 41, 44, 37, 45, 39], [38, 43, 46, 47, 50, 48, 52, 53, 56, 55, 49, 58, 60, 54, 59, 57]]
33: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10, 24, 11, 6, 9, 13, 21, 16, 17, 22, 18, 19, 23, 29, 27, 28, 25, 30, 20, 26, 31, 36, 38, 33, 59, 32, 39, 37, 41], [47, 34, 40, 44, 45, 43, 53, 52, 57, 50, 48, 55, 51, 46, 49, 60], [58, 54, 56]]
34: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10, 24, 6], [9, 26, 21, 11, 13, 17, 16, 20, 18, 22, 25, 19, 23, 27, 29, 30, 28, 31, 36, 38, 32, 33, 34, 56, 39, 44, 45, 40], [41, 47, 37, 43, 46, 49, 48, 53, 51, 52, 50, 55, 54, 57, 58, 59, 60]]
35: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 10, 11], [13, 20, 17, 6], [21, 16, 19, 18, 22, 23, 26, 29], [25, 28, 27, 30, 31, 44, 34, 32, 33], [37, 39, 36, 40, 45, 47], [41, 43, 38], [46, 57, 48, 49, 50, 53, 52, 54, 51, 60], [58, 56, 59, 55]]
36: [[42, 35, 3, 2, 5, 1, 8, 7, 12], [4, 15, 14, 9, 24, 10, 11, 6], [13, 19, 21, 16], [17, 22, 29, 20, 23, 31, 18, 26], [30, 28, 25, 27, 33, 32, 36, 40, 34, 51, 41, 44, 37, 45, 39], [38, 43, 46, 47, 50, 48, 52, 53, 56, 55, 49, 58, 60, 54, 59, 57]]
37: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 17, 26], [6, 11, 13, 25, 22, 10, 23, 19, 20, 16, 18, 27, 31, 21, 28, 29, 30, 37, 33, 32, 36, 34, 54, 38, 40, 45, 41, 39, 47, 44, 43, 46, 48, 51, 49, 50, 52, 53, 55, 56, 59, 58, 57, 60]]
38: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 10, 18], [11, 13, 19, 17, 20, 21], [16, 31, 26, 22, 6, 27, 23], [24, 28, 25, 30], [29, 36, 34, 48, 33, 37, 51, 32], [44, 45, 39, 40, 43, 38], [60, 46, 59, 49, 41, 47], [50, 54, 55, 52], [58, 53, 56, 57]]
39: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 25, 10, 6, 11, 13, 16, 21, 20, 29, 22, 17, 18, 31, 19, 27, 23, 24, 26, 28, 53, 36, 48, 30, 52, 39, 38, 34, 32, 37, 47, 43], [33, 40, 41, 58, 60, 54, 44, 51, 49, 55, 45, 46, 50, 56, 59, 57]]
40: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10, 26], [6, 9, 11, 25], [13, 17, 20, 16, 19, 18, 23, 21, 22, 24, 27, 28, 30, 29, 31, 36, 49, 32, 33, 38, 54, 39, 34, 47, 40, 37, 41, 44, 43, 57, 55, 52, 45, 48, 46, 51, 53, 50, 56, 59, 58, 60]]
41: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 11, 6, 22, 10], [21, 29, 18, 16, 17, 13, 19, 20, 23, 25, 26, 30, 27, 24, 28, 31, 36, 32, 49, 48, 34, 39, 38, 40, 37, 47, 43, 41], [46, 44, 59, 45, 33, 51, 53, 52, 50, 54, 56, 57, 55, 58, 60]]
42: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 10, 19, 11], [26, 13, 21, 6, 16, 23, 17], [22, 20, 25, 31, 24, 27, 18, 28, 29, 30, 36, 32], [49, 54, 37, 34, 33, 40, 45, 39, 41, 47, 46, 44, 38, 48, 43, 51, 50], [60, 52, 55, 56, 58, 53, 59, 57]]
43: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 11, 6, 22, 10], [17, 13, 21, 24, 16, 20, 23, 18], [25, 19, 27, 30, 29, 26, 28, 31, 36, 33, 32, 48, 34, 39, 38, 41, 45, 37, 43, 40, 46, 44, 58, 47, 49, 51, 52, 60, 50, 53, 56, 57, 54, 55, 59]]
44: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 10, 17, 24], [26, 19, 21, 6, 18, 28, 11, 13], [20, 25, 30, 27, 16, 22, 31, 23, 29], [37, 32, 33, 48, 36, 54, 34, 44, 45], [41, 43, 39, 40, 46, 38, 47, 49], [51, 52, 50, 55, 56, 53, 58, 59, 60, 57]]
45: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 10, 22, 6, 13, 11, 16, 20, 21, 17, 19, 23, 27, 30, 18, 31, 25, 28, 26, 47, 36, 33, 32], [34, 38, 46, 29, 37, 39, 40, 43, 60], [41, 45, 54, 44, 48, 49, 50, 53, 55], [52, 51, 57, 59, 58, 56]]
46: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10, 24, 6, 9], [11, 13, 25, 20, 21, 16], [18, 23, 22, 17, 30, 26, 19, 27], [28, 29, 31, 32, 34, 60, 33, 38, 36], [47, 37, 43, 44, 41, 39], [40, 45, 57, 55, 46, 49, 48, 50, 51, 53, 56, 52, 58, 54, 59]]
47: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9], [24, 18, 11, 6, 10, 13, 17, 16, 23, 19, 21, 20, 22, 27, 28, 26], [25, 29, 30, 31, 36, 56, 34, 32, 39, 37, 40, 44, 45, 43, 33, 41, 47, 38, 46, 55, 51, 49, 48, 52, 53, 50, 59, 58, 54, 57, 60]]
48: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 11, 10, 6], [26, 19, 13, 18, 17, 16, 23, 31, 20, 22, 21], [24, 30, 27, 25, 29, 28, 33], [36, 32, 34, 48, 51, 39, 44, 37, 47, 45, 43, 40, 38, 41, 46, 55, 49, 56, 52, 50, 53, 54, 58, 59, 57, 60]]
49: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10, 24, 6, 18], [11, 13, 28, 21, 9, 20, 23, 16, 17, 31, 22, 26, 19, 25, 27, 29, 30], [37, 32, 34, 33, 38, 36, 39, 41, 43, 44, 46, 40, 56, 45, 60, 54, 49, 51, 48, 50, 47, 55, 53, 58, 52, 59, 57]]
50: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4], [15, 14, 9, 24, 18, 10, 6, 29, 13, 17, 16, 23, 11, 19, 20, 25, 21, 27, 22, 26, 30, 28, 31, 36, 33, 32, 34, 37, 54, 39, 44, 38, 41, 45, 40, 43, 47, 52, 46, 49, 51, 48, 50, 53, 55, 57, 56, 59, 58, 60]]
51: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10, 24], [9, 6, 11, 25, 13, 22, 16, 21], [17, 27, 18, 19, 20, 31], [23, 28, 30, 26, 29, 36, 32, 54, 33], [34, 45, 37, 44, 41, 38, 40, 39, 43, 46, 47, 48, 53, 49, 57, 56, 50, 52, 51, 55, 58, 59, 60]]
52: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 24, 17], [10, 6, 11, 13, 19, 9, 16, 21], [18, 23, 28], [20, 29, 25, 22, 26, 27], [31, 60, 39, 32, 49, 33, 38, 37], [30, 34, 43, 45, 44, 36, 41, 46], [58, 40, 47, 48], [57, 56, 52, 53, 51, 50, 54, 59, 55]]
53: [[42, 35, 3], [2, 5, 1, 8, 7, 12, 4], [15, 14, 9, 18, 6, 11, 10], [13, 21], [17, 20, 16, 22], [31, 23, 19, 24], [26, 25, 27, 30, 28, 29], [37, 33, 36, 32, 38, 55, 34], [40, 41, 43, 45, 39, 44, 46, 47], [51, 49, 50, 57], [48, 52, 53, 54, 56, 59, 58, 60]]
54: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 10, 6, 11, 18, 20, 25, 21, 22, 24, 13, 16], [19, 26, 23, 30, 29, 27, 31, 28, 59, 32, 38, 17, 33, 39, 36, 34, 45, 41, 46, 37, 40, 43, 44, 47, 50, 48, 51, 54, 52, 53, 49, 55, 58, 57, 60, 56]]
55: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 18], [6, 10, 29, 13, 17, 21, 11, 20], [31, 16, 22, 27, 23, 19, 25, 30], [26, 28, 36, 37], [33, 32, 34, 54, 38, 44, 39], [41, 40, 46, 43, 47, 45, 49, 50, 57, 55, 52, 48, 53, 51, 56, 59, 58, 60]]
56: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 18], [6, 10, 29, 13, 17, 21, 11, 20], [31, 16, 22, 27, 23, 19, 25, 30], [26, 28, 36, 37], [33, 32, 34, 54, 38, 44, 39], [41, 40, 46, 43, 47, 45, 49, 50, 57, 55, 52, 48, 53, 51, 56, 59, 58, 60]]
57: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10, 24, 11, 6, 9], [13, 19, 25, 17, 23, 16, 29, 18, 21, 30, 20, 22, 26, 27, 28, 55, 36, 38, 49], [31, 34, 39, 32, 41, 47, 33, 56, 53, 37, 43, 45, 40, 44, 48, 51, 57, 50, 46, 52, 54, 58, 59, 60]]
58: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 19, 6, 10, 11, 13, 29, 16, 18], [21, 22, 17, 26, 20, 25, 23, 27, 28, 30, 31, 36, 33, 38, 32, 37, 55, 34, 44, 39, 41, 40, 45, 43, 46, 47, 53, 50, 51, 49, 48, 52, 59, 54, 58, 57, 56, 60]]
59: [[42, 35, 3, 2, 5, 1, 8, 7, 12], [4, 15, 14, 24, 11, 6, 26, 10], [19, 21, 13, 9, 16, 18, 17, 20, 23, 29, 27, 22, 25, 28, 30, 31, 37, 32, 33], [48, 38, 54, 34, 36, 45, 39, 44, 41, 40, 46, 43, 47, 50, 51, 49, 52, 53, 56, 55, 58, 59, 57, 60]]
60: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4], [15, 14, 9, 24, 10, 11, 6, 21], [16, 23, 13, 17], [19, 30, 20, 22, 31, 18, 26, 29], [28, 25, 27, 48, 32, 36, 40, 37, 39, 33, 34, 45, 44, 46, 38], [47, 43, 41, 54, 49, 52, 50, 51, 55, 53, 60, 56, 58, 59, 57]]
61: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 10, 6, 22, 18, 19, 21, 26, 11, 13, 20, 23, 16, 25, 17, 30, 24, 27, 28, 31, 29, 36, 32], [48, 56, 37], [38, 34, 44, 39, 47, 33, 41, 45, 43, 40, 46, 49, 51, 52, 60, 55, 50, 54, 57, 53, 59, 58]]
62: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 18, 6], [11, 10, 13, 21, 17, 20, 16, 22, 31, 23, 19, 24, 26, 25, 27, 30, 28, 29, 37, 33, 36, 32, 38, 55, 34, 40, 41, 43, 45, 39, 44, 46, 47, 51, 49, 50, 57, 48, 52, 53, 54, 56, 59, 58, 60]]
63: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 26, 6, 11], [17, 29, 25, 20, 22, 10, 16, 27, 13, 23, 18, 19, 24, 21, 30, 28, 31], [36, 33, 34, 32, 39, 46, 37, 44, 43, 38, 41, 40, 50, 57, 47, 53, 45, 59, 48, 49, 54, 51, 52, 60, 55, 58, 56]]
64: [[42, 35, 3, 2, 5, 1, 8, 7, 12], [4, 15, 14, 9, 24, 10, 6, 11], [25, 13, 21, 16], [17, 20, 23, 18, 22, 28, 19, 27], [31, 29, 26, 30], [33, 39, 38, 36, 32, 51], [40, 44, 37, 47, 45, 34, 43], [46, 41, 50, 48, 52, 49, 56, 55], [54, 58, 57, 59, 53, 60]]
65: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14], [9, 24, 6, 10, 25, 29, 20], [27, 17, 16, 11, 13, 22, 19, 18, 30, 21, 23, 26, 31, 49, 36, 38, 32, 28, 39, 52, 34, 44, 33, 41, 43, 37, 45, 50, 54, 40, 48, 57, 46, 53, 51, 55, 56, 47, 59, 60, 58]]
66: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 6, 15, 14, 9, 16], [4, 10, 11, 29, 13, 21, 18, 19, 20, 27, 22, 23, 24, 17, 26, 25, 28, 30, 31, 44, 32, 34, 33, 36, 51, 39, 43, 37, 45, 41, 47, 40, 46, 38, 49, 48, 52, 54, 53, 50, 59, 60, 57, 56, 58, 55]]
67: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 10, 11], [21, 6, 17, 23, 20, 16, 13], [18, 19, 22, 26, 30, 25], [27, 28, 31, 29, 44, 32, 40], [34, 38, 39, 37, 33, 45, 36, 41, 46, 47], [43, 57], [48, 49, 50, 53, 54, 52, 51, 60, 56, 58, 59, 55]]
68: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10, 24, 9, 6], [11, 25, 16, 13, 21, 22], [17, 29, 18, 19, 30, 20, 31, 23, 26], [28, 39, 33, 50, 32, 27], [36, 47, 40, 46, 41, 34, 60], [49, 45, 37, 38, 43, 48, 52, 44, 53, 51, 55, 54, 56, 58, 57, 59]]
69: [[42, 35, 3, 2, 5, 1, 8, 7, 12], [6, 15, 14, 9, 16, 4, 10, 11], [29, 13, 20, 18, 17, 22, 19, 21], [23, 25, 26, 28, 30, 27, 24, 31, 33, 32, 38, 34, 36, 40, 37, 43, 45], [44, 39, 46, 41, 51, 47, 54, 48, 52, 53, 58, 49, 57, 56, 60, 50, 59, 55]]
70: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10, 24, 19, 6, 9], [11, 13, 16, 23, 18], [17, 29, 20, 21], [26, 25, 22, 27, 28, 31, 30, 36], [32, 33, 44, 34, 54, 37, 40, 41, 45, 38, 39, 52, 47, 43, 46, 51, 57, 50, 55, 48, 49, 53, 58, 56, 59, 60]]
71: [[42, 35, 3, 2], [5, 1, 8], [7, 12, 4, 15, 14, 9], [24, 6, 10, 11, 13, 20, 21], [25, 18, 19, 22, 16, 17, 23], [26, 27, 28, 29, 30], [31, 36, 33, 32, 37, 38], [46, 39, 34, 41, 45], [43, 40, 44, 47, 57, 49, 48, 51], [50, 52, 53, 54, 55, 56, 58], [59, 60]]
72: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 11, 6, 10, 13, 21, 29, 16, 19, 17, 20, 27, 22, 23, 25, 18, 30, 26, 24, 28, 31, 36, 32, 49], [33, 38, 47, 37, 34, 39, 46, 41, 40, 44, 60, 58, 43, 48, 51], [55, 45, 50, 54, 56, 57, 59, 52, 53]]
73: [[42, 35, 3, 2, 5, 1, 8, 7, 12], [4, 15, 14, 9, 24, 10], [19, 17, 29, 6, 21, 11, 20, 16, 26, 30, 22, 13, 25, 18, 23, 27, 28, 31, 44, 32], [36, 33, 38, 50, 34, 40, 37, 39], [41, 47, 49, 45, 43, 51], [53, 56, 52, 46, 55, 48, 54, 59, 57, 58, 60]]
