0: [[27, 35, 34, 1, 2], [7], [15, 5, 22, 3, 4, 9, 6, 10, 18], [8, 11, 13, 21], [14], [12, 17, 16, 24, 23, 19, 52], [26, 28, 29, 25, 30], [32, 37, 20], [36, 33, 31], [42, 41], [44, 38, 39, 45], [47, 40, 46, 54, 51, 48], [43, 50, 53, 55, 58], [49, 57, 60, 59, 56]]
11: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 36, 55, 58, 57, 56, 59, 60]]
12: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
13: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
14: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
15: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
16: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 36, 55, 58, 57, 56, 59, 60]]
17: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 52, 55, 58, 57, 56, 59, 60]]
18: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
19: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
20: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
21: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
22: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
23: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 52, 55, 58, 57, 56, 59, 60]]
24: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
25: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
26: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
27: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
28: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
29: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
30: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 36, 55, 58, 57, 56, 59, 60]]
31: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
32: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
33: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 52, 55, 58, 57, 56, 59, 60]]
34: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
35: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
36: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
37: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 52, 55, 58, 57, 56, 59, 60]]
38: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
39: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 36, 55, 58, 57, 56, 59, 60]]
40: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
41: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
42: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 36, 55, 58, 57, 56, 59, 60]]
43: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 36, 55, 58, 57, 56, 59, 60]]
44: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 36, 55, 58, 57, 56, 59, 60]]
45: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
46: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 52, 55, 58, 57, 56, 59, 60]]
47: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
48: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
49: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
50: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
51: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
52: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
53: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
54: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
55: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
56: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
57: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
58: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
59: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 36, 55, 58, 57, 56, 59, 60]]
60: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
61: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 52, 55, 58, 57, 56, 59, 60]]
62: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
63: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
64: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 52, 55, 58, 57, 56, 59, 60]]
65: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
66: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
67: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
68: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
69: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 52, 55, 58, 57, 56, 59, 60]]
70: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
71: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
72: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
73: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
