0: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50], [21, 17, 20, 59], [27, 26], [31, 29], [30, 36, 33, 35], [32, 42, 38], [34, 39, 37], [47, 40], [60, 41], [43, 44], [45, 46, 56], [54, 49], [48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68], [67, 65, 70], [64, 74], [77, 69, 66], [79, 71, 72, 75, 73, 76, 78, 82], [85, 84], [81, 80], [83, 87, 86, 88]]
34: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21], [17, 20], [59, 27, 26], [31, 29, 30], [36, 33, 35], [32, 42, 38], [34, 39, 37], [47, 40], [60, 41, 43], [44, 45, 46, 56], [54, 49], [48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
35: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50], [21, 17], [20, 59, 27], [26, 31, 29], [30, 36, 33], [35, 32, 42], [38, 34, 39], [37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57], [63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
36: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50], [21, 17], [20, 59, 27], [26, 31, 29], [30, 36, 33], [35, 32], [42, 38, 34], [39, 37, 47], [40, 60, 41], [43, 44, 45], [46, 56, 54], [49, 48, 51, 53, 52, 55, 57, 63, 58, 61], [62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75], [73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
37: [[15, 14], [5, 6], [3, 9], [10, 4], [7, 1], [2, 24], [8, 11], [28, 12], [22, 13, 23], [16, 25, 18], [19, 50], [21, 17], [20, 59, 27], [26, 31, 29], [30, 36, 33], [35, 32], [42, 38], [34, 39], [37, 47, 40], [60, 41, 43], [44, 45, 46], [56, 54, 49], [48, 51, 53], [52, 55], [57, 63], [58, 61, 62], [68, 67], [65, 70], [64, 74], [77, 69], [66, 79, 71], [72, 75], [73, 76, 78], [82, 85, 84], [81, 80, 83], [87, 86, 88]]
38: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16, 25], [18, 19, 50], [21, 17, 20], [59, 27, 26], [31, 29], [30, 36, 33], [35, 32, 42], [38, 34, 39], [37, 47], [40, 60, 41, 43, 44, 45, 46, 56, 54], [49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76], [78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
39: [[15, 14], [5, 6], [3, 9], [10, 4], [7, 1], [2, 24], [8, 11], [28, 12], [22, 13, 23], [16, 25, 18], [19, 50], [21, 17], [20, 59, 27], [26, 31, 29], [30, 36, 33], [35, 32], [42, 38], [34, 39], [37, 47, 40], [60, 41, 43], [44, 45, 46], [56, 54, 49], [48, 51, 53], [52, 55], [57, 63], [58, 61, 62], [68, 67], [65, 70], [64, 74], [77, 69], [66, 79, 71], [72, 75], [73, 76, 78], [82, 85, 84], [81, 80, 83], [87, 86, 88]]
40: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18], [19, 50], [21, 17, 20], [59, 27, 26], [31, 29, 30], [36, 33, 35, 32], [42, 38, 34, 39], [37, 47, 40, 60, 41], [43, 44, 45], [46, 56, 54], [49, 48, 51, 53, 52], [55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
41: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12], [22, 13, 23], [16, 25], [18, 19, 50], [21, 17], [20, 59], [27, 26, 31], [29, 30, 36], [33, 35], [32, 42, 38, 34], [39, 37], [47, 40], [60, 41], [43, 44], [45, 46], [56, 54], [49, 48, 51], [53, 52, 55], [57, 63], [58, 61, 62], [68, 67, 65], [70, 64, 74], [77, 69, 66], [79, 71, 72, 75, 73, 76], [78, 82, 85, 84, 81], [80, 83, 87, 86, 88]]
42: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50], [21, 17, 20, 59, 27], [26, 31], [29, 30, 36], [33, 35, 32, 42], [38, 34, 39], [37, 47, 40], [60, 41, 43], [44, 45], [46, 56], [54, 49, 48], [51, 53, 52], [55, 57], [63, 58, 61], [62, 68, 67], [65, 70, 64], [74, 77, 69], [66, 79, 71], [72, 75, 73, 76, 78], [82, 85], [84, 81, 80, 83, 87], [86, 88]]
43: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28, 12], [22, 13, 23, 16, 25], [18, 19, 50], [21, 17], [20, 59, 27], [26, 31], [29, 30, 36], [33, 35], [32, 42, 38], [34, 39, 37], [47, 40], [60, 41, 43], [44, 45, 46], [56, 54, 49], [48, 51, 53, 52, 55], [57, 63, 58, 61], [62, 68], [67, 65, 70], [64, 74], [77, 69], [66, 79, 71, 72], [75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
44: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18], [19, 50], [21, 17, 20], [59, 27, 26], [31, 29, 30], [36, 33, 35], [32, 42, 38], [34, 39, 37], [47, 40, 60], [41, 43], [44, 45], [46, 56, 54], [49, 48], [51, 53], [52, 55, 57], [63, 58], [61, 62, 68], [67, 65, 70], [64, 74, 77], [69, 66, 79], [71, 72, 75], [73, 76], [78, 82], [85, 84, 81, 80, 83, 87, 86, 88]]
45: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18], [19, 50], [21, 17, 20], [59, 27, 26], [31, 29, 30], [36, 33, 35], [32, 42, 38], [34, 39, 37], [47, 40, 60], [41, 43], [44, 45], [46, 56, 54], [49, 48], [51, 53], [52, 55, 57], [63, 58], [61, 62, 68], [67, 65, 70], [64, 74, 77], [69, 66, 79], [71, 72, 75], [73, 76], [78, 82], [85, 84, 81, 80, 83, 87, 86, 88]]
46: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28], [12, 22], [13, 23], [16, 25, 18], [19, 50, 21], [17, 20], [59, 27, 26], [31, 29, 30, 36], [33, 35], [32, 42, 38], [34, 39], [37, 47, 40], [60, 41, 43], [44, 45, 46, 56], [54, 49, 48, 51, 53, 52, 55, 57, 63, 58], [61, 62], [68, 67, 65, 70, 64, 74, 77, 69, 66, 79], [71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
47: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18], [19, 50], [21, 17, 20], [59, 27, 26], [31, 29], [30, 36], [33, 35, 32], [42, 38, 34], [39, 37, 47], [40, 60, 41], [43, 44, 45, 46], [56, 54, 49, 48], [51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76], [78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
48: [[15, 14], [5, 6, 3], [9, 10], [4, 7], [1, 2], [24, 8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50, 21], [17, 20, 59], [27, 26, 31], [29, 30, 36], [33, 35, 32], [42, 38], [34, 39], [37, 47], [40, 60, 41], [43, 44], [45, 46, 56], [54, 49], [48, 51, 53], [52, 55], [57, 63, 58, 61], [62, 68, 67], [65, 70, 64, 74, 77], [69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
49: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28], [12, 22], [13, 23], [16, 25, 18], [19, 50], [21, 17, 20], [59, 27], [26, 31, 29], [30, 36, 33], [35, 32, 42], [38, 34, 39], [37, 47, 40], [60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64], [74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
50: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21, 17], [20, 59, 27], [26, 31, 29], [30, 36, 33], [35, 32], [42, 38], [34, 39, 37], [47, 40], [60, 41], [43, 44, 45], [46, 56], [54, 49, 48], [51, 53, 52], [55, 57, 63], [58, 61, 62], [68, 67, 65], [70, 64], [74, 77], [69, 66, 79, 71, 72, 75, 73, 76], [78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
