0: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
11: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
12: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
13: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
14: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
15: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
16: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
17: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
18: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
19: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
20: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
21: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
22: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
23: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
24: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
25: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
26: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
27: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
28: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
29: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
30: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
31: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
32: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
33: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
34: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
35: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
36: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
37: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
38: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
39: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
40: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
41: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
42: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
43: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
44: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
45: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
46: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
47: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
48: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
49: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
50: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
