0: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
22: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
23: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
24: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
25: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
26: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
27: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
28: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
29: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
30: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
31: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
32: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
33: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
34: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
35: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
36: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
37: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
38: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
39: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
40: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
41: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
42: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
43: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
44: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
45: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
46: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
47: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
48: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
49: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
50: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
51: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
52: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
53: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
54: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
55: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
56: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
57: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
58: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
59: [[6, 5, 28, 25], [8, 9, 24, 7], [23, 4, 12, 22], [1, 3, 20, 10, 14], [19, 2, 16, 18], [17, 11, 13, 15], [26, 21, 27, 29]]
