0: [[50, 11, 47, 40, 71, 75], [16, 35, 77, 51, 57, 72], [87, 17, 55, 21], [67, 6, 33, 56, 74], [5, 64, 54], [14, 48, 13, 23], [38, 19], [62, 60, 43], [3, 85, 18], [28, 1, 24, 2, 12, 22], [20, 4, 29], [25, 27, 61, 73], [34, 37], [32], [42], [7, 46], [36, 78, 45, 63], [52, 49, 58], [59, 65, 68, 31], [9, 53, 10, 39], [69, 44, 76, 79, 8], [70, 80, 84, 81], [82, 30, 26, 83, 66], [41, 86, 88, 15]]
11: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
12: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
13: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
14: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
15: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
16: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
17: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
18: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
19: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
20: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
21: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
22: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
23: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
24: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
25: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
26: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
27: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
28: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
29: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
30: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
31: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
32: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
33: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
34: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
35: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
36: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39, 8, 10], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
37: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
38: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
39: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
40: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
41: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
42: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
43: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
44: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
45: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
46: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
47: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
48: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
49: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
50: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
