0: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8, 11], [13, 12, 22, 16], [18, 21, 17], [23, 24], [19, 50], [20, 28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78, 77], [79, 82], [83, 81, 85, 80], [86, 84, 87, 88]]
19: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86], [84, 87, 88]]
20: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86], [84, 87, 88]]
21: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86], [84, 87, 88]]
22: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86, 84], [87, 88]]
23: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75], [73, 74, 78], [77, 79, 82], [83, 81], [85, 80, 86], [84, 87, 88]]
24: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78], [77, 79, 82], [83, 81, 85], [80, 86], [84, 87, 88]]
25: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86, 84], [87, 88]]
26: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73, 74], [78, 77, 79, 82], [83, 81, 85, 80, 86, 84, 87, 88]]
27: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61, 51], [59, 57], [58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86, 84], [87, 88]]
28: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71], [64, 65, 68], [72, 66, 69], [76, 70], [75, 73, 74], [78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
29: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62], [63, 67], [71, 64, 65], [68, 72, 66, 69, 76, 70], [75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
30: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70], [75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
31: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
32: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71], [64, 65], [68, 72, 66], [69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
33: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62], [63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77, 79], [82, 83, 81], [85, 80, 86], [84, 87, 88]]
34: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68], [72, 66, 69], [76, 70, 75], [73, 74], [78, 77, 79], [82, 83, 81], [85, 80, 86], [84, 87, 88]]
35: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79], [82, 83, 81], [85, 80, 86], [84, 87, 88]]
36: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63, 67], [71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74], [78, 77, 79], [82, 83, 81, 85, 80, 86, 84, 87, 88]]
37: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77, 79], [82, 83, 81], [85, 80, 86], [84, 87, 88]]
38: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78, 77, 79], [82, 83, 81, 85], [80, 86], [84, 87, 88]]
39: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69], [76, 70, 75], [73, 74], [78, 77, 79], [82, 83, 81], [85, 80, 86, 84, 87, 88]]
40: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73, 74], [78, 77, 79], [82, 83, 81], [85, 80, 86, 84, 87, 88]]
41: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77, 79], [82, 83], [81, 85], [80, 86, 84], [87, 88]]
42: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78], [77, 79], [82, 83, 81, 85, 80, 86, 84, 87, 88]]
43: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72, 66], [69, 76], [70, 75, 73], [74, 78, 77, 79], [82, 83, 81, 85, 80, 86, 84, 87, 88]]
44: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63, 67, 71, 64, 65, 68, 72, 66], [69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86], [84, 87, 88]]
45: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63, 67, 71, 64, 65, 68, 72, 66], [69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86], [84, 87, 88]]
46: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40], [47, 38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68], [72, 66, 69], [76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
47: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
48: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30], [33, 32, 39], [34, 35], [40, 47], [38, 42], [37, 43, 46], [44, 45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78, 77], [79, 82, 83], [81, 85, 80], [86, 84, 87], [88]]
49: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74, 78], [77, 79, 82, 83], [81, 85, 80, 86], [84, 87, 88]]
50: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54], [55, 52, 48], [61, 51, 59], [57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77], [79, 82], [83, 81], [85, 80, 86, 84], [87, 88]]
