0: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
11: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
12: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
13: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
14: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
15: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
16: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
17: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
18: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
19: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
20: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
21: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
22: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
23: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
24: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
25: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
26: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
27: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
28: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
29: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
30: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
31: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
32: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
33: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
34: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
35: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
36: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
37: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
38: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
39: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
40: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
41: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
42: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
43: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
44: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
45: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
46: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
47: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
48: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
49: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
50: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
