0: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
27: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
28: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
29: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
30: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
31: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
32: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
33: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
34: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
35: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
36: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
37: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
38: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
39: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
40: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
41: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
42: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
43: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
44: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
45: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
46: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
47: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
48: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
49: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
50: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
51: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
52: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
53: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
54: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
55: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
56: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
57: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
58: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
59: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
60: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
61: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
62: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
63: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
64: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
65: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
66: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
67: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
68: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
69: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
70: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
71: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
72: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
73: [[17, 15, 32, 30, 19, 8, 5], [33, 25, 34, 31, 13, 11, 23], [7, 9, 16, 35, 24, 1, 29, 22], [28, 37, 20, 4, 3, 2, 12], [14, 27, 10, 6, 18, 36, 26, 21]]
