0: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
46: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
47: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
48: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
49: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
50: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
51: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
52: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
53: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
54: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
55: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
56: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
57: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
58: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
59: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
60: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
61: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
62: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
63: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
64: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
65: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
66: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
67: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
68: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
69: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
70: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
71: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
72: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
73: [[8, 32, 23, 6], [26, 25, 11, 31], [12, 16, 36, 27, 2], [1, 19, 3, 20, 4], [22, 24, 29, 7, 35], [33, 37, 15, 21, 28], [18, 9, 14, 17, 10], [34, 5, 13, 30]]
