0: [[4, 6, 5, 16, 3], [9, 2, 8, 1, 13], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
15: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
16: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
17: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
18: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
19: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
20: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
21: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
22: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
23: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
24: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
25: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
26: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
27: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
28: [[4, 16, 3], [6, 1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
29: [[4, 16, 3], [6, 1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
30: [[4, 16, 3], [6, 1, 13, 9, 2, 5], [8, 7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
31: [[4, 16, 3], [6, 1, 13, 9, 2, 5], [8, 7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
32: [[4, 16, 3], [6, 1, 13, 9, 2, 5], [8, 7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
33: [[4, 16, 3], [6, 1, 13, 9, 2, 5], [8, 7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
34: [[4, 6, 16, 3], [1, 13, 9, 2, 5], [8, 7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
35: [[4, 6, 1, 16, 3], [13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
36: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20], [22, 23, 24, 21]]
37: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20], [22, 23, 24, 21]]
38: [[16, 3, 4], [6, 1, 13, 9, 2, 5], [8, 7, 14, 11], [10, 12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
39: [[16, 3, 4], [6, 1, 13, 9, 2, 5], [8, 7, 14, 11], [10, 12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
40: [[16, 3, 4], [6, 1, 13, 9, 2, 5], [8, 7, 14, 11], [10, 12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
41: [[16, 3, 4, 6], [1, 13, 9, 2, 5, 8, 7], [14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
42: [[16, 3, 4, 6], [1, 13, 9, 2, 5, 8, 7], [14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
43: [[16, 3, 4, 6], [1, 13, 9, 2, 5], [8, 7, 14, 11], [10, 12, 15, 17, 18, 19, 20], [22, 23, 24, 21]]
44: [[16, 3, 4, 6], [1, 13, 9, 2, 5], [8, 7, 14, 11], [10, 12, 15, 17, 18, 19, 20], [22, 23, 24, 21]]
45: [[4, 6, 1, 16, 3], [13, 9, 2, 5, 8, 7], [14, 11, 10], [12, 15, 17, 18, 19, 20, 22], [23, 24, 21]]
46: [[4, 6, 1, 16, 3], [13, 9, 2, 5, 8, 7, 14], [11, 10, 12], [15, 17, 18, 19, 20, 22], [23, 24, 21]]
47: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22, 23], [24, 21]]
48: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22, 23], [24, 21]]
49: [[4, 6, 16, 3], [1, 13, 9, 2, 5, 8], [7, 14, 11, 10], [12, 15, 17, 18, 19, 20, 22, 23], [24, 21]]
