0: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46, 25, 86, 83, 67, 26, 15], [75, 76, 65, 17, 21], [2], [9, 27, 31], [3, 4], [49, 11, 24], [42, 38, 20, 5], [22, 18, 34, 12, 39, 6, 47], [28, 23, 54, 13], [55, 57, 81, 29], [50, 59, 37, 19, 63, 64], [1, 45, 79, 52, 60, 43, 51], [53, 33, 72, 68, 30], [62, 73], [10, 66, 74, 77, 78, 84], [58, 80, 87], [85]]
11: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41], [46, 25, 86, 83, 67], [26, 15], [75, 76, 65], [17, 21], [2, 9, 27], [31, 3, 4, 49], [11, 24, 42, 38, 20, 5, 22], [18, 34, 12, 39], [6, 47, 28, 23], [54, 13, 55, 57, 81, 29], [50, 59, 37, 19, 63, 64, 1], [45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
12: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41], [46, 25, 86, 83, 67], [26, 15], [75, 76, 65], [17, 21], [2, 9, 27], [31, 3, 4, 49], [11, 24, 42, 38, 20, 5, 22], [18, 34, 12, 39], [6, 47, 28, 23], [54, 13, 55, 57, 81, 29], [50, 59, 37, 19, 63, 64, 1], [45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
13: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46], [25, 86, 83, 67, 26], [15], [75, 76, 65], [17, 21, 2], [9, 27], [31, 3, 4], [49, 11, 24], [42, 38], [20, 5, 22, 18, 34], [12, 39, 6, 47, 28], [23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51], [53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
14: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7, 14, 41], [46, 25, 86, 83], [67, 26], [15], [75], [76, 65], [17, 21, 2, 9, 27], [31, 3, 4, 49, 11], [24, 42, 38, 20], [5, 22, 18, 34], [12, 39, 6, 47], [28, 23, 54, 13], [55, 57], [81, 29, 50, 59, 37, 19], [63, 64, 1, 45, 79], [52, 60, 43, 51, 53], [33, 72, 68, 30, 62], [73, 10, 66, 74, 77, 78], [84, 58, 80, 87, 85]]
15: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46, 25], [86, 83, 67, 26, 15, 75], [76, 65, 17, 21, 2], [9, 27], [31, 3, 4, 49, 11, 24], [42, 38, 20, 5, 22], [18, 34, 12, 39, 6, 47, 28], [23, 54, 13, 55], [57, 81, 29, 50, 59, 37, 19], [63, 64, 1, 45, 79, 52, 60], [43, 51, 53, 33, 72, 68, 30], [62, 73, 10, 66, 74], [77, 78, 84, 58, 80, 87, 85]]
16: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44], [71, 88], [69, 7, 14, 41], [46, 25], [86, 83], [67, 26, 15, 75], [76, 65, 17, 21, 2], [9], [27, 31, 3], [4, 49, 11], [24, 42, 38, 20, 5], [22, 18], [34, 12, 39, 6], [47, 28, 23, 54, 13, 55], [57, 81, 29, 50, 59, 37], [19, 63, 64], [1, 45, 79, 52, 60, 43, 51], [53, 33, 72, 68, 30, 62], [73, 10], [66, 74, 77], [78, 84], [58, 80, 87, 85]]
17: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46, 25], [86, 83, 67, 26], [15, 75], [76, 65], [17, 21], [2, 9, 27, 31, 3, 4, 49, 11, 24], [42, 38, 20], [5, 22, 18, 34, 12], [39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33], [72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
18: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7, 14, 41], [46, 25], [86, 83, 67, 26], [15, 75, 76, 65], [17, 21], [2, 9], [27, 31], [3, 4, 49, 11], [24, 42, 38, 20, 5], [22, 18, 34, 12, 39, 6], [47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
19: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8, 44], [71, 88], [69, 7], [14, 41], [46, 25, 86], [83, 67, 26, 15], [75, 76, 65, 17], [21, 2, 9], [27, 31, 3, 4], [49, 11, 24, 42, 38], [20, 5], [22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57], [81, 29], [50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53], [33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
20: [[70, 36, 32, 40], [56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7], [14, 41, 46], [25, 86], [83, 67], [26, 15, 75, 76, 65], [17, 21, 2, 9], [27, 31, 3, 4], [49, 11, 24], [42, 38], [20, 5], [22, 18, 34, 12, 39], [6, 47], [28, 23, 54], [13, 55], [57, 81, 29, 50, 59, 37], [19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53], [33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58], [80, 87, 85]]
21: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46, 25], [86, 83], [67, 26, 15, 75], [76, 65], [17, 21], [2, 9, 27, 31], [3, 4], [49, 11, 24, 42], [38, 20, 5, 22], [18, 34, 12, 39, 6], [47, 28, 23, 54, 13], [55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72], [68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
22: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8, 44], [71, 88], [69, 7], [14, 41, 46, 25], [86, 83], [67, 26], [15, 75], [76, 65, 17, 21], [2], [9, 27, 31, 3], [4, 49], [11, 24, 42, 38], [20, 5], [22, 18, 34, 12, 39, 6], [47, 28, 23, 54, 13], [55, 57, 81, 29, 50], [59, 37, 19, 63], [64, 1, 45, 79, 52, 60], [43, 51, 53, 33, 72, 68, 30], [62, 73, 10, 66, 74, 77, 78], [84, 58, 80, 87, 85]]
23: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44], [71, 88, 69, 7], [14, 41], [46, 25, 86], [83, 67, 26], [15, 75], [76, 65], [17, 21, 2], [9, 27, 31, 3], [4, 49], [11, 24], [42, 38, 20], [5, 22, 18], [34, 12], [39, 6, 47], [28, 23, 54, 13], [55, 57, 81, 29, 50, 59, 37, 19, 63, 64], [1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
24: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8, 44], [71, 88], [69, 7], [14, 41, 46, 25], [86, 83], [67, 26], [15, 75], [76, 65, 17, 21], [2], [9, 27, 31, 3], [4, 49, 11, 24, 42, 38, 20], [5, 22, 18, 34, 12, 39, 6], [47, 28, 23, 54, 13], [55, 57, 81, 29, 50, 59, 37], [19, 63, 64, 1, 45], [79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
25: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41], [46, 25, 86, 83, 67], [26, 15], [75, 76, 65], [17, 21, 2], [9, 27], [31, 3, 4, 49, 11, 24, 42], [38, 20, 5, 22, 18, 34, 12], [39, 6, 47, 28], [23, 54, 13, 55, 57, 81], [29, 50, 59, 37, 19, 63, 64], [1, 45, 79], [52, 60, 43, 51], [53, 33, 72, 68], [30, 62, 73, 10], [66, 74, 77], [78, 84], [58, 80, 87, 85]]
26: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41], [46, 25, 86, 83, 67], [26, 15], [75, 76, 65, 17], [21, 2, 9, 27], [31, 3], [4, 49, 11, 24], [42, 38, 20, 5], [22, 18], [34, 12], [39, 6], [47, 28, 23, 54], [13, 55, 57, 81, 29], [50, 59, 37, 19, 63, 64], [1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
27: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46], [25, 86, 83, 67], [26, 15, 75], [76, 65], [17, 21], [2, 9, 27, 31], [3, 4], [49, 11, 24], [42], [38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72], [68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
28: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44], [71, 88, 69], [7, 14, 41], [46, 25, 86, 83, 67], [26, 15, 75, 76, 65], [17], [21, 2, 9, 27], [31, 3, 4, 49, 11, 24, 42, 38, 20, 5], [22, 18, 34, 12], [39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1], [45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62], [73, 10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
29: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46, 25], [86, 83], [67, 26], [15, 75, 76, 65], [17, 21], [2, 9], [27, 31, 3, 4, 49], [11, 24], [42, 38, 20], [5, 22, 18], [34, 12], [39, 6, 47, 28, 23, 54, 13], [55, 57, 81, 29, 50, 59, 37], [19, 63, 64, 1, 45], [79, 52, 60, 43, 51, 53], [33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
30: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46], [25, 86, 83, 67, 26], [15], [75, 76, 65], [17, 21, 2], [9, 27], [31, 3, 4], [49, 11, 24, 42], [38, 20], [5, 22], [18, 34], [12, 39], [6, 47, 28, 23, 54, 13, 55], [57, 81, 29], [50, 59, 37, 19, 63, 64], [1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
31: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44], [71, 88], [69, 7], [14, 41, 46, 25], [86, 83], [67, 26], [15, 75, 76, 65], [17, 21], [2, 9], [27, 31], [3, 4, 49, 11, 24], [42], [38, 20, 5, 22], [18, 34], [12, 39, 6, 47], [28, 23], [54, 13, 55, 57, 81, 29], [50, 59, 37, 19, 63], [64, 1, 45, 79, 52], [60, 43, 51, 53], [33, 72, 68, 30, 62, 73], [10, 66, 74, 77, 78], [84, 58, 80, 87, 85]]
32: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8, 44], [71, 88, 69, 7], [14, 41, 46], [25, 86, 83], [67, 26], [15, 75], [76, 65, 17, 21], [2, 9], [27, 31], [3, 4], [49, 11, 24], [42, 38], [20, 5, 22, 18], [34, 12, 39, 6], [47, 28, 23], [54, 13, 55, 57], [81, 29, 50], [59, 37, 19, 63], [64, 1, 45, 79], [52, 60, 43], [51, 53], [33, 72, 68], [30, 62, 73], [10, 66, 74, 77], [78, 84], [58, 80, 87, 85]]
33: [[70, 36, 32, 40], [56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7, 14, 41], [46, 25, 86, 83, 67, 26, 15, 75, 76, 65], [17, 21, 2, 9], [27, 31], [3, 4, 49, 11], [24, 42, 38, 20, 5, 22], [18, 34, 12, 39, 6, 47, 28], [23, 54, 13, 55, 57], [81, 29], [50, 59, 37, 19, 63, 64], [1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77], [78, 84, 58], [80, 87, 85]]
34: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69], [7, 14, 41, 46], [25, 86, 83, 67], [26, 15], [75, 76], [65, 17], [21, 2], [9, 27, 31], [3, 4], [49, 11], [24, 42], [38, 20], [5, 22, 18, 34, 12, 39], [6, 47, 28, 23, 54], [13, 55, 57, 81, 29], [50, 59, 37, 19, 63], [64, 1, 45, 79, 52, 60], [43, 51, 53, 33, 72, 68, 30], [62, 73, 10, 66, 74, 77, 78], [84, 58, 80, 87, 85]]
35: [[70, 36], [32, 40, 56, 35], [61, 48, 16], [82, 8, 44], [71, 88, 69, 7], [14, 41, 46, 25], [86, 83, 67], [26, 15, 75], [76, 65, 17, 21], [2, 9, 27], [31, 3], [4, 49, 11, 24], [42, 38, 20, 5], [22, 18, 34, 12], [39, 6, 47, 28], [23, 54, 13, 55], [57, 81, 29, 50], [59, 37, 19, 63], [64, 1, 45], [79, 52, 60], [43], [51, 53, 33, 72], [68, 30, 62, 73], [10, 66, 74, 77], [78, 84], [58, 80, 87, 85]]
36: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44], [71, 88], [69, 7, 14, 41, 46], [25, 86, 83], [67, 26, 15, 75], [76, 65], [17, 21, 2, 9], [27, 31, 3], [4, 49], [11, 24], [42, 38], [20, 5, 22, 18], [34, 12, 39, 6, 47], [28, 23, 54, 13], [55, 57, 81], [29, 50, 59, 37, 19], [63, 64], [1, 45, 79], [52, 60, 43], [51, 53, 33, 72], [68, 30, 62, 73], [10, 66, 74, 77], [78, 84, 58], [80, 87, 85]]
37: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7, 14, 41, 46], [25, 86, 83], [67, 26, 15], [75, 76, 65, 17], [21], [2, 9, 27], [31, 3, 4], [49, 11, 24], [42, 38, 20, 5], [22, 18, 34, 12], [39, 6, 47, 28], [23, 54], [13, 55], [57, 81, 29], [50, 59], [37, 19, 63, 64, 1, 45], [79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62], [73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
38: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7], [14, 41, 46], [25, 86], [83, 67], [26, 15, 75, 76], [65, 17, 21], [2, 9, 27], [31, 3, 4], [49, 11, 24], [42, 38], [20, 5, 22], [18, 34, 12], [39, 6, 47], [28, 23, 54], [13, 55, 57], [81, 29, 50, 59], [37, 19, 63, 64], [1, 45, 79, 52], [60, 43, 51, 53, 33, 72, 68, 30], [62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
39: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8, 44], [71, 88], [69, 7], [14, 41, 46, 25], [86, 83], [67, 26], [15, 75], [76, 65, 17, 21], [2], [9, 27, 31, 3], [4, 49, 11, 24, 42, 38, 20], [5, 22, 18, 34, 12, 39, 6], [47, 28, 23, 54, 13, 55], [57, 81, 29], [50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
40: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8], [44, 71, 88], [69, 7], [14, 41, 46], [25, 86], [83, 67], [26, 15], [75, 76, 65], [17, 21], [2, 9], [27, 31, 3], [4], [49, 11, 24, 42, 38], [20, 5, 22, 18], [34, 12, 39, 6, 47], [28, 23, 54, 13], [55, 57], [81, 29, 50, 59], [37, 19, 63, 64], [1, 45, 79, 52], [60, 43, 51], [53, 33, 72], [68, 30, 62, 73, 10, 66, 74], [77, 78, 84, 58, 80, 87, 85]]
41: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7, 14, 41, 46, 25], [86, 83], [67, 26, 15, 75], [76, 65, 17, 21, 2], [9, 27, 31, 3], [4, 49, 11], [24, 42, 38], [20, 5, 22, 18, 34], [12, 39], [6, 47, 28], [23, 54, 13], [55, 57, 81, 29], [50, 59, 37, 19], [63, 64, 1, 45], [79, 52, 60], [43, 51, 53], [33, 72, 68, 30, 62, 73], [10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
42: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44], [71, 88, 69, 7], [14, 41], [46, 25, 86, 83], [67, 26, 15, 75, 76, 65], [17, 21, 2, 9, 27, 31, 3], [4, 49, 11, 24, 42, 38, 20], [5, 22, 18, 34, 12], [39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50], [59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
43: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46], [25, 86], [83, 67], [26, 15], [75, 76], [65, 17, 21, 2], [9, 27, 31, 3], [4, 49, 11, 24], [42, 38, 20, 5, 22], [18, 34, 12, 39], [6, 47, 28, 23], [54, 13, 55, 57, 81, 29, 50, 59], [37, 19, 63, 64, 1, 45, 79, 52, 60], [43, 51], [53, 33, 72, 68, 30, 62, 73], [10, 66, 74, 77, 78, 84], [58, 80, 87, 85]]
44: [[70, 36], [32], [40, 56, 35], [61, 48], [16, 82, 8], [44, 71, 88, 69], [7, 14, 41, 46, 25, 86, 83], [67, 26, 15, 75], [76, 65, 17, 21], [2, 9, 27, 31, 3, 4], [49, 11, 24, 42, 38, 20, 5], [22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59], [37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
45: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44], [71, 88], [69], [7], [14, 41], [46, 25, 86, 83, 67], [26, 15, 75, 76, 65], [17, 21, 2, 9], [27, 31, 3, 4, 49, 11], [24, 42, 38, 20, 5, 22, 18], [34, 12, 39, 6, 47, 28, 23], [54, 13, 55, 57, 81, 29, 50, 59], [37, 19, 63, 64, 1], [45, 79], [52, 60, 43, 51], [53, 33, 72, 68, 30, 62], [73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
46: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44, 71, 88, 69], [7, 14, 41, 46, 25, 86, 83, 67, 26, 15], [75, 76, 65, 17], [21, 2], [9, 27, 31, 3], [4, 49, 11, 24, 42, 38], [20, 5, 22, 18, 34, 12, 39], [6, 47, 28, 23, 54], [13, 55], [57, 81, 29, 50, 59, 37], [19, 63, 64], [1], [45, 79, 52], [60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58], [80, 87, 85]]
47: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8], [44, 71, 88], [69], [7, 14, 41, 46], [25, 86, 83], [67, 26], [15, 75, 76], [65, 17], [21, 2, 9, 27, 31], [3, 4], [49, 11, 24, 42, 38], [20, 5], [22, 18], [34, 12, 39], [6, 47, 28], [23, 54], [13, 55], [57, 81, 29], [50, 59, 37, 19], [63, 64, 1, 45], [79, 52], [60, 43], [51, 53, 33, 72], [68, 30, 62, 73], [10, 66, 74, 77, 78], [84, 58, 80, 87, 85]]
48: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7], [14, 41], [46, 25, 86], [83, 67], [26, 15, 75, 76], [65, 17, 21], [2, 9], [27, 31], [3, 4, 49, 11], [24, 42, 38], [20, 5, 22, 18], [34, 12, 39, 6], [47, 28, 23], [54, 13, 55, 57], [81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33], [72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
49: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46], [25, 86, 83, 67], [26, 15, 75, 76, 65], [17, 21, 2], [9, 27, 31, 3], [4, 49], [11, 24, 42, 38], [20, 5, 22], [18, 34, 12, 39, 6], [47], [28, 23, 54], [13, 55, 57, 81, 29], [50, 59], [37, 19], [63, 64], [1, 45, 79, 52, 60, 43, 51, 53], [33, 72, 68], [30, 62, 73, 10, 66], [74, 77, 78, 84, 58, 80, 87, 85]]
50: [[70, 36], [32, 40, 56, 35], [61, 48, 16, 82], [8, 44, 71], [88, 69], [7, 14, 41, 46, 25], [86, 83], [67, 26], [15, 75, 76, 65], [17, 21], [2, 9], [27, 31], [3, 4, 49], [11, 24, 42, 38], [20, 5, 22, 18], [34, 12, 39, 6], [47, 28, 23], [54, 13, 55, 57], [81, 29, 50, 59, 37, 19, 63], [64, 1, 45, 79, 52], [60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
