0: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
18: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
19: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
20: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
21: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
22: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
23: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
24: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
25: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
26: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
27: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
28: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
29: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
30: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
31: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
32: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
33: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
34: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
35: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
36: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
37: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
38: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
39: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
40: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
41: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
42: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
43: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
44: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
45: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
46: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
47: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
48: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
49: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
50: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
51: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
52: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
53: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
54: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
55: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
56: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
57: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
58: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
59: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
60: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
61: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
62: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
63: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
64: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
65: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
66: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
67: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
68: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
69: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
70: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
71: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
72: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
73: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
