0: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29], [59, 30], [60, 41], [63, 33, 31, 54, 35, 36], [32], [34, 39, 44], [37, 46, 40, 42, 43], [57, 45, 56, 47, 55], [48, 49, 50, 61, 51, 53], [52, 58, 62], [65, 71, 64, 66, 67], [78, 68, 69, 70, 74], [72, 73, 76, 77, 75], [79, 82], [81, 80, 87, 83], [84, 85, 86, 88]]
25: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18], [19, 28, 25, 29, 59], [30, 60, 41, 63], [33, 31, 54, 35, 36, 32, 34, 39], [44, 37, 46, 40, 42], [43, 57, 45], [47, 48, 49, 51, 50], [53, 52, 55], [56, 58, 61, 62, 65], [71, 64, 66, 67, 78], [68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
26: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23], [18, 19], [28, 25, 29, 59, 30], [60, 41, 63], [33, 31], [54, 35], [36, 32, 34, 39, 44, 37], [46], [40, 42, 43], [57, 45, 47], [53, 49, 48, 51, 50], [52, 55], [58, 56], [61, 62, 65, 71], [64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
27: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23], [18, 19], [28, 25, 29, 59, 30], [60, 41, 63], [33, 31], [54, 35], [36, 32, 34, 39, 44, 37], [46], [40, 42, 43], [57, 45, 47], [53, 49, 48, 51, 50], [52, 55], [58, 56], [61, 62, 65, 71], [64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
28: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23], [18, 19], [28, 25, 29, 59, 30], [60, 41, 63], [33, 31], [54, 35], [36, 32, 34, 39, 44, 37], [46], [40, 42, 43], [57, 45, 47], [53, 49, 48, 51, 50], [52, 55], [58, 56], [61, 62, 65, 71], [64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
29: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29], [59, 30], [60, 41, 63, 33], [31, 54, 35, 36, 32], [34, 39, 44, 37, 46], [40, 42], [43], [57, 45, 47], [49, 53, 48, 51, 50], [52, 55, 58, 56, 61], [62, 65, 71, 64], [66, 67, 78], [68, 69, 70, 74, 72], [73, 76, 77, 75, 79], [82, 81, 80, 87, 83], [84, 85], [86, 88]]
30: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23], [18, 19, 28], [25, 29, 59, 30], [60, 41, 63], [33, 31, 54, 35], [36, 32, 34, 39], [44, 37, 46], [40, 42, 43, 57, 45, 47, 48, 53, 51, 49], [50, 52, 55, 62, 56, 61, 58, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72], [73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
31: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23], [18, 19], [28, 25, 29, 59], [30, 60], [41, 63, 33], [31, 54], [35, 36, 32], [34, 39, 44, 37], [46, 40, 42, 43], [57, 45, 47, 49, 51, 48, 53, 50, 52, 55, 58, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
32: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25], [29, 59, 30, 60, 41], [63, 33], [31, 54, 35, 36], [32, 34, 39, 44, 37, 46], [40, 42, 43, 57, 45], [47, 48, 51, 50, 49], [52, 53, 55, 58, 61, 56, 62, 65, 71, 64, 66], [67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
33: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21], [20, 24, 16, 23], [18, 19], [28, 25], [29, 59], [30, 60, 41, 63, 33], [31, 54], [35, 36], [32, 34, 39], [44, 37, 46], [40, 42, 43], [57, 45, 47, 58, 51], [48, 50], [55, 49, 52, 53, 56], [61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83], [84, 85, 86, 88]]
34: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17], [26, 21, 20, 24, 16], [23, 18], [19, 28, 25, 29], [59, 30, 60, 41, 63, 33], [31, 54, 35, 36, 32], [34, 39, 44, 37, 46], [40, 42], [43, 57, 45, 47, 48], [52, 50], [49, 53, 51], [55, 56, 58, 61, 62, 65, 71, 64, 66, 67, 78], [68, 69, 70, 74, 72, 73, 76, 77], [75], [79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
35: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23], [18, 19], [28, 25, 29, 59, 30], [60, 41, 63, 33, 31, 54, 35, 36, 32], [34, 39, 44, 37, 46, 40, 42, 43, 57], [45, 47, 49, 53], [48, 51], [50, 52, 55, 56, 61, 58, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
36: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18], [19, 28, 25, 29, 59], [30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 58, 55, 49, 48, 51, 50, 53, 52, 56, 61, 62, 65, 71, 64, 66, 67, 78], [68, 69, 70, 74, 72, 73, 76, 77, 75, 79], [82, 81, 80, 87, 83, 84, 85, 86, 88]]
37: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8], [27, 14, 15, 11], [17, 26, 21], [20, 24], [16, 23], [18, 19, 28], [25, 29], [59, 30], [60, 41, 63], [33, 31, 54], [35, 36, 32], [34, 39, 44, 37, 46], [40, 42], [43, 57, 45], [47, 56, 51, 49], [50, 53, 52, 55], [48, 58, 61, 62], [65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
38: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21], [20, 24, 16, 23, 18, 19, 28, 25], [29, 59, 30, 60, 41], [63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37], [46, 40, 42, 43, 57, 45, 47], [50, 55, 49, 48, 51, 53, 52, 56, 58, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
39: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21], [20, 24, 16, 23, 18], [19, 28], [25, 29, 59, 30, 60], [41, 63, 33], [31, 54, 35, 36], [32, 34, 39, 44, 37, 46], [40, 42, 43, 57, 45, 47], [56, 52, 50, 51, 48, 49], [55, 53], [61, 58, 62, 65, 71], [64, 66, 67], [78, 68, 69], [70, 74, 72, 73, 76], [77, 75], [79, 82, 81, 80, 87], [83, 84, 85, 86, 88]]
40: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23], [18, 19, 28, 25, 29], [59, 30, 60, 41, 63], [33, 31, 54], [35, 36], [32, 34], [39], [44, 37, 46, 40, 42], [43, 57, 45, 47, 55], [51, 50, 49, 48], [52, 53], [56, 61], [58, 62, 65, 71, 64, 66], [67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80], [87, 83, 84, 85, 86, 88]]
41: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16], [23, 18], [19, 28, 25, 29, 59], [30, 60, 41, 63], [33, 31, 54, 35, 36], [32, 34, 39, 44, 37], [46, 40, 42, 43], [57, 45, 47, 49, 51], [52, 50, 48, 55, 56], [53, 58], [61, 62], [65, 71, 64, 66, 67], [78, 68, 69], [70, 74, 72, 73, 76], [77, 75, 79, 82], [81, 80, 87], [83, 84, 85, 86], [88]]
42: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10, 9], [8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18], [19, 28, 25], [29, 59, 30], [60, 41, 63, 33], [31, 54, 35, 36], [32, 34, 39], [44, 37, 46, 40, 42], [43, 57], [45, 47, 48, 51], [49, 50, 52, 55], [53, 56, 58, 61, 62], [65, 71, 64, 66, 67], [78, 68, 69, 70, 74], [72, 73, 76, 77], [75, 79], [82, 81], [80, 87, 83, 84], [85, 86, 88]]
43: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16], [23, 18, 19, 28, 25], [29, 59, 30], [60, 41], [63, 33], [31, 54], [35, 36, 32, 34, 39], [44, 37, 46, 40], [42, 43, 57, 45, 47], [56, 50, 51, 49, 53, 55, 48, 58, 52, 61], [62, 65, 71], [64, 66, 67, 78, 68, 69], [70, 74, 72], [73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
44: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21], [20, 24, 16, 23], [18, 19, 28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 49, 48, 50, 52, 51, 55, 53, 56, 58, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
45: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11], [17, 26, 21, 20, 24], [16, 23], [18, 19, 28, 25, 29], [59, 30, 60, 41, 63], [33, 31, 54, 35, 36], [32, 34, 39, 44], [37, 46, 40], [42, 43, 57, 45, 47], [48, 55, 51, 49, 50], [61, 52, 53, 56], [58, 62, 65], [71, 64, 66, 67, 78], [68, 69, 70, 74, 72], [73, 76, 77, 75, 79], [82, 81], [80, 87, 83], [84, 85, 86, 88]]
46: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16], [23, 18, 19, 28], [25, 29, 59, 30, 60, 41], [63, 33, 31, 54, 35], [36, 32, 34, 39, 44], [37, 46], [40, 42, 43, 57, 45], [47, 48], [55, 50, 51], [52, 49, 53, 56, 61, 58, 62, 65, 71, 64, 66], [67, 78, 68, 69, 70, 74, 72, 73], [76], [77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
47: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29], [59, 30, 60], [41, 63], [33, 31], [54], [35, 36], [32, 34, 39, 44, 37], [46, 40, 42, 43, 57], [45, 47, 48], [53, 50], [49, 55], [51, 52], [56, 58, 61], [62, 65, 71], [64, 66, 67, 78, 68, 69, 70, 74], [72, 73, 76, 77, 75, 79, 82, 81], [80, 87, 83, 84, 85, 86, 88]]
48: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10, 9], [8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18], [19, 28], [25, 29, 59], [30, 60, 41], [63, 33, 31, 54], [35, 36, 32, 34], [39, 44], [37, 46, 40, 42], [43, 57, 45, 47, 48, 51], [49, 50, 53, 52, 55], [56, 58, 61, 62, 65], [71, 64], [66, 67, 78, 68, 69], [70, 74, 72, 73, 76, 77], [75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
49: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11], [17, 26, 21], [20, 24, 16, 23, 18], [19, 28, 25], [29, 59, 30], [60, 41, 63, 33, 31, 54, 35, 36, 32], [34, 39, 44, 37, 46, 40, 42, 43, 57, 45], [47, 48, 52, 49, 50, 53, 55, 56, 51, 58, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69], [70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
50: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26], [21, 20], [24, 16, 23], [18, 19, 28, 25, 29], [59, 30, 60], [41, 63], [33, 31], [54, 35], [36, 32, 34], [39, 44, 37], [46, 40, 42, 43], [57, 45, 47, 48], [50, 51], [49, 55, 52, 53], [56, 58, 61, 62, 65, 71], [64, 66, 67, 78, 68], [69, 70, 74, 72, 73], [76, 77], [75, 79, 82, 81, 80], [87, 83, 84, 85, 86, 88]]
