0: [[3, 56, 31, 35, 17, 32, 7, 2], [4, 45, 13, 9, 1, 23, 8, 26, 21, 6], [51, 12, 47, 5, 14, 16, 15, 11, 18, 10], [25, 40, 55, 19, 58, 60, 20, 24], [30, 42, 22, 43, 28, 36, 27], [33, 39, 29, 34, 41, 46, 37, 38, 44], [52, 49, 48, 54, 57, 50, 53, 59]]
22: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 26, 15, 30, 6, 18, 16, 21, 12, 17, 23, 22, 10, 28, 31], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
23: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 10, 30, 12, 18, 16, 17, 15, 31, 21, 22, 28, 26, 23], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
24: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 31, 15, 26, 6, 10, 23, 17, 12, 18, 22, 16, 21, 30, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
25: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 6, 12, 22, 15, 23, 16, 18, 31, 17, 21, 26, 28, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
26: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 18, 15, 10, 26, 16, 12, 17, 21, 31, 6, 23, 22, 30, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
27: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 10, 26, 15, 22, 12, 17, 28, 21, 31, 23, 16, 18, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
28: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 6, 12, 26, 15, 23, 18, 28, 10, 17, 16, 21, 31, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
29: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 12, 15, 10, 17, 26, 6, 16, 21, 22, 30, 28, 23, 18, 31], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
30: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 10, 30, 12, 28, 21, 15, 17, 22, 16, 23, 18, 31, 26], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
31: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 6, 12, 22, 26, 15, 17, 21, 23, 31, 30, 16, 18, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
32: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 12, 18, 22, 23, 10, 16, 15, 21, 17, 28, 31, 30, 26], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
33: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 17, 26, 6, 10, 15, 18, 12, 16, 31, 21, 23, 30, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
34: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 15, 12, 18, 10, 28, 17, 16, 26, 22, 21, 31, 23, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
35: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 22, 12, 10, 31, 23, 15, 17, 18, 16, 26, 21, 30, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
36: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 12, 10, 6, 23, 16, 17, 21, 15, 18, 30, 26, 28, 31], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
37: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 31, 6, 12, 10, 15, 18, 16, 21, 23, 17, 22, 26, 28, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
38: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 23, 10, 26, 6, 12, 18, 16, 17, 21, 31, 15, 22, 30, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
39: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 15, 10, 6, 12, 31, 18, 22, 16, 26, 30, 21, 17, 23, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
40: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 22, 15, 10, 31, 28, 12, 16, 18, 17, 26, 23, 21, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
41: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 30, 6, 10, 18, 15, 12, 16, 21, 23, 17, 26, 22, 28, 31], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
42: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 12, 10, 22, 31, 15, 17, 21, 16, 18, 30, 23, 26, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
43: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 26, 6, 22, 10, 15, 23, 16, 12, 17, 18, 21, 28, 30, 31], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
44: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 10, 6, 12, 15, 21, 16, 18, 17, 23, 30, 26, 28, 31], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
45: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 12, 10, 15, 31, 16, 21, 17, 26, 18, 30, 22, 28, 23], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
46: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 6, 10, 12, 15, 16, 23, 28, 17, 30, 21, 31, 18, 26], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
47: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 6, 12, 22, 15, 23, 18, 30, 21, 16, 17, 28, 26, 31], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
48: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 18, 6, 10, 12, 23, 15, 22, 16, 17, 21, 30, 28, 31, 26], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
49: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 30, 15, 22, 6, 10, 12, 16, 17, 18, 28, 21, 23, 26, 31], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
50: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 30, 12, 26, 18, 16, 22, 17, 21, 6, 10, 15, 23, 28, 31], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
51: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 23, 15, 6, 12, 10, 16, 17, 18, 31, 21, 26, 28, 30, 22], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
52: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 26, 12, 6, 10, 15, 31, 17, 18, 16, 21, 22, 23, 28, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
53: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 15, 6, 12, 18, 21, 22, 17, 23, 16, 30, 26, 28, 31], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
54: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 12, 15, 6, 10, 31, 16, 17, 23, 21, 18, 22, 26, 28, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
55: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 16, 30, 10, 23, 15, 17, 18, 22, 21, 31, 12, 26, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
56: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 15, 18, 10, 12, 26, 6, 17, 16, 22, 31, 28, 21, 23, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
57: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 30, 12, 10, 16, 22, 6, 17, 23, 15, 21, 26, 28, 18, 31], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
58: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 12, 22, 10, 17, 16, 18, 15, 26, 21, 30, 23, 31, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
59: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 6, 15, 22, 12, 21, 18, 16, 23, 28, 17, 26, 31, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
60: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 18, 6, 28, 10, 15, 12, 16, 30, 31, 22, 23, 17, 21, 26], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
61: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 10, 12, 6, 15, 23, 16, 21, 17, 18, 30, 31, 26, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
62: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 15, 6, 12, 23, 17, 18, 16, 31, 21, 26, 22, 28, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
63: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 18, 6, 10, 12, 16, 15, 22, 17, 21, 23, 30, 31, 26, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
64: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 30, 16, 28, 10, 21, 6, 17, 18, 23, 12, 31, 26, 15, 22], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
65: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 18, 12, 10, 17, 15, 23, 16, 28, 21, 30, 22, 26, 31], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
66: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 18, 6, 12, 10, 26, 15, 17, 23, 16, 22, 28, 21, 31, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
67: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 15, 10, 26, 22, 12, 6, 18, 16, 17, 31, 21, 23, 30, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
68: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 18, 22, 30, 15, 12, 17, 10, 16, 23, 21, 26, 31, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
69: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 30, 6, 10, 26, 21, 12, 17, 15, 18, 28, 16, 22, 31, 23], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
70: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 30, 28, 6, 10, 23, 12, 17, 16, 18, 15, 31, 21, 22, 26], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
71: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 15, 6, 12, 16, 21, 18, 22, 17, 26, 23, 31, 30, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
72: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 10, 18, 12, 23, 21, 16, 15, 22, 17, 31, 28, 30, 26], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
73: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 10, 26, 12, 15, 6, 18, 16, 23, 17, 21, 28, 30, 31], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
