0: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32, 35], [54, 37], [42, 38], [34, 44, 36, 39, 40], [43], [47, 45, 46, 56], [50, 49, 52, 55], [48, 57, 61, 53], [59, 51], [60, 69], [65, 66, 72], [78, 64], [67, 70, 68], [71, 75, 73, 74, 77, 76], [79, 80, 81, 83, 82], [87, 84, 85, 86, 88]]
11: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33], [32, 35, 54, 37], [42, 38], [34, 44, 36], [39, 40, 43, 47], [45, 46, 56], [50, 49, 52, 55], [48, 57], [61], [53, 59], [51, 60, 69], [65, 66, 72, 78], [64, 67, 70], [68], [71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
12: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33], [32, 35, 54, 37], [42, 38], [34, 44, 36], [39, 40, 43, 47], [45, 46, 56], [50, 49, 52, 55], [48, 57], [61], [53, 59], [51, 60, 69], [65, 66, 72, 78], [64, 67, 70], [68], [71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
13: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34], [44, 36, 39], [40, 43, 47], [45, 46, 56, 50], [49, 52], [55, 48, 57, 61], [53, 59, 51, 60], [69, 65, 66, 72], [78, 64, 67, 70], [68, 71], [75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
14: [[22, 1, 12, 2], [7, 3, 4], [5], [6, 9, 10], [8, 27], [15, 11, 14, 41], [29, 13, 28], [20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31], [30, 33, 32, 35], [54, 37, 42, 38], [34, 44, 36], [39, 40], [43, 47, 45, 46], [56, 50, 49, 52], [55, 48, 57, 61], [53, 59, 51, 60], [69, 65, 66, 72], [78, 64, 67, 70], [68, 71, 75, 73], [74, 77], [76, 79, 80], [81, 83, 82], [87, 84], [85, 86, 88]]
15: [[22, 1, 12, 2], [7, 3, 4], [5], [6, 9, 10], [8, 27], [15, 11, 14, 41], [29, 13, 28], [20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63], [26, 31], [30, 33, 32, 35], [54, 37, 42, 38], [34, 44], [36, 39, 40, 43], [47, 45, 46, 56], [50, 49, 52, 55], [48, 57], [61, 53, 59], [51, 60, 69], [65, 66], [72, 78, 64, 67], [70, 68, 71, 75, 73], [74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
16: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62], [63], [26, 31, 30, 33], [32, 35], [54, 37, 42, 38], [34, 44], [36, 39, 40, 43], [47, 45, 46, 56], [50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65], [66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85], [86, 88]]
17: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37, 42, 38], [34, 44, 36, 39, 40, 43, 47], [45, 46, 56], [50, 49, 52, 55, 48, 57, 61, 53], [59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
18: [[22, 1, 12, 2], [7, 3, 4], [5], [6, 9, 10], [8, 27], [15, 11, 14, 41], [29, 13, 28], [20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31], [30, 33], [32, 35, 54, 37], [42, 38], [34, 44, 36, 39], [40, 43, 47, 45], [46, 56, 50, 49], [52, 55, 48, 57], [61, 53, 59, 51], [60, 69, 65, 66], [72, 78, 64, 67, 70, 68, 71, 75], [73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
19: [[22, 1, 12, 2], [7, 3, 4], [5], [6, 9, 10], [8, 27], [15, 11, 14, 41], [29], [13, 28, 20, 18], [17, 25, 21], [19, 23], [24, 16, 58, 62], [63, 26, 31], [30, 33, 32, 35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43, 47, 45], [46, 56, 50], [49, 52, 55], [48, 57, 61, 53], [59, 51, 60], [69, 65, 66], [72, 78, 64], [67, 70], [68, 71], [75, 73, 74, 77], [76, 79, 80, 81, 83, 82, 87, 84], [85, 86, 88]]
20: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37], [42, 38, 34], [44, 36, 39, 40], [43, 47], [45, 46, 56], [50, 49, 52], [55, 48, 57], [61, 53, 59, 51], [60, 69, 65], [66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
21: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28], [20], [18, 17, 25, 21], [19, 23, 24], [16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37], [42, 38], [34, 44, 36, 39], [40, 43, 47, 45, 46], [56], [50, 49, 52, 55, 48, 57], [61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
22: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18], [17, 25, 21, 19], [23, 24, 16], [58, 62, 63, 26], [31, 30, 33], [32, 35, 54, 37], [42, 38, 34], [44, 36, 39, 40, 43], [47, 45, 46, 56, 50], [49, 52, 55, 48], [57, 61, 53, 59, 51, 60, 69, 65], [66, 72], [78, 64, 67, 70], [68, 71, 75, 73], [74, 77, 76, 79], [80, 81, 83, 82, 87, 84, 85, 86, 88]]
23: [[22, 1, 12, 2], [7, 3, 4], [5], [6, 9, 10], [8, 27], [15, 11, 14, 41], [29, 13, 28], [20, 18, 17, 25], [21, 19], [23, 24, 16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43, 47, 45], [46], [56, 50, 49, 52], [55, 48, 57, 61], [53, 59, 51, 60], [69, 65, 66, 72, 78], [64], [67, 70, 68, 71, 75], [73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
24: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62], [63, 26], [31], [30, 33, 32, 35], [54, 37], [42, 38, 34, 44], [36, 39], [40, 43, 47, 45], [46, 56, 50, 49], [52, 55], [48, 57, 61], [53, 59, 51, 60, 69], [65, 66, 72, 78], [64, 67], [70, 68, 71, 75], [73, 74, 77], [76, 79, 80, 81], [83, 82, 87, 84], [85, 86, 88]]
25: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37], [42, 38, 34], [44, 36], [39, 40], [43, 47, 45, 46], [56, 50, 49, 52], [55, 48, 57, 61], [53, 59, 51], [60, 69], [65, 66, 72], [78, 64, 67], [70, 68, 71, 75], [73, 74, 77], [76, 79, 80], [81, 83, 82, 87], [84, 85, 86, 88]]
26: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34], [44, 36, 39], [40, 43, 47], [45, 46], [56, 50, 49, 52], [55, 48, 57, 61, 53], [59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
27: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49], [52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64], [67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
28: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9, 10, 8, 27], [15, 11, 14, 41, 29], [13, 28, 20], [18], [17, 25, 21, 19], [23, 24, 16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37], [42, 38, 34, 44], [36, 39, 40, 43], [47, 45, 46, 56], [50, 49, 52, 55], [48, 57, 61, 53], [59, 51, 60, 69], [65, 66, 72, 78], [64, 67, 70], [68, 71, 75], [73, 74], [77, 76, 79, 80], [81, 83, 82], [87, 84, 85, 86, 88]]
29: [[22, 1, 12, 2], [7, 3, 4], [5], [6, 9, 10], [8, 27], [15, 11, 14, 41], [29, 13, 28], [20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31], [30, 33], [32, 35, 54, 37, 42], [38, 34, 44, 36], [39, 40, 43, 47], [45, 46, 56, 50], [49, 52, 55, 48, 57, 61, 53], [59, 51, 60], [69, 65, 66, 72, 78, 64, 67, 70], [68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
30: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25], [21, 19, 23, 24], [16, 58, 62, 63], [26, 31, 30], [33, 32, 35], [54, 37], [42, 38, 34, 44], [36, 39, 40, 43], [47, 45, 46, 56], [50, 49, 52, 55], [48, 57, 61, 53], [59], [51, 60, 69, 65], [66, 72, 78, 64], [67, 70, 68, 71], [75, 73, 74], [77, 76, 79, 80], [81, 83, 82, 87], [84, 85, 86, 88]]
31: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63], [26, 31], [30, 33, 32, 35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43, 47, 45], [46, 56, 50, 49], [52, 55, 48, 57], [61], [53, 59, 51], [60, 69, 65, 66], [72], [78, 64], [67, 70], [68, 71, 75, 73], [74, 77], [76, 79, 80, 81], [83, 82, 87], [84, 85, 86, 88]]
32: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20, 18], [17, 25], [21, 19, 23, 24], [16, 58, 62, 63], [26, 31, 30, 33], [32, 35], [54, 37], [42, 38, 34], [44, 36], [39, 40, 43], [47, 45, 46, 56, 50, 49], [52, 55, 48, 57, 61], [53, 59, 51, 60, 69], [65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
33: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33], [32, 35, 54], [37, 42, 38, 34], [44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64], [67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
34: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43], [47, 45], [46], [56, 50, 49, 52, 55], [48, 57], [61, 53, 59, 51], [60, 69], [65, 66, 72, 78], [64, 67, 70, 68], [71, 75, 73], [74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
35: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29], [13, 28, 20, 18], [17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35], [54, 37, 42, 38, 34], [44, 36, 39, 40, 43, 47, 45], [46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70], [68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84], [85, 86, 88]]
36: [[22, 1, 12], [2, 7, 3], [4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13], [28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44, 36], [39, 40, 43, 47], [45, 46, 56], [50, 49, 52, 55], [48, 57, 61, 53], [59, 51], [60, 69, 65, 66, 72, 78, 64, 67, 70], [68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
37: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63], [26, 31, 30], [33, 32, 35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43], [47, 45, 46], [56, 50, 49], [52, 55, 48, 57], [61, 53, 59, 51], [60, 69], [65, 66, 72, 78], [64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
38: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63], [26, 31, 30], [33, 32, 35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43], [47, 45, 46], [56, 50, 49], [52, 55, 48], [57, 61, 53], [59, 51, 60, 69], [65, 66, 72], [78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85], [86, 88]]
39: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63], [26, 31, 30], [33, 32, 35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43], [47, 45, 46], [56, 50, 49], [52, 55, 48], [57, 61, 53, 59], [51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
40: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54], [37, 42, 38], [34, 44, 36], [39, 40], [43, 47, 45, 46, 56, 50, 49, 52, 55, 48], [57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
41: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9], [10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44, 36], [39, 40, 43, 47], [45, 46, 56], [50, 49, 52, 55], [48, 57, 61, 53, 59], [51, 60, 69, 65], [66, 72, 78, 64], [67, 70, 68, 71], [75, 73, 74, 77, 76, 79, 80], [81, 83, 82], [87, 84, 85, 86, 88]]
42: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44], [36], [39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51], [60, 69, 65, 66, 72, 78, 64, 67, 70, 68], [71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
43: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62], [63, 26, 31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39], [40, 43, 47, 45], [46, 56, 50, 49], [52, 55], [48, 57, 61, 53], [59, 51, 60], [69, 65], [66, 72], [78, 64], [67, 70, 68, 71], [75, 73], [74, 77, 76, 79], [80, 81, 83, 82], [87, 84, 85], [86, 88]]
44: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21, 19], [23, 24, 16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37, 42], [38, 34, 44], [36, 39, 40], [43], [47, 45, 46, 56], [50, 49, 52, 55], [48, 57, 61, 53, 59], [51, 60, 69], [65, 66], [72, 78], [64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
45: [[22, 1, 12, 2], [7, 3, 4], [5], [6, 9, 10], [8, 27], [15, 11, 14, 41], [29, 13, 28], [20, 18, 17], [25], [21, 19, 23, 24], [16, 58, 62, 63], [26, 31, 30, 33], [32, 35, 54, 37], [42, 38, 34], [44, 36, 39], [40, 43, 47], [45, 46, 56, 50], [49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
46: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42, 38, 34, 44, 36], [39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61], [53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
47: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44], [36, 39, 40], [43, 47, 45, 46], [56, 50, 49], [52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71], [75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
48: [[22, 1, 12], [2], [7, 3, 4], [5, 6], [9, 10, 8], [27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19], [23, 24], [16, 58, 62, 63], [26, 31], [30, 33, 32, 35], [54, 37, 42, 38], [34, 44], [36, 39], [40, 43, 47, 45], [46, 56, 50, 49], [52, 55, 48, 57], [61, 53, 59, 51], [60, 69, 65, 66], [72, 78, 64], [67, 70, 68], [71], [75, 73, 74, 77], [76, 79, 80, 81], [83, 82, 87], [84, 85, 86, 88]]
49: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44, 36], [39, 40, 43], [47, 45, 46, 56, 50, 49], [52, 55, 48, 57], [61, 53], [59, 51, 60, 69], [65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81], [83, 82], [87, 84, 85, 86, 88]]
50: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24], [16, 58, 62], [63, 26, 31], [30, 33, 32, 35], [54, 37, 42], [38, 34, 44, 36], [39, 40, 43, 47], [45, 46, 56], [50, 49, 52, 55], [48, 57], [61, 53, 59], [51, 60, 69, 65], [66, 72, 78], [64, 67, 70, 68], [71, 75], [73], [74, 77], [76, 79, 80], [81, 83, 82, 87], [84, 85, 86], [88]]
