0: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
11: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
12: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
13: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
14: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
15: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
16: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
17: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
18: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
19: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
20: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
21: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
22: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
23: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
24: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
25: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
26: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
27: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
28: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
29: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
30: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
31: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
32: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
33: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
34: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
35: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
36: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
37: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
38: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
39: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
40: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
41: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
42: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
43: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
44: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
45: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
46: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
47: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
48: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
49: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
50: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
51: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
52: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
53: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
54: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
55: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
56: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
57: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
58: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
59: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
60: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
61: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
62: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
63: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
64: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
65: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
66: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
67: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
68: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
69: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
70: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
71: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
72: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
73: [[5, 1, 12, 2, 11, 19], [7, 8, 10, 37, 14, 29], [23, 6, 36, 3, 13, 15, 20], [17, 4, 16, 22, 9, 18], [21, 26, 25, 24, 27, 28], [30, 31, 33, 35, 34, 32]]
