0: [[83, 2, 12, 22], [3, 28, 18, 1, 13, 23], [4, 5], [35, 34, 11], [7, 14, 15, 46, 41], [45, 44, 8, 74, 81, 39, 10], [6, 57], [16, 59, 27, 17, 48, 51, 19], [20, 25, 21], [24, 26, 40, 29], [30, 31, 32, 78, 33], [36], [50, 37, 9, 38, 42], [47, 49, 60, 52, 61, 54], [55, 53, 62, 43], [56, 68, 66, 70], [63, 64, 72, 67], [71, 69], [65, 76, 73], [75, 79, 77], [80, 82, 84, 86], [87, 85, 88, 58]]
11: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 45, 49, 50, 53, 58, 55, 51, 56, 54, 57, 52, 59, 62, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
12: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 35, 42, 38, 40, 43, 47, 45, 57, 49, 50, 46, 52, 54, 51, 55, 53, 58, 56, 59, 62, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
13: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 54, 47, 45, 57, 46, 53, 50, 49, 51, 60, 52, 55, 56, 59, 58, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
14: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 58, 45, 53, 51, 52, 49, 50, 55, 56, 62, 59, 60, 57, 54, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
15: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 57, 53, 52, 54, 51, 45, 49, 50, 60, 55, 56, 58, 62, 59, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
16: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 47, 43, 45, 54, 46, 51, 52, 57, 53, 50, 59, 55, 56, 60, 58, 49, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
17: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 49, 62, 60, 53, 51, 50, 52, 54, 58, 55, 56, 57, 59, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
18: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 54, 45, 49, 51, 55, 50, 57, 52, 56, 58, 59, 60, 62, 53, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
19: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 54, 45, 49, 51, 55, 50, 57, 52, 56, 58, 59, 60, 62, 53, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
20: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 55, 45, 54, 46, 51, 47, 49, 50, 53, 52, 57, 56, 58, 59, 60, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
21: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 58, 50, 53, 55, 49, 54, 45, 51, 52, 56, 57, 62, 59, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
22: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 60, 54, 49, 53, 50, 51, 52, 55, 58, 56, 57, 59, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
23: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 53, 52, 59, 49, 45, 50, 51, 55, 54, 56, 58, 57, 60, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
24: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 53, 51, 54, 45, 49, 52, 50, 59, 55, 62, 57, 58, 56, 63, 60, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
25: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 57, 54, 50, 53, 46, 47, 52, 49, 60, 58, 51, 62, 56, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
26: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 47, 45, 57, 52, 50, 55, 51, 49, 46, 53, 56, 62, 54, 58, 59, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
27: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 57, 47, 45, 46, 50, 60, 49, 56, 53, 51, 55, 52, 62, 54, 59, 58, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
28: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 49, 50, 57, 53, 46, 52, 51, 54, 59, 56, 55, 62, 60, 63, 58, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
29: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 55, 46, 60, 45, 49, 52, 54, 51, 50, 53, 47, 56, 57, 59, 62, 58, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
30: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 45, 47, 53, 46, 58, 52, 50, 49, 60, 51, 54, 55, 59, 56, 62, 63, 57, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
31: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 53, 45, 51, 50, 52, 54, 56, 49, 62, 60, 57, 55, 58, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
32: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 59, 46, 50, 45, 57, 52, 47, 49, 54, 53, 51, 63, 55, 58, 56, 60, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
33: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 62, 46, 50, 60, 63, 52, 53, 49, 54, 55, 56, 58, 51, 59, 57, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
34: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 46, 47, 53, 45, 50, 57, 51, 52, 54, 60, 49, 62, 58, 56, 55, 59, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
35: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 35, 42, 43, 40, 38, 62, 45, 54, 46, 49, 47, 50, 53, 56, 52, 58, 51, 59, 55, 57, 63, 60, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
36: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 54, 47, 58, 46, 51, 45, 53, 49, 55, 50, 56, 59, 52, 57, 62, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
37: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 57, 54, 46, 55, 49, 51, 52, 58, 53, 56, 60, 50, 63, 59, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
38: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 45, 47, 58, 62, 50, 51, 46, 49, 53, 60, 52, 63, 54, 56, 59, 55, 57, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
39: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 53, 50, 60, 58, 51, 56, 49, 55, 54, 52, 57, 59, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
40: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 30, 8, 41, 44, 9, 14, 17, 10], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 54, 47, 46, 50, 59, 45, 58, 55, 49, 51, 62, 56, 53, 52, 57, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
41: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 51, 58, 54, 49, 53, 50, 55, 52, 56, 63, 60, 57, 59, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
42: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 62, 46, 58, 53, 49, 51, 55, 52, 54, 50, 60, 56, 57, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
43: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 53, 60, 51, 56, 63, 54, 49, 45, 55, 50, 52, 59, 57, 58, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
44: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 30, 8, 41, 44, 9, 14, 17, 10], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 50, 54, 52, 51, 49, 53, 55, 56, 59, 57, 60, 62, 58, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
45: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 47, 45, 46, 56, 50, 52, 60, 51, 49, 53, 57, 54, 58, 55, 59, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
46: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 51, 46, 50, 60, 49, 52, 53, 55, 54, 57, 58, 59, 62, 56, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
47: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 58, 62, 50, 56, 54, 52, 53, 46, 49, 51, 55, 57, 59, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
48: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 58, 47, 54, 46, 51, 60, 52, 45, 50, 49, 57, 53, 55, 56, 63, 62, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
49: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 54, 51, 55, 49, 50, 53, 52, 56, 59, 60, 58, 57, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
50: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 46, 47, 60, 45, 56, 55, 57, 49, 50, 62, 52, 51, 59, 53, 54, 58, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
