0: [[35, 28, 7, 1, 27, 14, 3, 2], [4, 5], [23, 8, 44, 22, 18], [9, 13, 11, 6, 21], [19, 12, 15, 16, 10], [17, 20, 25, 46, 24, 26, 31], [40, 38], [36, 56, 29, 37, 60, 30, 32, 39], [34, 41, 42], [45, 47, 52, 54, 43, 33], [53, 50, 55, 51], [57, 48, 58, 49, 59]]
31: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 10, 12, 13, 9, 17, 24, 25, 26, 18, 23, 16, 22, 27, 21, 28, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
32: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 12, 10, 13, 16, 22, 17, 18, 23, 21, 31, 25, 24, 27, 26, 28], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
33: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 12, 10, 24, 25, 17, 13, 18, 23, 21, 16, 27, 31, 22, 28, 26], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
34: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 24, 17, 21, 22, 26, 23, 16, 18, 27, 25, 28, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
35: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 17, 22, 16, 18, 23, 21, 27, 24, 26, 25, 28, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
36: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 10, 9, 12, 13, 18, 24, 25, 22, 16, 21, 17, 26, 28, 27, 23, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
37: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 12, 10, 13, 16, 25, 17, 22, 23, 28, 31, 27, 18, 21, 24, 26], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
38: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 16, 18, 17, 22, 21, 31, 23, 27, 24, 25, 28, 26], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
39: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 10, 9, 12, 13, 17, 16, 18, 24, 23, 21, 26, 27, 28, 22, 25, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
40: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 16, 17, 18, 25, 23, 21, 22, 26, 27, 24, 28, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
41: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 13, 12, 10, 18, 16, 27, 17, 23, 21, 22, 26, 25, 24, 28, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
42: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 11, 9, 12, 13, 16, 18, 17, 22, 31, 23, 24, 26, 27, 28, 25, 10, 21, 6], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
43: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 11, 10, 12, 13, 17, 22, 16, 18, 24, 21, 23, 27, 26, 25, 28, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
44: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 13, 12, 25, 17, 16, 23, 18, 21, 28, 26, 27, 31, 22, 24], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
45: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 11, 10, 12, 13, 26, 16, 18, 17, 22, 23, 31, 25, 27, 21, 24, 28], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
46: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 16, 17, 24, 18, 23, 21, 22, 25, 26, 31, 27, 28], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
47: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 10, 9, 12, 13, 17, 21, 16, 18, 23, 31, 24, 22, 25, 27, 26, 28], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
48: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 12, 9, 10, 13, 17, 28, 21, 22, 16, 31, 23, 18, 26, 27, 24, 25], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
49: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 18, 17, 26, 21, 23, 16, 22, 24, 27, 25, 28, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
50: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 18, 16, 27, 17, 23, 21, 22, 24, 25, 26, 31, 28], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
51: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 17, 26, 21, 18, 16, 24, 22, 25, 23, 27, 28, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
52: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 17, 18, 24, 21, 22, 16, 23, 27, 26, 25, 28, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
53: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 10, 11, 13, 12, 16, 21, 17, 23, 18, 22, 25, 28, 27, 26, 24, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
54: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 17, 28, 16, 13, 21, 18, 26, 22, 25, 23, 24, 31, 27], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
55: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 10, 26, 13, 9, 17, 25, 27, 12, 16, 22, 18, 23, 24, 21, 28, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
56: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 10, 12, 13, 11, 17, 16, 25, 18, 21, 23, 24, 22, 26, 27, 28, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
57: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 11, 10, 12, 13, 26, 16, 25, 17, 23, 18, 21, 22, 27, 31, 24, 28], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
58: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 11, 10, 12, 13, 17, 18, 25, 16, 22, 21, 23, 24, 27, 26, 28, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
59: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 10, 26, 12, 11, 17, 21, 27, 18, 13, 16, 23, 22, 24, 25, 28, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
60: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 10, 9, 11, 6, 24, 12, 21, 28, 25, 18, 13, 17, 27, 22, 23, 16, 26, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
61: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 13, 12, 17, 21, 28, 18, 26, 22, 16, 23, 27, 25, 24, 31], [29, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
62: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 12, 24, 29, 18, 26, 22, 23, 10, 13, 16, 17, 27, 21, 28, 31], [25, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
63: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 12, 9, 10, 13, 17, 22, 18, 16, 21, 23, 28, 24, 27, 31, 26, 29], [25, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
64: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 13, 12, 29, 21, 22, 16, 18, 23, 17, 26, 27, 31, 24, 28], [25, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
65: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 13, 12, 22, 17, 16, 23, 18, 21, 24, 27, 26, 31, 29, 28], [25, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
66: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 13, 12, 21, 17, 24, 16, 22, 18, 23, 28, 29, 26, 31, 27], [25, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
67: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 12, 10, 13, 18, 16, 24, 17, 22, 21, 23, 26, 27, 28, 29, 31], [25, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
68: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 12, 10, 13, 17, 24, 21, 22, 16, 31, 18, 26, 23, 27, 28, 29], [25, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
69: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 17, 24, 21, 16, 23, 22, 18, 25, 27, 31, 28, 29], [26, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
70: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 17, 28, 25, 22, 16, 23, 18, 21, 27, 29, 24, 31], [26, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
71: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 13, 12, 25, 29, 16, 18, 17, 22, 21, 23, 27, 24, 28, 31], [26, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
72: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 10, 11, 12, 13, 23, 17, 26, 21, 29, 16, 25, 18, 27, 22, 28, 31], [24, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
73: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 18, 17, 21, 22, 16, 27, 23, 25, 24, 26, 28, 29], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
