0: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
11: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
12: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
13: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
14: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
15: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
16: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
17: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
18: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
19: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
20: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
21: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
22: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
23: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
24: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
25: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
26: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
27: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
28: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
29: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
30: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
31: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
32: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
33: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
34: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
35: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
36: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
37: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
38: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
39: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
40: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
41: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
42: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
43: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
44: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
45: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
46: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
47: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
48: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
49: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
50: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
51: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
52: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
53: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
54: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
55: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
56: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
57: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
58: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
59: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
60: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
61: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
62: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
63: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
64: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
65: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
66: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
67: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
68: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
69: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
70: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
71: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
72: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
73: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
