0: [[20, 14, 55, 41, 19, 26, 34], [1, 53, 3, 52, 31, 51], [9, 8, 15], [25, 59, 6, 21], [47, 35, 46, 48, 2], [16, 28, 22, 44, 54, 18], [40, 58, 33, 13, 23, 7], [4, 29, 57, 30, 36, 50, 10], [37, 38, 32, 39, 17], [49, 12, 24, 45], [27, 42, 43, 11], [5, 56, 60]]
13: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 24, 16, 17, 28, 23, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
14: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
15: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 17, 24, 16, 23, 21, 28, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
16: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
17: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 17, 24, 16, 23, 28, 21, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
18: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 23, 16, 17, 21, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
19: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 17, 24, 16, 23, 28, 21, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
20: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 17, 24, 16, 23, 28, 21, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
21: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 31, 6, 15, 10, 13, 21, 24, 16, 23, 17, 28, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
22: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 15, 31, 10, 13, 21, 16, 17, 30, 24, 23, 28], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
23: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
24: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
25: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 24, 28, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
26: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
27: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 31, 13, 15, 6, 28, 16, 10, 17, 23, 24, 21, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
28: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
29: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 17, 24, 16, 23, 21, 28, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
30: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 31, 13, 15, 6, 28, 16, 10, 17, 23, 24, 21, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
31: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
32: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 23, 16, 17, 21, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
33: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
34: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 15, 31, 13, 17, 16, 21, 23, 30, 28, 24], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
35: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
36: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 24, 16, 23, 17, 28, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
37: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
38: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
39: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 31, 6, 15, 10, 13, 21, 24, 16, 23, 17, 28, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
40: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
41: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
42: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 30, 6, 15, 10, 13, 21, 24, 16, 23, 28, 17, 31], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
43: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 23, 16, 17, 21, 24, 28, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
44: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
45: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 17, 16, 21, 23, 24, 30, 28], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
46: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
47: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
48: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 31, 15, 13, 16, 17, 23, 28, 24, 30, 10, 21, 6], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
49: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 23, 16, 17, 21, 24, 28, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
50: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 15, 10, 21, 13, 23, 17, 16, 31, 28, 30, 24], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
51: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 15, 13, 23, 17, 16, 31, 28, 30, 24, 10, 21, 6], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
52: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
53: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
54: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 30, 6, 15, 10, 28, 17, 13, 16, 23, 24, 21, 31], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
55: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
56: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
57: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 17, 21, 16, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
58: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 15, 31, 24, 21, 10, 16, 17, 30, 13, 28, 23], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
59: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 23, 16, 17, 21, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
60: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
61: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 17, 24, 16, 23, 28, 21, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
62: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
63: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 15, 24, 13, 23, 17, 16, 31, 21, 28, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
64: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 15, 31, 13, 17, 24, 16, 21, 28, 30, 23], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
65: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 31, 13, 15, 16, 17, 23, 28, 24, 30, 10, 21, 6], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
66: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
67: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 15, 31, 13, 17, 24, 16, 23, 28, 21, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
68: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 30, 28, 24], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
69: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 24, 16, 17, 28, 30, 23], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
70: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 23, 10, 13, 15, 6, 21, 16, 17, 31, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
71: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 17, 16, 21, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
72: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 24, 30, 28], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
73: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 17, 24, 16, 23, 28, 21, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
