0: [[53, 7, 51, 35, 25, 2], [15, 58, 13, 33, 46, 1, 3, 6, 21], [38, 4, 12, 5], [9, 8, 11, 10, 18], [29, 16, 56], [14, 20, 22, 26, 27, 32, 17, 19, 28, 54], [30, 23], [31, 40, 45, 24, 43], [36, 47, 34, 37, 44, 50], [42, 39, 41, 48, 52], [49, 57, 55, 59, 60]]
14: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 9, 31, 11, 12, 26, 15, 17, 22, 19, 16, 24, 18, 23, 28, 25, 10, 21, 6], [30, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
15: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 9, 6, 10, 8, 15, 11, 24, 12, 17, 16, 22, 21, 18, 19, 23, 31, 28, 26, 25], [30, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
16: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 11, 6, 12, 15, 19, 10, 9, 16, 18, 17, 21, 22, 31, 23, 24, 26, 25, 28], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
17: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 10, 12, 15, 8, 11, 17, 26, 21, 16, 19, 23, 18, 25, 31, 28, 22, 24], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
18: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 8, 11, 9, 10, 12, 19, 18, 24, 17, 15, 16, 23, 22, 21, 31, 25, 26, 28], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
19: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 8, 11, 9, 12, 10, 15, 22, 24, 19, 17, 16, 18, 31, 21, 23, 28, 25, 26], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
20: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 6, 10, 9, 25, 11, 12, 31, 21, 17, 15, 16, 22, 19, 18, 23, 24, 26, 28], [30, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
21: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 6, 8, 15, 12, 11, 9, 28, 16, 17, 31, 21, 18, 19, 23, 24, 22, 25, 26], [30, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
22: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 11, 6, 12, 31, 9, 10, 15, 8, 21, 17, 19, 22, 18, 26, 23, 16, 28, 24, 25], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
23: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 8, 31, 26, 15, 10, 12, 18, 11, 17, 21, 19, 16, 23, 22, 24, 25, 28], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
24: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 12, 11, 15, 8, 19, 21, 10, 24, 16, 17, 18, 26, 23, 31, 28, 25, 22], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
25: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 15, 6, 8, 9, 16, 11, 10, 12, 17, 31, 18, 19, 21, 25, 22, 26, 23, 28, 24], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
26: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 15, 6, 12, 11, 22, 10, 8, 31, 18, 26, 9, 19, 17, 21, 16, 25, 23, 24, 28], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
27: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 9, 6, 15, 12, 19, 8, 31, 16, 17, 23, 11, 18, 21, 22, 26, 24, 28, 25], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
28: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 12, 9, 8, 11, 31, 6, 10, 18, 16, 15, 17, 21, 19, 23, 22, 25, 24, 28, 26], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
29: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 12, 9, 6, 8, 10, 15, 11, 17, 21, 22, 16, 23, 18, 28, 26, 19, 25, 24, 31], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
30: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 8, 11, 9, 12, 15, 10, 22, 24, 17, 18, 16, 19, 23, 21, 31, 25, 26, 28], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
31: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 9, 6, 11, 8, 12, 15, 16, 24, 19, 26, 17, 18, 25, 21, 31, 22, 23, 28], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
32: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 12, 8, 6, 9, 18, 11, 25, 15, 10, 16, 19, 17, 22, 28, 21, 23, 24, 26, 31], [30, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
33: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 8, 31, 10, 11, 12, 15, 18, 19, 16, 17, 21, 22, 23, 26, 24, 25, 28], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
34: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 9, 6, 15, 12, 17, 10, 28, 16, 11, 23, 19, 18, 21, 22, 25, 24, 26, 31], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
35: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 9, 6, 8, 15, 18, 11, 21, 28, 12, 16, 19, 22, 17, 23, 24, 25, 26, 31], [29, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
36: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 11, 10, 9, 6, 12, 15, 16, 22, 23, 19, 18, 26, 25, 30, 21, 28, 17, 24], [31, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
37: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 12, 10, 8, 6, 9, 24, 26, 25, 22, 11, 18, 15, 17, 23, 16, 19, 21, 28, 30], [29, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
38: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 10, 8, 11, 12, 15, 19, 24, 18, 16, 17, 21, 26, 23, 22, 28, 25, 30], [29, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
39: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 11, 12, 15, 24, 10, 19, 28, 17, 8, 16, 23, 18, 21, 22, 25, 26, 30], [29, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
40: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 9, 10, 6, 12, 15, 19, 11, 8, 18, 22, 17, 21, 26, 24, 23, 30, 16, 25, 28], [29, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
41: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 9, 6, 15, 23, 11, 10, 16, 26, 22, 21, 18, 12, 17, 28, 19, 24, 25, 30], [29, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
42: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 6, 10, 11, 28, 15, 12, 9, 17, 18, 16, 24, 26, 30, 22, 19, 23, 21, 25], [31, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
43: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 9, 12, 6, 25, 8, 11, 16, 28, 17, 15, 24, 22, 23, 19, 18, 21, 26, 30], [31, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
44: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 9, 8, 6, 11, 25, 30, 12, 28, 15, 16, 17, 18, 22, 23, 19, 21, 24, 26], [29, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
45: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 11, 10, 9, 8, 28, 12, 15, 25, 22, 19, 16, 21, 23, 17, 18, 30, 24, 26], [31, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
46: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 9, 11, 28, 12, 15, 16, 23, 17, 25, 18, 22, 19, 24, 26, 30, 10, 21, 6], [31, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
47: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 8, 11, 9, 12, 10, 23, 15, 16, 28, 31, 18, 17, 26, 21, 19, 22, 25, 30], [24, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
48: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 10, 6, 12, 28, 11, 15, 18, 9, 19, 31, 16, 17, 21, 22, 23, 30, 29, 24], [25, 26, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
49: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 8, 11, 10, 12, 29, 31, 23, 15, 17, 16, 19, 21, 18, 30, 22, 24, 28], [25, 26, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
50: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 8, 11, 9, 6, 15, 16, 12, 18, 23, 19, 17, 22, 24, 21, 31, 26, 29, 28], [25, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
51: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 9, 6, 8, 28, 22, 11, 12, 16, 21, 19, 15, 31, 29, 17, 18, 24, 26, 23], [30, 25, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
52: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 10, 8, 9, 31, 11, 15, 24, 12, 16, 23, 19, 18, 17, 22, 26, 21, 28, 29], [25, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
53: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 9, 6, 10, 28, 12, 11, 18, 16, 15, 31, 17, 19, 23, 22, 24, 29, 21, 26], [25, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
54: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 12, 11, 8, 15, 10, 19, 16, 23, 29, 21, 18, 17, 22, 26, 24, 31, 28], [25, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
55: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 9, 6, 31, 8, 15, 11, 28, 16, 12, 23, 21, 18, 17, 22, 19, 24, 26, 29], [25, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
56: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 9, 6, 10, 11, 29, 28, 8, 26, 12, 16, 18, 22, 15, 17, 21, 19, 31, 23, 24], [25, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
57: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 10, 12, 8, 15, 11, 31, 26, 28, 18, 16, 17, 19, 22, 21, 24, 23, 29], [25, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
58: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 12, 6, 8, 31, 11, 9, 15, 21, 17, 26, 16, 22, 18, 19, 23, 24, 28, 29], [30, 25, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
59: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 28, 11, 26, 9, 29, 31, 23, 19, 24, 12, 17, 15, 18, 16, 22, 10, 21, 6], [30, 25, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
60: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 8, 9, 11, 12, 10, 15, 22, 16, 21, 23, 18, 26, 24, 28, 17, 19, 29, 30], [25, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
61: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 10, 11, 9, 12, 6, 21, 15, 18, 23, 19, 16, 26, 24, 29, 30, 22, 17, 28], [25, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
62: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 9, 10, 6, 11, 8, 26, 12, 15, 29, 17, 16, 21, 22, 19, 18, 23, 24, 30, 28], [31, 25, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
63: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 8, 10, 9, 11, 12, 15, 23, 26, 16, 18, 17, 19, 28, 21, 22, 29, 24, 30], [25, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
64: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 6, 10, 9, 29, 12, 11, 28, 26, 19, 17, 22, 15, 18, 16, 23, 21, 24, 30], [25, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
65: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 8, 11, 12, 10, 15, 30, 18, 23, 16, 21, 24, 22, 28, 17, 19, 29, 26], [25, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
66: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 8, 10, 9, 29, 12, 11, 26, 24, 15, 19, 21, 16, 23, 30, 17, 18, 22, 28], [25, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
67: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 10, 11, 15, 8, 28, 12, 19, 22, 16, 17, 18, 21, 23, 24, 30, 26, 29], [31, 25, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
68: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 8, 15, 11, 10, 22, 12, 24, 23, 19, 16, 17, 18, 21, 26, 28, 29, 30], [25, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
69: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 8, 10, 12, 11, 15, 30, 26, 28, 18, 17, 16, 24, 21, 29, 19, 22, 23], [25, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
70: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 6, 8, 9, 11, 12, 15, 28, 21, 17, 31, 23, 16, 25, 19, 18, 26, 24, 29], [22, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
71: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 9, 10, 6, 15, 23, 16, 11, 18, 17, 31, 12, 19, 21, 28, 26, 25, 24, 29], [22, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
72: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 9, 8, 11, 28, 12, 30, 18, 23, 16, 15, 29, 17, 31, 25, 26, 19, 10, 21, 6], [22, 24, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
73: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 8, 11, 15, 9, 10, 23, 12, 18, 19, 21, 16, 22, 17, 24, 31, 30, 25, 26], [28, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
