0: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
22: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
23: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
24: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
25: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
26: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
27: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
28: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
29: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
30: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
31: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
32: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
33: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
34: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
35: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
36: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
37: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
38: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
39: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
40: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
41: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
42: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
43: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
44: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
45: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
46: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
47: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
48: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
49: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
50: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
51: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
52: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
53: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
54: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
55: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
56: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
57: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
58: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
59: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
60: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
61: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
62: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
63: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
64: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
65: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
66: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
67: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
68: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
69: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
70: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
71: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
72: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
73: [[16, 19, 29, 24], [13, 23, 8, 15, 37], [18, 2, 22, 35], [9, 27, 17, 4], [12, 3, 6, 1, 5], [10, 14, 7, 20, 11], [21, 36, 25, 28, 26], [31, 33, 30, 32, 34]]
