0: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
16: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
17: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
18: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
19: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
20: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
21: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
22: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
23: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
24: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
25: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
26: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
27: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
28: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
29: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
30: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
31: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
32: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
33: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
34: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
35: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
36: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
37: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
38: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
39: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
40: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
41: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
42: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
43: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
44: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
45: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
46: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
47: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
48: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
49: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
50: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
51: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
52: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
53: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
54: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
55: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
56: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
57: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
58: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
59: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
60: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
61: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
62: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
63: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
64: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
65: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
66: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
67: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
68: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
69: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
70: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
71: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
72: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
73: [[6, 25, 1, 18, 19, 20, 3, 10], [5, 9, 11, 8, 36, 12, 4], [14, 16, 22, 24, 2, 7, 29], [15, 13, 21, 17, 27, 28, 35, 26], [23, 31, 30, 32, 33, 34, 37]]
