0: [[1, 2, 36, 6, 12, 13, 22], [3, 31, 4], [5, 11, 7], [29, 8, 9, 39, 10], [14, 15, 16, 18], [17, 21, 20, 25], [26, 24, 60, 23], [59, 54, 55], [32, 42, 48, 41, 34, 51], [37, 19, 49, 50], [27, 38, 45, 40, 28], [46, 43, 44, 30], [33, 35, 53, 57], [56, 47, 52, 62], [61, 63, 58, 74], [65, 64, 69, 78, 66], [77, 68, 67, 71, 70], [73, 76, 75, 72], [79, 82, 83, 80, 85], [81, 86, 84, 87, 88]]
11: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
12: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
13: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
14: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
15: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
16: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
17: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
18: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
19: [[22, 1, 2, 36, 4, 14, 24, 23, 12, 13], [6, 3, 9, 5, 7, 8, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34, 10], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
20: [[22, 1, 2, 36, 4, 14, 24, 23, 12, 13], [6, 3, 9, 5, 7, 8, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34, 10], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
21: [[22, 1, 2, 36, 4, 14, 24, 23, 12, 13], [6, 3, 9, 5, 7, 8, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34, 10], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
22: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
23: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
24: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
25: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
26: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
27: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
28: [[22, 1, 2, 36, 4, 14, 24, 23, 12, 13], [6, 3, 9, 5, 7, 8, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34, 10], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
29: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
30: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
31: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
32: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
33: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
34: [[22, 1, 2, 36, 4, 14, 24, 23, 12, 13], [6, 3, 9, 5, 7, 8, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34, 10], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
35: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
36: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
37: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 21, 20, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
38: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
39: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
40: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
41: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
42: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
43: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
44: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
45: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
46: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
47: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
48: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
49: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
50: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
