0: [[56, 45, 63], [47, 27, 55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81], [21, 52, 25, 8, 34], [23, 39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22], [70, 71], [28, 50], [13, 1, 24, 12], [43, 2], [3, 4], [64, 5], [30, 32, 33], [6, 9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7], [54, 38, 42], [61, 49, 53], [76, 85], [66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
11: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81, 21], [52, 25], [8, 34, 23], [39, 68, 36], [35, 40], [73, 60, 46], [48, 16, 22], [70, 71], [28, 50, 13], [1, 24], [12, 43, 2], [3, 4, 64, 5], [30, 32, 33], [6, 9], [10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80], [88, 79, 82]]
12: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4], [64, 5, 30], [32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38], [42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87], [80, 88, 79, 82]]
13: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52], [25, 8, 34], [23, 39, 68], [36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5], [30, 32, 33], [6, 9], [10, 11, 44], [14, 78, 57], [31, 59, 62], [19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72, 87, 80, 88, 79, 82]]
14: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4, 64], [5, 30, 32], [33, 6], [9, 10, 11], [44, 14], [78, 57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7], [54, 38], [42, 61, 49], [53, 76, 85], [66, 69, 74], [83, 77, 58, 72, 87, 80, 88, 79, 82]]
15: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15, 20], [51, 17, 65], [84, 81, 21], [52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22], [70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85], [66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
16: [[56, 45], [63, 47, 27], [55, 86], [41, 67, 15], [20, 51, 17], [65, 84], [81, 21, 52], [25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1], [24, 12], [43, 2], [3, 4, 64], [5, 30, 32], [33, 6], [9, 10], [11, 44, 14], [78, 57, 31], [59, 62], [19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69], [74, 83], [77, 58], [72, 87, 80], [88, 79, 82]]
17: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34], [23, 39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71], [28, 50, 13], [1, 24], [12, 43, 2], [3, 4, 64, 5], [30, 32, 33], [6, 9], [10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80], [88, 79, 82]]
18: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84], [81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60, 46], [48, 16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4, 64], [5, 30], [32, 33, 6], [9, 10, 11], [44, 14], [78, 57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
19: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84], [81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64], [5, 30, 32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49], [53, 76, 85], [66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
20: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84], [81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64], [5, 30, 32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49], [53, 76, 85], [66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
21: [[56, 45], [63, 47, 27], [55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81, 21, 52], [25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30, 32], [33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69], [74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
22: [[56, 45], [63, 47, 27], [55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52], [25, 8, 34], [23, 39, 68], [36, 35, 40], [73, 60], [46, 48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33], [6, 9, 10], [11, 44], [14, 78, 57], [31, 59, 62], [19, 26], [18, 29, 75], [37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
23: [[56, 45, 63], [47, 27, 55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81], [21, 52, 25, 8, 34], [23, 39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5], [30, 32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37], [7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87], [80, 88, 79, 82]]
24: [[56, 45], [63, 47, 27], [55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81, 21], [52, 25], [8, 34, 23], [39, 68, 36, 35, 40], [73, 60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49], [53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87], [80, 88, 79, 82]]
25: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15, 20], [51, 17, 65], [84, 81], [21, 52], [25, 8], [34, 23, 39, 68, 36], [35, 40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50], [13, 1, 24], [12, 43, 2], [3, 4, 64], [5, 30, 32], [33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42], [61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87], [80, 88, 79, 82]]
26: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15], [20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32], [33, 6, 9, 10], [11, 44, 14], [78, 57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66], [69, 74, 83], [77, 58], [72, 87, 80], [88, 79, 82]]
27: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68], [36, 35, 40], [73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
28: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1], [24, 12], [43, 2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38], [42, 61, 49], [53, 76, 85], [66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
29: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22], [70, 71], [28, 50, 13], [1, 24, 12, 43], [2, 3], [4, 64, 5], [30, 32], [33, 6, 9], [10, 11, 44], [14, 78], [57, 31, 59], [62, 19], [26, 18], [29, 75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83, 77], [58, 72, 87], [80, 88, 79, 82]]
30: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
31: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84], [81, 21, 52], [25, 8, 34], [23, 39], [68, 36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62], [19, 26], [18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80], [88, 79, 82]]
32: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68], [36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50], [13, 1, 24], [12, 43], [2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44], [14, 78, 57], [31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69], [74, 83], [77, 58, 72], [87, 80], [88, 79, 82]]
33: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51], [17, 65, 84], [81, 21, 52], [25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28], [50, 13], [1, 24, 12], [43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11], [44, 14], [78, 57, 31], [59, 62], [19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
34: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84], [81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60, 46], [48, 16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4, 64], [5, 30], [32, 33, 6], [9, 10, 11], [44, 14], [78, 57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42], [61, 49], [53, 76, 85, 66, 69, 74], [83, 77], [58, 72, 87, 80, 88, 79, 82]]
35: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22], [70, 71], [28, 50, 13], [1, 24, 12, 43], [2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44], [14, 78, 57], [31, 59], [62, 19], [26, 18], [29, 75, 37], [7, 54, 38], [42, 61], [49, 53, 76], [85, 66], [69, 74, 83], [77, 58, 72, 87], [80, 88], [79, 82]]
36: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81, 21], [52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24, 12], [43, 2, 3], [4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57], [31, 59], [62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80], [88, 79, 82]]
37: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15], [20, 51, 17], [65, 84], [81, 21], [52, 25], [8, 34], [23, 39], [68, 36], [35, 40, 73], [60, 46, 48, 16], [22, 70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4, 64], [5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59, 62], [19, 26, 18], [29, 75, 37], [7, 54, 38], [42, 61, 49], [53, 76], [85, 66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
38: [[56, 45, 63], [47, 27, 55], [86, 41, 67, 15], [20, 51, 17, 65], [84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44], [14, 78, 57], [31, 59, 62], [19, 26, 18], [29, 75, 37], [7, 54, 38], [42, 61, 49], [53, 76], [85, 66], [69, 74, 83], [77, 58], [72, 87], [80, 88, 79, 82]]
39: [[56, 45, 63], [47, 27, 55], [86, 41, 67, 15], [20, 51, 17, 65], [84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44], [14, 78, 57], [31, 59, 62], [19, 26, 18], [29, 75, 37], [7, 54, 38], [42, 61, 49], [53, 76], [85, 66], [69, 74, 83], [77, 58], [72, 87], [80, 88, 79, 82]]
40: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68], [36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24], [12, 43], [2, 3, 4], [64, 5], [30, 32, 33], [6, 9, 10], [11, 44], [14, 78, 57], [31, 59, 62], [19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66], [69, 74, 83], [77, 58, 72], [87, 80, 88, 79, 82]]
41: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52], [25, 8, 34], [23, 39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31], [59, 62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42], [61, 49, 53], [76, 85], [66, 69], [74, 83, 77], [58, 72, 87], [80, 88, 79, 82]]
42: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15, 20], [51, 17, 65], [84, 81], [21, 52, 25], [8, 34], [23, 39, 68], [36, 35], [40, 73], [60, 46, 48], [16, 22], [70, 71, 28], [50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32], [33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74], [83, 77, 58], [72, 87, 80, 88, 79, 82]]
43: [[56, 45], [63, 47, 27], [55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81, 21], [52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46], [48, 16], [22, 70], [71, 28, 50], [13, 1], [24, 12], [43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57], [31, 59, 62], [19, 26], [18, 29, 75], [37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58], [72, 87, 80, 88, 79, 82]]
44: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15], [20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12], [43, 2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18], [29, 75], [37, 7, 54], [38, 42, 61], [49, 53], [76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
45: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15, 20], [51, 17], [65, 84, 81], [21, 52, 25], [8, 34], [23, 39, 68], [36, 35, 40], [73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24], [12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
46: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48], [16, 22], [70, 71, 28], [50, 13, 1, 24], [12, 43, 2], [3, 4, 64], [5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
47: [[56, 45], [63, 47, 27], [55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81, 21], [52, 25], [8, 34, 23], [39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71], [28, 50], [13, 1, 24], [12, 43, 2], [3, 4, 64], [5, 30, 32], [33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29], [75, 37, 7], [54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
48: [[56, 45, 63], [47, 27, 55], [86, 41], [67, 15], [20, 51, 17], [65, 84], [81, 21, 52], [25, 8, 34], [23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80], [88, 79, 82]]
49: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23, 39], [68, 36, 35], [40, 73], [60, 46], [48, 16, 22], [70, 71], [28, 50, 13], [1, 24, 12], [43, 2], [3, 4, 64], [5, 30, 32], [33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
50: [[56, 45], [63, 47, 27], [55, 86], [41, 67], [15, 20], [51, 17, 65], [84, 81, 21], [52, 25], [8, 34], [23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50], [13, 1], [24, 12, 43], [2, 3], [4, 64, 5], [30, 32, 33], [6, 9], [10, 11, 44], [14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66], [69, 74, 83, 77, 58, 72, 87, 80, 88], [79, 82]]
