0: [[18, 9, 16, 13, 5, 6, 3, 1, 2, 4], [11, 12, 8, 7, 14, 10, 15, 19, 17, 20, 22], [21, 23, 24]]
26: [[18, 9, 16, 13, 5, 6, 3, 1, 2], [4, 11, 12, 8, 7, 14, 10, 15, 19, 17, 20, 22], [21, 23, 24]]
27: [[18, 9, 16, 13, 5, 6, 3, 1, 2], [4, 11, 12, 8, 7, 14, 10, 15, 19, 17, 20, 22], [21, 23, 24]]
28: [[18, 9, 16, 13, 5, 6, 3, 1, 2], [4, 11, 12, 8, 7, 14, 10, 15, 19, 17, 20, 22], [21, 23, 24]]
29: [[18, 9, 16, 13, 5, 6, 3, 1, 2], [4, 11, 12, 8, 7, 14, 10, 15, 19, 17, 20, 22], [21, 23, 24]]
30: [[18, 9, 16, 13, 5, 6, 3, 1, 2], [4, 11, 12, 8, 7, 14, 10, 15, 19, 17, 20, 22], [21, 23, 24]]
31: [[18, 9, 16, 13, 5, 6, 3, 1, 2], [4, 11, 12, 8, 7, 14, 10, 15, 19, 17, 20, 22], [21, 23, 24]]
32: [[18, 9, 16, 13, 5, 6, 3, 1, 2], [4, 11, 12, 8, 7, 14, 10, 15, 19, 17, 20, 22], [21, 23, 24]]
33: [[18, 9, 16, 13, 5, 6, 3, 1, 2], [4, 11, 12, 8, 7, 14, 10, 15, 19, 17, 20, 22], [21, 23, 24]]
34: [[18, 9, 16, 13, 5, 6, 3, 1, 2, 4, 11], [12, 8, 7, 14, 10, 15, 19, 17, 20, 22], [21, 23, 24]]
35: [[18, 9, 16, 13, 5, 6, 3, 1, 2, 4], [11, 12, 8, 7, 14, 10, 15, 19, 17, 20], [22, 21, 23, 24]]
36: [[18, 9, 16, 13, 5, 6, 3, 1, 2, 4], [11, 12, 8, 7, 14, 10, 15, 19, 17, 20], [22, 21, 23, 24]]
37: [[18, 9, 16, 13, 5, 6, 3, 1, 2, 4], [11, 12, 8, 7, 14, 10, 15, 19, 17, 20], [22, 21, 23, 24]]
38: [[18, 9, 16, 13, 5, 6, 3, 1, 2, 4], [11, 12, 8, 7, 14, 10, 15, 19, 17, 20], [22, 21, 23, 24]]
39: [[18, 9, 16, 13, 5, 6, 3, 1, 2, 4], [11, 12, 8, 7, 14, 10, 15, 19, 17, 20], [22, 21, 23, 24]]
40: [[18, 9, 16, 13, 5, 6, 3, 1, 2, 4], [11, 12, 8, 7, 14, 10, 15, 19, 17, 20], [22, 21, 23, 24]]
41: [[18, 9, 16, 13, 5, 6, 3, 1, 2, 4], [11, 12, 8, 7, 14, 10, 15, 19, 17, 20], [22, 21, 23, 24]]
42: [[18, 9, 16, 13, 5, 6, 3, 1, 2], [4, 11, 12, 8, 7, 14, 10, 15, 19, 17, 20], [22, 21, 23, 24]]
43: [[18, 9, 16, 13, 5, 6, 3, 1, 2], [4, 11, 12, 8, 7, 14, 10, 15, 19, 17, 20], [22, 21, 23, 24]]
44: [[18, 9, 16, 13, 5, 6, 3, 1, 2], [4, 11, 12, 8, 7, 14, 10, 15, 19, 17, 20], [22, 21, 23, 24]]
45: [[18, 9, 16, 13, 5, 6, 3, 1, 2], [4, 11, 12, 8, 7, 14, 10, 15, 19, 17, 20], [22, 21, 23, 24]]
46: [[18, 9, 16, 13, 5, 6, 3, 1, 2, 4], [11, 12, 8, 7, 14, 10, 15, 19, 17, 20, 22, 21], [23, 24]]
47: [[18, 9, 16, 13, 5, 6, 3, 1, 2, 4], [11, 12, 8, 7, 14, 10, 15, 19, 17, 20, 22, 21], [23, 24]]
48: [[18, 9, 16, 13, 5, 6, 3, 1, 2, 4], [11, 12, 8, 7, 14, 10, 15, 19, 17, 20, 22, 21], [23, 24]]
49: [[18, 9, 16, 13, 5, 6, 3, 1, 2, 4], [11, 12, 8, 7, 14, 10, 15, 19, 17, 20, 22, 21], [23, 24]]
