0: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
34: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
35: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
36: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
37: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
38: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
39: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
40: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
41: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
42: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
43: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
44: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
45: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
46: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
47: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
48: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
49: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
50: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
51: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
52: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
53: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
54: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
55: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
56: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
57: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
58: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
59: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
60: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
61: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
62: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
63: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
64: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
65: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
66: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
67: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
68: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
69: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
70: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
71: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
72: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
73: [[11, 15, 21, 30, 5, 19], [18, 7, 3, 1, 9, 2], [6, 36, 13, 8, 14, 10], [4, 12, 20, 16, 17, 22], [24, 25, 27, 26, 29, 28], [31, 23, 33, 32, 34, 35, 37]]
