0: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
17: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
18: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
19: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
20: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
21: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
22: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
23: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
24: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
25: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
26: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
27: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
28: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
29: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
30: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
31: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
32: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
33: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
34: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
35: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
36: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
37: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
38: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
39: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
40: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
41: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
42: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
43: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
44: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
45: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
46: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
47: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
48: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
49: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
50: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
51: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
52: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
53: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
54: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
55: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
56: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
57: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
58: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
59: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
60: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
61: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
62: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
63: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
64: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
65: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
66: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
67: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
68: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
69: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
70: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
71: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
72: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
73: [[9, 1, 10, 3, 4, 18, 34, 12], [22, 20, 23, 33, 37, 7, 35, 2], [24, 8, 11, 36, 5, 6, 13], [26, 21, 15, 19, 28, 25, 14], [32, 16, 17, 29, 27, 31, 30]]
