0: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44, 39], [32, 35, 36], [46, 38, 42], [57, 40, 45], [41, 60], [47, 48, 49, 55, 51, 54, 52, 56], [58, 62], [61, 63, 64, 69], [67, 65, 70, 66], [71, 68, 73, 76, 74, 72, 75, 77], [79, 78, 82], [81, 83, 80], [87, 84, 85, 86, 88]]
15: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11], [43, 9], [10, 15, 28, 12, 13, 25, 20, 16], [17, 18], [21, 23, 24, 26], [27, 59, 29, 31], [30, 33, 53, 34], [44, 39, 32], [35, 36, 46], [38, 42, 57, 40], [45, 41, 60], [47, 48, 49], [55, 51, 54], [52, 56], [58, 62], [61, 63], [64, 69, 67, 65], [70, 66], [71, 68, 73, 76], [74, 72, 75, 77], [79, 78, 82, 81], [83, 80, 87, 84, 85, 86, 88]]
16: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44], [39, 32, 35], [36, 46, 38, 42], [57, 40, 45], [41, 60, 47, 48], [49, 55], [51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71], [68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
17: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12], [13, 25, 20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29, 31], [30, 33, 53], [34, 44, 39, 32, 35], [36, 46, 38, 42, 57], [40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70], [66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
18: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18], [21, 23, 24, 26, 27, 59, 29, 31], [30, 33, 53, 34], [44, 39], [32, 35, 36], [46, 38, 42], [57, 40, 45], [41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75], [77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
19: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34], [44, 39, 32], [35, 36, 46], [38, 42, 57, 40], [45, 41], [60, 47, 48, 49], [55, 51, 54, 52, 56, 58, 62, 61], [63, 64, 69, 67, 65], [70, 66, 71, 68, 73], [76, 74], [72, 75, 77, 79], [78, 82, 81, 83], [80, 87, 84, 85], [86, 88]]
20: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16, 17, 18, 21, 23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44, 39], [32, 35, 36, 46], [38, 42, 57, 40, 45, 41], [60, 47, 48, 49], [55, 51, 54], [52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
21: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11], [43, 9, 10, 15, 28, 12], [13, 25], [20, 16, 17], [18, 21, 23, 24, 26, 27, 59, 29], [31, 30, 33, 53, 34], [44, 39, 32], [35, 36, 46], [38, 42, 57], [40, 45, 41, 60], [47, 48, 49], [55, 51, 54], [52, 56, 58], [62, 61], [63, 64, 69], [67, 65, 70, 66], [71, 68], [73, 76, 74, 72], [75, 77], [79, 78, 82], [81, 83], [80, 87, 84, 85, 86, 88]]
22: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21, 23, 24, 26, 27, 59], [29, 31, 30, 33], [53, 34, 44, 39, 32, 35, 36, 46], [38, 42, 57, 40, 45, 41, 60, 47], [48, 49, 55, 51, 54, 52, 56], [58, 62], [61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
23: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44], [39, 32, 35, 36, 46, 38, 42, 57], [40, 45, 41, 60, 47], [48, 49, 55, 51, 54], [52, 56], [58, 62, 61, 63], [64, 69, 67, 65], [70, 66, 71, 68], [73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
24: [[50, 7], [5, 2, 22, 1], [37, 19, 3], [4, 8], [14, 6], [11, 43, 9, 10], [15, 28, 12, 13], [25, 20], [16, 17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44, 39], [32, 35, 36, 46, 38, 42, 57], [40, 45, 41, 60, 47], [48, 49, 55], [51, 54, 52], [56, 58, 62], [61, 63], [64, 69, 67, 65], [70, 66, 71], [68, 73, 76], [74, 72, 75, 77], [79, 78, 82, 81], [83, 80], [87, 84, 85, 86, 88]]
25: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43], [9, 10], [15, 28, 12, 13], [25, 20, 16, 17, 18, 21, 23, 24], [26, 27, 59, 29, 31, 30, 33, 53], [34, 44, 39, 32], [35, 36, 46], [38, 42, 57, 40], [45, 41, 60, 47], [48, 49, 55, 51, 54, 52], [56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77], [79, 78, 82, 81, 83, 80, 87, 84], [85, 86, 88]]
26: [[50, 7], [5, 2, 22, 1], [37, 19, 3], [4, 8], [14, 6], [11, 43, 9, 10], [15, 28, 12, 13], [25, 20], [16, 17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44, 39], [32, 35], [36, 46, 38, 42, 57], [40, 45, 41, 60, 47], [48, 49, 55], [51, 54, 52], [56, 58, 62], [61, 63], [64, 69, 67, 65], [70, 66, 71], [68, 73, 76], [74, 72, 75, 77], [79, 78, 82, 81], [83, 80], [87, 84, 85, 86, 88]]
27: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33, 53, 34], [44, 39], [32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66], [71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
28: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21, 23, 24, 26, 27, 59], [29, 31, 30, 33], [53, 34, 44, 39, 32, 35, 36, 46], [38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54], [52, 56, 58, 62, 61, 63], [64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82], [81, 83, 80, 87, 84, 85, 86, 88]]
29: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25, 20], [16, 17], [18, 21, 23], [24, 26, 27, 59, 29], [31, 30], [33, 53, 34], [44, 39, 32], [35, 36, 46], [38, 42, 57], [40, 45, 41, 60], [47, 48, 49], [55, 51, 54], [52, 56, 58], [62, 61], [63, 64, 69], [67, 65, 70, 66], [71, 68], [73, 76, 74, 72], [75, 77], [79, 78, 82], [81, 83], [80, 87, 84, 85, 86, 88]]
30: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25, 20], [16, 17], [18, 21, 23], [24, 26, 27], [59, 29, 31], [30, 33, 53], [34, 44, 39, 32, 35, 36], [46, 38], [42, 57, 40, 45, 41, 60, 47, 48], [49, 55, 51, 54], [52, 56, 58, 62, 61, 63, 64, 69], [67, 65], [70, 66, 71, 68], [73, 76], [74, 72, 75, 77], [79, 78, 82], [81, 83, 80, 87, 84, 85, 86, 88]]
31: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8], [14, 6, 11, 43, 9, 10, 15, 28], [12, 13, 25, 20], [16, 17, 18, 21, 23, 24, 26, 27], [59, 29, 31], [30, 33, 53], [34, 44, 39], [32, 35, 36], [46, 38, 42, 57], [40, 45, 41], [60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71], [68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81], [83, 80, 87, 84, 85, 86, 88]]
32: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33, 53], [34, 44, 39, 32, 35, 36, 46, 38, 42, 57], [40, 45, 41], [60, 47, 48, 49, 55, 51, 54, 52], [56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
33: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18], [21, 23, 24, 26, 27], [59, 29, 31], [30, 33, 53], [34, 44, 39, 32, 35, 36, 46, 38, 42, 57], [40, 45], [41, 60, 47], [48, 49, 55, 51, 54, 52, 56, 58], [62, 61, 63, 64, 69], [67, 65, 70, 66, 71], [68, 73, 76], [74, 72, 75, 77], [79, 78, 82, 81], [83, 80, 87, 84], [85, 86, 88]]
34: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21, 23], [24, 26, 27, 59], [29, 31], [30, 33, 53, 34], [44, 39], [32, 35, 36, 46, 38, 42, 57, 40, 45], [41, 60, 47, 48], [49, 55, 51, 54], [52, 56], [58, 62, 61, 63, 64], [69, 67, 65, 70, 66], [71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
35: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16, 17, 18], [21, 23], [24, 26], [27, 59, 29, 31], [30, 33], [53, 34, 44], [39, 32, 35, 36], [46, 38, 42, 57], [40, 45, 41], [60, 47, 48], [49, 55, 51], [54, 52, 56], [58, 62, 61, 63, 64], [69, 67, 65], [70, 66, 71, 68, 73, 76, 74, 72, 75, 77], [79, 78, 82, 81, 83], [80, 87, 84, 85, 86, 88]]
36: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13], [25, 20, 16], [17, 18, 21], [23, 24], [26, 27], [59, 29], [31, 30, 33, 53, 34, 44, 39, 32], [35, 36, 46, 38], [42, 57], [40, 45, 41, 60], [47, 48, 49], [55, 51, 54, 52], [56, 58, 62, 61, 63], [64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
37: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13], [25, 20, 16, 17, 18, 21, 23, 24], [26, 27, 59, 29], [31, 30, 33], [53, 34, 44, 39, 32, 35], [36, 46, 38, 42, 57, 40, 45, 41, 60, 47], [48, 49], [55, 51, 54, 52], [56, 58, 62, 61], [63, 64, 69, 67], [65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79], [78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
38: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8], [14, 6, 11, 43], [9, 10, 15, 28, 12, 13, 25], [20, 16, 17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33, 53, 34], [44, 39], [32, 35, 36, 46], [38, 42], [57, 40, 45, 41, 60, 47, 48, 49, 55], [51, 54, 52, 56, 58, 62, 61, 63], [64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
39: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43], [9, 10], [15, 28, 12, 13], [25, 20, 16, 17, 18, 21, 23, 24], [26, 27, 59, 29, 31, 30, 33, 53], [34, 44, 39, 32], [35, 36, 46], [38, 42, 57, 40], [45, 41, 60, 47], [48, 49], [55, 51, 54, 52], [56, 58, 62, 61, 63, 64, 69, 67, 65, 70], [66, 71, 68, 73, 76, 74, 72, 75, 77, 79], [78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
40: [[50, 7, 5, 2, 22, 1, 37], [19, 3], [4, 8, 14, 6, 11, 43, 9, 10], [15, 28, 12, 13], [25, 20], [16, 17, 18], [21, 23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44, 39], [32, 35, 36, 46], [38, 42, 57], [40, 45, 41], [60, 47, 48, 49], [55, 51], [54, 52, 56, 58, 62, 61, 63], [64, 69, 67, 65, 70, 66, 71], [68, 73, 76, 74, 72, 75, 77], [79, 78, 82, 81, 83, 80], [87, 84, 85, 86, 88]]
41: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25, 20, 16, 17, 18, 21, 23, 24, 26, 27, 59], [29, 31, 30, 33, 53, 34], [44, 39, 32, 35], [36, 46, 38, 42], [57, 40], [45, 41, 60, 47], [48, 49, 55], [51, 54, 52, 56], [58, 62, 61, 63, 64], [69, 67, 65, 70, 66, 71, 68, 73, 76], [74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
42: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29, 31, 30], [33, 53, 34, 44, 39, 32, 35, 36, 46], [38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
43: [[50, 7], [5, 2, 22, 1], [37, 19, 3], [4, 8], [14, 6], [11, 43, 9, 10], [15, 28, 12, 13], [25, 20], [16, 17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44, 39], [32, 35, 36, 46, 38, 42, 57], [40, 45, 41, 60, 47], [48, 49, 55], [51, 54, 52], [56, 58, 62, 61, 63], [64, 69], [67, 65, 70, 66], [71, 68, 73, 76, 74, 72, 75, 77], [79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
44: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16, 17], [18, 21, 23, 24], [26, 27, 59, 29], [31, 30, 33, 53], [34, 44, 39, 32, 35, 36], [46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61], [63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
45: [[50, 7, 5], [2, 22], [1, 37, 19, 3, 4], [8, 14, 6, 11, 43, 9], [10, 15], [28, 12, 13], [25, 20, 16, 17, 18, 21, 23, 24], [26, 27, 59, 29, 31], [30, 33], [53, 34, 44, 39, 32, 35, 36, 46], [38, 42, 57], [40, 45, 41], [60, 47, 48], [49, 55], [51, 54], [52, 56], [58, 62, 61, 63, 64, 69, 67, 65], [70, 66, 71], [68, 73, 76], [74, 72, 75, 77], [79, 78, 82], [81, 83, 80, 87, 84, 85, 86, 88]]
46: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13], [25, 20, 16, 17], [18, 21, 23], [24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44, 39], [32, 35, 36, 46], [38, 42, 57], [40, 45, 41], [60, 47, 48, 49, 55], [51, 54, 52, 56, 58], [62, 61, 63], [64, 69, 67, 65], [70, 66, 71, 68], [73, 76, 74, 72], [75, 77, 79], [78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
47: [[50, 7, 5, 2, 22, 1, 37], [19, 3], [4, 8, 14, 6, 11, 43, 9, 10], [15, 28, 12, 13], [25, 20], [16, 17, 18, 21, 23, 24, 26, 27], [59, 29, 31, 30, 33], [53, 34], [44, 39, 32, 35], [36, 46, 38, 42], [57, 40, 45, 41, 60, 47, 48, 49], [55, 51, 54], [52, 56, 58, 62, 61, 63, 64, 69], [67, 65], [70, 66, 71, 68, 73, 76, 74], [72, 75, 77], [79, 78, 82], [81, 83, 80, 87, 84, 85, 86, 88]]
48: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33, 53], [34, 44, 39, 32, 35, 36, 46, 38, 42, 57], [40, 45, 41], [60, 47], [48, 49, 55, 51, 54, 52, 56, 58, 62], [61, 63, 64, 69, 67, 65, 70, 66], [71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
49: [[50, 7], [5, 2, 22, 1, 37], [19, 3, 4], [8, 14], [6, 11, 43], [9, 10], [15, 28, 12, 13], [25, 20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33, 53, 34, 44, 39], [32, 35, 36], [46, 38, 42], [57, 40, 45], [41, 60, 47, 48], [49, 55, 51, 54], [52, 56, 58], [62, 61, 63], [64, 69, 67], [65, 70], [66, 71, 68, 73, 76, 74, 72, 75], [77, 79], [78, 82, 81], [83, 80, 87, 84, 85, 86, 88]]
50: [[50, 7], [5, 2, 22], [1, 37, 19, 3, 4], [8, 14, 6], [11, 43, 9, 10, 15], [28, 12], [13, 25, 20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33, 53], [34, 44, 39], [32, 35, 36], [46, 38, 42, 57], [40, 45, 41], [60, 47, 48], [49, 55, 51], [54, 52, 56, 58, 62, 61, 63, 64], [69, 67, 65, 70, 66], [71, 68, 73, 76, 74], [72, 75], [77, 79, 78, 82], [81, 83, 80, 87], [84, 85, 86, 88]]
