0: [[25, 35, 3, 4, 47, 1, 24, 2, 60, 7, 12], [8, 15, 16, 11, 9, 31, 14, 18, 10], [17, 22, 19, 23, 20, 26, 28, 27], [29, 36, 30, 5, 32, 34, 40, 38], [41, 37, 46, 13, 42, 33, 39, 45, 50, 43, 56, 44, 52, 51, 53, 54, 21, 6], [55, 48, 49, 57, 59, 58]]
15: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 10, 11, 31, 21, 17, 18, 15, 19, 23, 22, 16, 26, 28, 25, 24], [29, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
16: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 8, 31, 6, 15, 9, 11, 17, 16, 19, 18, 23, 22, 21, 26, 24, 28, 25], [29, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
17: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 25, 11, 9, 15, 10, 19, 26, 16, 17, 18, 23, 21, 22, 24, 28, 31], [29, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
18: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 8, 6, 31, 9, 18, 19, 26, 11, 24, 16, 28, 25, 17, 15, 21, 23, 22], [30, 36, 29, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
19: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 25, 8, 26, 10, 11, 15, 19, 17, 18, 22, 31, 28, 16, 23, 21, 24], [29, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
20: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 8, 6, 11, 9, 31, 15, 19, 26, 17, 21, 23, 22, 16, 28, 18, 24, 25], [29, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
21: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 9, 6, 11, 8, 31, 15, 18, 16, 19, 23, 17, 22, 21, 26, 24, 28, 25], [29, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
22: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 11, 9, 10, 8, 15, 19, 21, 18, 31, 22, 23, 25, 16, 26, 28, 17, 24], [30, 36, 29, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
23: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 11, 8, 6, 9, 21, 25, 18, 23, 19, 10, 22, 15, 16, 24, 31, 26, 17, 28], [30, 36, 29, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
24: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 25, 9, 10, 11, 15, 16, 26, 18, 31, 19, 21, 22, 24, 17, 23, 28], [29, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
25: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 11, 25, 15, 23, 26, 9, 16, 24, 19, 17, 18, 22, 21, 10, 28, 31], [29, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
26: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 10, 8, 9, 15, 11, 26, 25, 17, 16, 19, 21, 18, 23, 22, 24, 28, 31], [30, 36, 29, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
27: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 9, 24, 8, 31, 11, 19, 18, 15, 23, 16, 26, 17, 28, 22, 25, 10, 21, 6], [29, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
28: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 10, 11, 15, 18, 17, 26, 24, 23, 16, 19, 22, 28, 21, 31, 25], [29, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
29: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 24, 15, 30, 6, 10, 25, 8, 19, 16, 9, 17, 23, 11, 22, 18, 26, 28, 21], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
30: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 26, 8, 10, 15, 11, 19, 16, 23, 18, 22, 17, 30, 21, 25, 24, 28], [31, 36, 29, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
31: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 10, 9, 11, 15, 17, 21, 18, 16, 30, 22, 19, 28, 24, 23, 25, 26], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
32: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 8, 11, 18, 15, 10, 17, 26, 16, 23, 19, 21, 30, 25, 28, 22, 24], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
33: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 8, 11, 10, 15, 26, 19, 18, 17, 22, 16, 21, 30, 28, 23, 24, 25], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
34: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 25, 10, 15, 9, 16, 26, 11, 17, 18, 19, 28, 22, 23, 21, 8, 24, 30], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
35: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 8, 9, 6, 25, 10, 11, 19, 16, 18, 15, 21, 30, 24, 17, 23, 22, 28, 26], [31, 36, 29, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
36: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 9, 8, 25, 15, 6, 17, 11, 18, 19, 22, 28, 24, 16, 21, 23, 30, 26], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
37: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 10, 11, 9, 15, 17, 16, 18, 19, 23, 22, 25, 28, 26, 24, 21, 30], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
38: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 10, 11, 15, 22, 25, 18, 17, 23, 16, 19, 21, 24, 26, 30, 28], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
39: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 10, 11, 19, 22, 23, 30, 16, 15, 17, 18, 24, 21, 26, 25, 28], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
40: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 10, 11, 15, 19, 17, 18, 16, 22, 21, 23, 30, 24, 26, 25, 28], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
41: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 11, 6, 24, 8, 9, 15, 19, 17, 16, 21, 23, 18, 22, 26, 30, 28, 25], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
42: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 10, 8, 11, 24, 15, 19, 26, 17, 23, 21, 18, 22, 16, 30, 28, 25], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
43: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 8, 11, 10, 15, 18, 17, 21, 16, 22, 23, 19, 26, 25, 28, 24, 30], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
44: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 8, 11, 10, 15, 17, 18, 28, 24, 16, 21, 19, 30, 22, 23, 26, 25], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
45: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 8, 10, 11, 15, 21, 17, 18, 16, 19, 23, 22, 25, 26, 28, 24, 30], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
46: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 10, 11, 24, 8, 30, 26, 23, 18, 9, 15, 16, 21, 17, 19, 22, 25, 28], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
47: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 10, 9, 22, 15, 18, 17, 19, 11, 16, 23, 24, 28, 25, 21, 26, 30], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
48: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 11, 9, 10, 22, 16, 15, 18, 19, 23, 21, 17, 24, 28, 26, 25, 30], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
49: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 10, 26, 23, 11, 19, 15, 18, 21, 17, 22, 16, 30, 25, 24, 28], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
50: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 11, 10, 15, 26, 17, 18, 19, 21, 16, 23, 22, 24, 25, 28, 30], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
51: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 11, 24, 15, 10, 17, 19, 18, 16, 25, 23, 22, 21, 26, 28, 30], [29, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
52: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 26, 8, 10, 15, 11, 19, 16, 23, 18, 22, 17, 30, 21, 25, 24, 28], [31, 36, 29, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
53: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 8, 11, 10, 23, 18, 24, 15, 16, 21, 25, 17, 19, 26, 30, 22, 28], [31, 36, 29, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
54: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 8, 15, 11, 19, 18, 16, 17, 10, 21, 25, 23, 24, 26, 28, 22, 30], [31, 36, 29, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
55: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 10, 8, 15, 19, 26, 18, 11, 17, 21, 16, 23, 24, 25, 28, 22, 30], [31, 36, 29, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
56: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 10, 9, 11, 26, 31, 8, 25, 16, 15, 17, 18, 23, 22, 19, 21, 28, 30], [29, 36, 24, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
57: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 8, 9, 11, 31, 15, 17, 16, 26, 19, 18, 22, 23, 25, 28, 30, 10, 21, 6], [29, 36, 24, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
58: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 9, 6, 8, 11, 31, 15, 19, 16, 17, 18, 21, 22, 23, 30, 26, 28, 25], [29, 36, 24, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
59: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 8, 11, 15, 25, 26, 18, 10, 28, 21, 17, 19, 22, 31, 16, 30, 23], [29, 36, 24, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
60: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 10, 8, 9, 15, 31, 19, 26, 11, 16, 17, 28, 18, 22, 25, 21, 23, 30], [24, 36, 29, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
61: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 10, 9, 26, 15, 31, 8, 17, 16, 11, 19, 18, 23, 28, 21, 22, 25, 30], [29, 36, 24, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
62: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 8, 24, 6, 11, 15, 31, 18, 9, 10, 17, 21, 22, 23, 16, 19, 28, 29, 30], [25, 36, 26, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
63: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 24, 11, 10, 31, 8, 16, 30, 21, 22, 19, 15, 18, 17, 29, 23, 28], [25, 36, 26, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
64: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 11, 10, 15, 17, 23, 16, 18, 25, 19, 21, 28, 26, 29, 30, 24], [31, 36, 22, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
65: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 10, 9, 8, 15, 23, 26, 24, 16, 11, 17, 18, 19, 28, 21, 29, 25, 31], [22, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
66: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 9, 6, 25, 8, 31, 19, 17, 18, 11, 23, 15, 26, 16, 29, 21, 28, 24], [22, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
67: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 10, 11, 26, 19, 15, 8, 17, 25, 21, 16, 31, 28, 24, 18, 22, 30], [23, 36, 29, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
68: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 9, 8, 15, 31, 6, 16, 26, 10, 17, 11, 19, 22, 18, 21, 28, 23, 29, 24], [25, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
69: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 10, 19, 26, 11, 22, 15, 31, 16, 28, 29, 17, 18, 24, 21, 23], [25, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
70: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 26, 10, 18, 11, 15, 16, 23, 17, 22, 8, 28, 19, 29, 24, 21, 31], [25, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
71: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 11, 9, 10, 31, 16, 15, 26, 18, 17, 22, 21, 29, 19, 23, 24, 28], [25, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
72: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 26, 8, 10, 15, 11, 19, 16, 17, 23, 18, 21, 30, 28, 22, 24, 29], [25, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
73: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 8, 10, 11, 15, 30, 19, 17, 22, 18, 29, 21, 16, 28, 23, 24, 26], [25, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
