0: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
28: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
29: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
30: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
31: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
32: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
33: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
34: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
35: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
36: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
37: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
38: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
39: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
40: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
41: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
42: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
43: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
44: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
45: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
46: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
47: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
48: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
49: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
50: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
51: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
52: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
53: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
54: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
55: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
56: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
57: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
58: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
59: [[6, 2, 19, 7, 1, 5], [11, 3, 8, 4, 15, 13, 12], [9, 24, 18, 10, 14], [17, 20, 16, 23, 28, 22], [27, 25, 21, 26, 29]]
