0: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
33: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
34: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
35: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
36: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
37: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
38: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
39: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
40: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
41: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
42: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
43: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
44: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
45: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
46: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
47: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
48: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
49: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
50: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
51: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
52: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
53: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
54: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
55: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
56: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
57: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
58: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
59: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
60: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
61: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
62: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
63: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
64: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
65: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
66: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
67: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
68: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
69: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
70: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
71: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
72: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
73: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
