0: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33], [34, 40, 39], [38, 42], [32, 35, 46], [60, 41], [36, 43], [61, 45, 48], [44, 50, 51], [55, 52, 59], [49, 57], [53, 63], [58, 62], [64, 69, 67], [71, 70, 76], [65, 66, 68, 72], [73, 74, 78, 75, 77], [79, 82], [83], [84, 81, 80, 87], [85, 86, 88]]
24: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46], [60, 41, 36], [43, 61, 45], [48, 44], [50, 51, 55, 52], [59, 49, 57, 53, 63, 58, 62], [64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
25: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30, 33, 34], [40, 39, 38], [42, 32, 35], [46, 60, 41], [36, 43, 61], [45, 48, 44], [50, 51, 55], [52, 59], [49, 57], [53, 63], [58, 62, 64], [69, 67, 71], [70, 76, 65, 66], [68, 72, 73, 74], [78, 75], [77, 79, 82], [83, 84, 81], [80, 87, 85], [86, 88]]
26: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30, 33], [34, 40, 39], [38, 42], [32, 35, 46], [60, 41, 36], [43, 61, 45], [48, 44], [50, 51], [55, 52], [59, 49, 57], [53, 63, 58], [62, 64, 69, 67], [71, 70, 76, 65, 66], [68, 72], [73], [74, 78, 75, 77], [79, 82, 83], [84, 81, 80, 87, 85, 86, 88]]
27: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30, 33], [34, 40], [39, 38, 42], [32, 35, 46], [60, 41, 36], [43, 61, 45], [48, 44, 50], [51, 55], [52, 59, 49], [57, 53, 63], [58, 62], [64, 69], [67, 71, 70], [76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
28: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30, 33, 34], [40, 39, 38], [42, 32, 35], [46, 60, 41], [36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
29: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30, 33], [34, 40], [39, 38, 42], [32, 35, 46], [60, 41, 36, 43], [61, 45, 48], [44, 50, 51, 55], [52, 59, 49, 57], [53, 63, 58], [62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
30: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46], [60, 41], [36, 43, 61], [45, 48, 44], [50, 51], [55, 52], [59, 49, 57], [53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
31: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11], [17, 21], [18, 29, 13], [23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30, 33, 34], [40, 39, 38], [42, 32], [35, 46], [60, 41], [36, 43, 61], [45, 48], [44, 50, 51], [55, 52], [59, 49, 57], [53, 63, 58, 62, 64, 69, 67], [71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
32: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32], [35, 46], [60, 41], [36, 43, 61], [45, 48], [44, 50, 51], [55, 52], [59, 49, 57], [53, 63, 58], [62, 64, 69], [67, 71], [70, 76], [65, 66, 68], [72, 73], [74, 78, 75, 77, 79, 82, 83], [84, 81, 80], [87, 85, 86, 88]]
33: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32, 35, 46], [60, 41, 36], [43, 61, 45, 48, 44, 50, 51, 55], [52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73], [74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
34: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26, 30], [33, 34, 40], [39, 38, 42], [32, 35, 46], [60, 41, 36], [43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53, 63, 58], [62, 64], [69, 67, 71], [70, 76, 65], [66, 68, 72, 73], [74, 78, 75], [77, 79, 82, 83], [84, 81, 80, 87], [85, 86, 88]]
35: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39], [38, 42, 32], [35, 46, 60], [41, 36], [43, 61, 45], [48, 44], [50, 51, 55], [52, 59, 49], [57, 53, 63], [58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68], [72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
36: [[7, 4], [37, 5], [19, 3], [10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46], [60, 41], [36, 43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53, 63], [58, 62], [64, 69, 67], [71, 70], [76, 65, 66], [68, 72], [73, 74, 78], [75, 77, 79, 82], [83, 84, 81], [80, 87, 85, 86, 88]]
37: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27, 56], [47, 31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32, 35], [46, 60, 41], [36, 43], [61, 45, 48], [44, 50, 51], [55, 52, 59], [49, 57, 53], [63, 58, 62], [64, 69], [67, 71], [70, 76], [65, 66], [68, 72, 73], [74, 78, 75], [77, 79], [82, 83, 84], [81, 80, 87], [85, 86, 88]]
38: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8, 11], [17, 21, 18], [29, 13], [23, 16, 28], [20, 25, 27], [56, 47], [31, 54, 26], [30, 33], [34, 40, 39], [38, 42], [32, 35], [46, 60, 41], [36, 43, 61], [45, 48], [44, 50], [51, 55], [52, 59, 49], [57, 53, 63, 58], [62, 64, 69, 67], [71, 70, 76], [65, 66, 68, 72], [73, 74], [78, 75], [77, 79, 82], [83, 84, 81], [80, 87], [85, 86, 88]]
39: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23], [16, 28], [20, 25, 27, 56], [47, 31], [54, 26, 30], [33, 34, 40], [39, 38, 42], [32, 35], [46, 60, 41], [36, 43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53, 63], [58, 62, 64], [69, 67], [71, 70], [76, 65, 66], [68, 72, 73], [74, 78, 75, 77], [79, 82, 83, 84], [81, 80, 87], [85, 86, 88]]
40: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11], [17, 21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30, 33], [34, 40, 39], [38, 42], [32, 35, 46], [60, 41, 36], [43, 61], [45, 48, 44], [50, 51, 55], [52, 59], [49, 57], [53, 63, 58], [62, 64, 69], [67, 71, 70], [76, 65, 66], [68, 72, 73], [74, 78, 75], [77, 79, 82], [83, 84, 81], [80, 87, 85], [86, 88]]
41: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46, 60], [41, 36, 43], [61, 45, 48], [44, 50], [51, 55, 52], [59, 49, 57], [53, 63], [58, 62], [64, 69], [67, 71, 70], [76, 65, 66], [68, 72, 73], [74, 78, 75], [77, 79], [82, 83], [84, 81, 80], [87, 85, 86, 88]]
42: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8, 11], [17, 21], [18, 29, 13], [23, 16, 28], [20, 25, 27], [56, 47, 31], [54, 26, 30], [33, 34, 40], [39, 38, 42], [32, 35], [46, 60, 41], [36, 43, 61, 45, 48], [44, 50, 51], [55, 52], [59, 49], [57, 53], [63, 58, 62], [64, 69], [67, 71, 70], [76, 65, 66], [68, 72], [73, 74, 78], [75, 77, 79, 82, 83, 84, 81], [80, 87, 85, 86, 88]]
43: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23], [16, 28, 20], [25, 27], [56, 47, 31], [54, 26, 30], [33, 34], [40, 39], [38, 42, 32], [35, 46, 60], [41, 36, 43], [61, 45, 48], [44, 50, 51], [55, 52, 59], [49, 57, 53], [63, 58, 62], [64, 69, 67], [71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79], [82, 83], [84, 81, 80, 87, 85, 86, 88]]
44: [[7, 4], [37, 5, 19], [3, 10], [9, 2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32, 35], [46, 60, 41], [36, 43], [61, 45, 48], [44, 50], [51, 55], [52, 59, 49], [57, 53], [63, 58], [62, 64, 69], [67, 71, 70], [76, 65, 66], [68, 72], [73, 74], [78, 75, 77], [79, 82, 83], [84, 81], [80, 87], [85, 86, 88]]
45: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23], [16, 28, 20], [25, 27, 56], [47, 31], [54, 26, 30], [33, 34, 40, 39], [38, 42, 32], [35, 46], [60, 41], [36, 43, 61], [45, 48], [44, 50], [51, 55], [52, 59, 49], [57, 53, 63], [58, 62], [64, 69, 67], [71, 70, 76], [65, 66], [68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
46: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8, 11], [17, 21], [18, 29, 13], [23, 16, 28], [20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32, 35], [46, 60, 41], [36, 43, 61], [45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
47: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17], [21, 18, 29], [13, 23, 16], [28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46, 60], [41, 36, 43], [61, 45, 48], [44, 50, 51, 55], [52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
48: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32, 35], [46], [60, 41, 36], [43, 61, 45], [48, 44, 50], [51, 55, 52], [59, 49, 57], [53, 63, 58], [62, 64, 69], [67, 71, 70], [76, 65, 66], [68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80], [87, 85, 86, 88]]
49: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32, 35], [46], [60, 41, 36], [43, 61, 45], [48, 44, 50], [51, 55, 52], [59, 49, 57], [53, 63, 58], [62, 64, 69], [67, 71, 70], [76, 65, 66], [68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80], [87, 85, 86, 88]]
50: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46, 60], [41, 36], [43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53, 63], [58, 62, 64], [69, 67], [71, 70], [76, 65, 66], [68, 72, 73], [74, 78, 75], [77, 79, 82], [83, 84, 81, 80, 87, 85, 86, 88]]
