0: [[8], [33, 17], [1, 32, 39, 19, 37, 13, 6, 21], [16, 15, 40, 10, 18], [27, 7, 9], [3, 30], [58, 4], [5, 11, 36, 50], [55, 20, 23, 26, 14, 24, 22, 25, 12], [28], [31, 29, 34, 45, 54], [35, 43, 42, 2], [47, 44, 38, 41], [46, 59], [51, 48], [49, 57], [52, 56], [53, 60]]
38: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
39: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 49, 48, 53, 51, 52, 54, 55, 56, 59, 57, 58, 60]]
40: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
41: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 49, 48, 53, 51, 52, 54, 55, 56, 59, 57, 58, 60]]
42: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 49, 48, 53, 51, 54, 52, 55, 56, 59, 57, 58, 60]]
43: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
44: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
45: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
46: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
47: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
48: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
49: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
50: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
51: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
52: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
53: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
54: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
55: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 49, 48, 53, 51, 54, 52, 55, 56, 59, 57, 58, 60]]
56: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
57: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
58: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
59: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
60: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
61: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
62: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
63: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 49, 48, 53, 51, 52, 54, 55, 56, 59, 57, 58, 60]]
64: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
65: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
66: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 49, 48, 53, 51, 52, 54, 55, 56, 59, 57, 58, 60]]
67: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 49, 48, 53, 51, 54, 52, 55, 56, 59, 57, 58, 60]]
68: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
69: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 52, 54, 55, 56, 59, 57, 58, 60]]
70: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
71: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
72: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
73: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
