0: [[46, 3, 36, 1, 71, 12, 13, 22], [2, 11, 6, 4, 29, 5, 8, 9], [74, 75, 24, 21, 56, 31, 23], [20, 14, 41, 15, 16, 58], [52, 84, 82, 19, 26], [17, 34, 54, 60, 32, 18, 27, 25, 28, 7], [42, 40, 30, 62, 43, 51, 38, 33, 35], [37, 39, 45, 57, 59, 44, 10], [53, 63, 47, 48, 55, 65, 49], [50, 64, 61, 67, 68, 70, 69, 72], [76, 78, 73, 79, 81, 85, 80], [66, 77, 83, 86, 87, 88]]
11: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
12: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
13: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
14: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
15: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
16: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
17: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
18: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
19: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
20: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
21: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
22: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
23: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
24: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
25: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
26: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
27: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
28: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
29: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
30: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
31: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
32: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
33: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
34: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
35: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
36: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
37: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
38: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
39: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
40: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
41: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
42: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
43: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
44: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
45: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
46: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
47: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
48: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
49: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
50: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
