0: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
12: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
13: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
14: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
15: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
16: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
17: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
18: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
19: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
20: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
21: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
22: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
23: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
24: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
25: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
26: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
27: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
28: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
29: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
30: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
31: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
32: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
33: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
34: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
35: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
36: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
37: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
38: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
39: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
40: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
41: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
42: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
43: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
44: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
45: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
46: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
47: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
48: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
49: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
50: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
51: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
52: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
53: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
54: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
55: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
56: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
57: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
58: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
59: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
60: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
61: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
62: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
63: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
64: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
65: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
66: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
67: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
68: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
69: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
70: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
71: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
72: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
73: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
