0: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
37: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
38: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
39: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
40: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
41: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
42: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
43: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
44: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
45: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
46: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
47: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
48: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
49: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
50: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
51: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
52: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
53: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
54: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
55: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
56: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
57: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
58: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
59: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
60: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
61: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
62: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
63: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
64: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
65: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
66: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
67: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
68: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
69: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
70: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
71: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
72: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
73: [[20, 21, 36, 10], [6, 35, 4], [31, 34, 11], [1, 2, 27], [7, 29, 22], [23, 32, 24], [17, 16, 9], [30, 18, 3], [26, 25, 13], [5, 12, 28], [33, 19, 15], [8, 37, 14]]
