0: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34, 5], [35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58, 59], [49, 57]]
17: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
18: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
19: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
20: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
21: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
22: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
23: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
24: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
25: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
26: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
27: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
28: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
29: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
30: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
31: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
32: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
33: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
34: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
35: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
36: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
37: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
38: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
39: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
40: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
41: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
42: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
43: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
44: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
45: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
46: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
47: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
48: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
49: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
50: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
51: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
52: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
53: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
54: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
55: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
56: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
57: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
58: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
59: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
60: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
61: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
62: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
63: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
64: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
65: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
66: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
67: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
68: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
69: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
70: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
71: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
72: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
73: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
