0: [[53, 35, 3, 7, 2], [14, 5, 4], [13, 9, 31, 6, 21], [8, 11, 17, 30], [15, 19, 1, 12, 16, 10, 18], [26], [22, 23], [20, 25, 24, 40, 29, 27, 32, 37, 43, 42], [38, 45], [41, 36, 39, 33, 34], [44, 28, 46, 47], [54, 56, 50, 52], [51, 60, 55, 48], [59, 49, 58, 57]]
11: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
12: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
13: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
14: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
15: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
16: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
17: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
18: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
19: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
20: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
21: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
22: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
23: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
24: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
25: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
26: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
27: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
28: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
29: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
30: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
31: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
32: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
33: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
34: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
35: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
36: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
37: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
38: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
39: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
40: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
41: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
42: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
43: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
44: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
45: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
46: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
47: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
48: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
49: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
50: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
51: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
52: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
53: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
54: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
55: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
56: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
57: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
58: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
59: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
60: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
61: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
62: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
63: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
64: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
65: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
66: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
67: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
68: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
69: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
70: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
71: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
72: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
73: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
