0: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
13: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
14: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
15: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
16: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
17: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
18: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
19: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
20: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
21: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
22: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
23: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
24: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
25: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
26: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
27: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
28: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
29: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
30: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
31: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
32: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
33: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
34: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
35: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
36: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
37: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
38: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
39: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
40: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
41: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
42: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
43: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
44: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
45: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
46: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
47: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
48: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
49: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
50: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
